season,episode,dialogue_density,avg_length,sentiment_variance,unique_words,question_ratio,exclamation_ratio
1,1,0.9300411522633745,37.530973451327434,3.3244153244153245,960,0.2079646017699115,0.19247787610619468
1,2,0.9939759036144579,33.81414141414142,3.9867989646246764,950,0.18383838383838383,0.1191919191919192
1,3,0.992,31.066532258064516,4.075439075439076,915,0.17540322580645162,0.09879032258064516
1,4,0.9943714821763602,32.24528301886792,3.7086383746999187,892,0.14150943396226415,0.11132075471698114
1,5,0.9935622317596566,34.062634989200866,3.778036295951605,888,0.16414686825053995,0.06263498920086392
1,6,0.9937888198757764,33.19166666666667,3.301975051975052,921,0.16458333333333333,0.08333333333333333
1,7,0.9934924078091106,37.20305676855895,3.595854774156661,936,0.2336244541484716,0.1615720524017467
1,8,0.9930555555555556,41.98368298368298,4.2638127090301,937,0.21212121212121213,0.18414918414918416
1,9,0.9927710843373494,36.939320388349515,4.204447228311932,896,0.16019417475728157,0.16262135922330098
1,10,0.9933628318584071,39.71492204899777,3.3211907886887007,990,0.18930957683741648,0.1759465478841871
1,11,0.9934497816593887,31.85054945054945,4.027757125154895,910,0.1934065934065934,0.14505494505494507
1,12,0.9919786096256684,47.1832884097035,4.002354863514033,1045,0.18328840970350405,0.2641509433962264
1,13,0.9931192660550459,42.030023094688225,4.144745830821781,999,0.17090069284064666,0.18244803695150116
2,1,0.9923469387755102,42.51928020565553,3.8438162133921576,992,0.1928020565552699,0.18508997429305912
2,2,0.994263862332696,35.56923076923077,3.7734569990270317,971,0.18076923076923077,0.1423076923076923
2,3,0.9945652173913043,31.35701275045537,3.3560385692738635,948,0.14571948998178508,0.07650273224043716
2,4,0.993421052631579,37.23399558498896,3.9966871363930188,963,0.22958057395143489,0.17660044150110377
2,5,0.9924050632911392,43.42857142857143,5.031893687707641,1027,0.22959183673469388,0.17091836734693877
2,6,0.9927007299270073,41.1764705882353,4.160329531051964,1019,0.15931372549019607,0.18137254901960784
2,7,0.9933774834437086,39.586666666666666,3.783635123539636,1016,0.19111111111111112,0.13777777777777778
2,8,0.9935622317596566,37.682505399568036,4.08891421542024,956,0.18142548596112312,0.16198704103671707
2,9,0.992822966507177,42.81204819277109,3.9318920446516885,1048,0.18313253012048192,0.25301204819277107
3,1,0.9932584269662922,37.98868778280543,3.7292892528561317,991,0.17873303167420815,0.16063348416289594
3,2,0.9936305732484076,36.126068376068375,4.750814226159458,1019,0.13675213675213677,0.10683760683760683
3,3,0.9935205183585313,39.49130434782609,4.43406457538505,1023,0.19130434782608696,0.13043478260869565
3,4,0.9922077922077922,40.824607329842934,3.6405088622069752,980,0.17801047120418848,0.18586387434554974
3,5,0.993103448275862,40.06481481481482,4.143938740293357,996,0.13657407407407407,0.18287037037037038
3,6,0.9919786096256684,44.504043126684635,3.7340007725985065,970,0.1725067385444744,0.14824797843665768
3,7,0.9932885906040269,42.310810810810814,4.1300242942112755,982,0.21171171171171171,0.1463963963963964
3,8,0.9931506849315068,39.657471264367814,3.6788231036171255,951,0.20689655172413793,0.1310344827586207
3,9,0.993421052631579,39.30905077262693,4.043298969072165,1030,0.19205298013245034,0.1434878587196468
3,10,0.9938271604938271,35.962732919254655,3.791089620205624,976,0.14492753623188406,0.13871635610766045
3,11,0.991869918699187,52.31147540983606,4.356970404984423,1070,0.20218579234972678,0.17486338797814208
3,12,0.9933920704845814,39.94013303769401,4.328796376186368,1071,0.15521064301552107,0.1197339246119734
3,13,0.9940119760479041,38.73293172690763,4.425486760124611,1064,0.16666666666666666,0.07429718875502007
3,14,0.9934924078091106,39.16593886462882,3.3229447559957044,1051,0.2074235807860262,0.12445414847161572
3,15,0.9929411764705882,39.03317535545024,4.504923689449237,991,0.18009478672985782,0.13507109004739337
3,16,0.9933774834437086,39.526666666666664,4.223207930859177,988,0.23555555555555555,0.08
3,17,0.9945155393053017,34.36029411764706,3.7668231791113147,973,0.16727941176470587,0.08272058823529412
3,18,0.993421052631579,39.05077262693157,3.9082084050135166,1000,0.2141280353200883,0.141280353200883
3,19,0.9939148073022313,39.659183673469386,5.167740148757715,962,0.16326530612244897,0.21428571428571427
3,20,0.9942857142857143,37.475095785440615,3.6994810971089698,1019,0.1839080459770115,0.1206896551724138
3,21,0.9927710843373494,43.359223300970875,4.204076026128894,1072,0.17475728155339806,0.1407766990291262
3,22,0.9935760171306209,40.09051724137931,4.230732079308591,992,0.22198275862068967,0.11853448275862069
3,23,0.9940357852882704,38.182,3.9124140427072023,1060,0.154,0.13
4,1,0.9939879759519038,38.87903225806452,4.1412599921739615,1070,0.18951612903225806,0.1350806451612903
4,2,0.9933184855233853,42.360986547085204,3.800608519269777,951,0.19955156950672645,0.19282511210762332
4,3,0.9934497816593887,41.30989010989011,3.861185145700071,1036,0.189010989010989,0.16263736263736264
4,4,0.9933920704845814,42.47671840354767,3.75591985428051,1054,0.19955654101995565,0.1662971175166297
4,5,0.9932584269662922,44.63122171945702,3.4478319783197833,973,0.2171945701357466,0.1583710407239819
4,6,0.9922879177377892,45.80569948186528,4.074745759805182,911,0.22020725388601037,0.18652849740932642
4,7,0.9947460595446584,36.359154929577464,3.432088616177368,1099,0.15140845070422534,0.15845070422535212
4,8,0.9934497816593887,42.723076923076924,3.974533013575059,1006,0.17142857142857143,0.14725274725274726
4,9,0.9934497816593887,44.597802197802196,3.3503874223748147,1076,0.22857142857142856,0.1824175824175824
4,10,0.9922279792746114,45.57180156657964,3.742947691021801,1016,0.19321148825065274,0.22193211488250653
4,11,0.9930394431554525,47.796728971962615,4.199374061443027,1007,0.17757009345794392,0.1985981308411215
4,12,0.9921671018276762,40.589473684210525,3.8471998774228147,918,0.13421052631578947,0.11842105263157894
4,13,0.9935205183585313,42.493478260869566,3.694505439034855,984,0.1934782608695652,0.1891304347826087
4,14,0.9945750452079566,36.67090909090909,3.758207399687337,1069,0.18727272727272729,0.12
4,15,0.9941060903732809,36.23122529644269,3.9514824797843664,956,0.1541501976284585,0.14031620553359683
4,16,0.9952380952380953,31.274322169059012,3.4690440034211307,1057,0.1467304625199362,0.08133971291866028
4,17,0.9938524590163934,39.30927835051546,3.6611597019760285,995,0.2268041237113402,0.1360824742268041
4,18,0.9929906542056075,46.04235294117647,3.672960504879011,1035,0.22823529411764706,0.24
4,19,0.9937759336099585,40.42379958246347,4.543942133815552,1031,0.17118997912317327,0.17745302713987474
4,20,0.9929577464788732,45.981087470449175,3.9000525459353175,1108,0.16312056737588654,0.2198581560283688
4,21,0.9934497816593887,43.41538461538462,3.8360020397756247,1030,0.2153846153846154,0.17362637362637362
4,22,0.9926829268292683,44.93611793611794,4.405993626686555,995,0.20393120393120392,0.21621621621621623
5,1,0.990506329113924,64.3226837060703,4.197373175314352,1125,0.2108626198083067,0.28434504792332266
5,2,0.9944649446494465,37.144712430426715,3.804740073679902,1021,0.1614100185528757,0.14842300556586271
5,3,0.9934782608695653,44.47483588621444,4.171194952356426,1064,0.20568927789934355,0.21663019693654267
5,4,0.9928571428571429,45.875299760191844,4.079495540566698,1029,0.1774580335731415,0.19904076738609114
5,5,0.9941747572815534,38.927734375,4.439304229998822,1086,0.13671875,0.185546875
5,6,0.9940944881889764,40.665346534653466,3.6101159899346347,1051,0.17425742574257425,0.11287128712871287
5,7,0.9939393939393939,41.699186991869915,3.7084900284900284,1089,0.19308943089430894,0.15040650406504066
5,8,0.9948892674616695,33.82876712328767,3.6529541589782553,1087,0.16267123287671234,0.14554794520547945
5,9,0.99375,40.9496855345912,4.224078510486278,1026,0.20335429769392033,0.1320754716981132
5,10,0.9937759336099585,43.67223382045929,4.1107180490742135,1073,0.18580375782881003,0.14613778705636743
5,11,0.9945848375451264,37.8021778584392,3.8987406015037593,1001,0.1869328493647913,0.1088929219600726
5,12,0.9935483870967742,45.504329004329,4.103546313039984,1157,0.1774891774891775,0.170995670995671
5,13,0.9931818181818182,41.045766590389015,4.546968642679176,1115,0.12128146453089245,0.17848970251716248
5,14,0.9932584269662922,47.43438914027149,3.9400067408156385,1079,0.19004524886877827,0.19230769230769232
5,15,0.9935344827586207,46.475054229934926,3.8587340297746877,1102,0.24078091106290672,0.14316702819956617
5,16,0.9929411764705882,49.12322274881517,4.450069634685725,1098,0.15876777251184834,0.15165876777251186
5,17,0.993103448275862,45.423611111111114,3.282509607650371,1027,0.2199074074074074,0.16898148148148148
5,18,0.9937106918238994,39.05696202531646,4.006644643699858,968,0.21729957805907174,0.13291139240506328
5,19,0.9948979591836735,36.23247863247863,4.350022489237293,1045,0.15384615384615385,0.11452991452991453
5,20,0.9931818181818182,42.82608695652174,4.723989473887889,973,0.19679633867276888,0.18306636155606407
5,21,0.9932584269662922,44.37556561085973,4.1885502080663,1032,0.19457013574660634,0.21266968325791855
6,1,0.9939879759519038,45.63709677419355,3.8515757167452653,1304,0.1774193548387097,0.18346774193548387
6,2,0.9942857142857143,37.383141762452105,3.591277017891946,1009,0.1781609195402299,0.10727969348659004
6,3,0.994,38.265593561368206,3.9407105398297566,1040,0.16700201207243462,0.11066398390342053
6,4,0.9949664429530202,32.3035413153457,3.778089701546921,971,0.13827993254637436,0.1045531197301855
6,5,0.9929577464788732,45.420803782505914,4.089544612633327,1037,0.17494089834515367,0.08983451536643026
6,6,0.9939759036144579,40.846464646464646,4.200420566283616,1014,0.21616161616161617,0.18787878787878787
6,7,0.9930715935334873,44.906976744186046,4.121969589982583,1077,0.1883720930232558,0.11162790697674418
6,8,0.9937106918238994,42.483122362869196,3.547369548912461,1046,0.21308016877637131,0.10970464135021098
6,9,0.9940944881889764,38.82970297029703,3.4947040498442368,975,0.2,0.16237623762376238
6,10,0.9940239043824701,41.06813627254509,3.723098791755508,1163,0.14428857715430862,0.1402805611222445
6,11,0.9935483870967742,45.285714285714285,3.7850285417747793,1116,0.19913419913419914,0.09307359307359307
6,12,0.993103448275862,45.182870370370374,4.011428571428572,1044,0.17592592592592593,0.23148148148148148
6,13,0.9944341372912802,41.48880597014925,3.5240993294692577,1094,0.19029850746268656,0.11753731343283583
6,14,0.9918256130790191,53.5,3.535290377278508,1072,0.22802197802197802,0.16758241758241757
6,15,0.9943074003795066,42.463740458015266,4.080157246272592,1083,0.1736641221374046,0.12213740458015267
6,16,0.9924242424242424,54.19592875318066,4.814005439005439,1095,0.19592875318066158,0.1806615776081425
6,17,0.9935760171306209,42.008620689655174,4.274763753900024,1024,0.17025862068965517,0.10129310344827586
