category,meta_cat,group_num,year,gross_inv_ipd
GDP,GDP,0,1947,12.25
GDP,GDP,0,1948,12.946
GDP,GDP,0,1949,12.942
GDP,GDP,0,1950,13.064
GDP,GDP,0,1951,13.95
GDP,GDP,0,1952,14.254
GDP,GDP,0,1953,14.436
GDP,GDP,0,1954,14.583
GDP,GDP,0,1955,14.79
GDP,GDP,0,1956,15.296
GDP,GDP,0,1957,15.831
GDP,GDP,0,1958,16.199
GDP,GDP,0,1959,16.412
GDP,GDP,0,1960,16.637
GDP,GDP,0,1961,16.814
GDP,GDP,0,1962,17.019
GDP,GDP,0,1963,17.214
GDP,GDP,0,1964,17.476
GDP,GDP,0,1965,17.796
GDP,GDP,0,1966,18.295
GDP,GDP,0,1967,18.825
GDP,GDP,0,1968,19.627
GDP,GDP,0,1969,20.59
GDP,GDP,0,1970,21.676
GDP,GDP,0,1971,22.776
GDP,GDP,0,1972,23.76
GDP,GDP,0,1973,25.061
GDP,GDP,0,1974,27.309
GDP,GDP,0,1975,29.846
GDP,GDP,0,1976,31.49
GDP,GDP,0,1977,33.445
GDP,GDP,0,1978,35.798
GDP,GDP,0,1979,38.766
GDP,GDP,0,1980,42.278
GDP,GDP,0,1981,46.269
GDP,GDP,0,1982,49.13
GDP,GDP,0,1983,51.051
GDP,GDP,0,1984,52.894
GDP,GDP,0,1985,54.568
GDP,GDP,0,1986,55.673
GDP,GDP,0,1987,57.041
GDP,GDP,0,1988,59.055
GDP,GDP,0,1989,61.37
GDP,GDP,0,1990,63.676
GDP,GDP,0,1991,65.819
GDP,GDP,0,1992,67.321
GDP,GDP,0,1993,68.917
GDP,GDP,0,1994,70.386
GDP,GDP,0,1995,71.864
GDP,GDP,0,1996,73.178
GDP,GDP,0,1997,74.446
GDP,GDP,0,1998,75.267
GDP,GDP,0,1999,76.346
GDP,GDP,0,2000,78.069
GDP,GDP,0,2001,79.822
GDP,GDP,0,2002,81.039
GDP,GDP,0,2003,82.567
GDP,GDP,0,2004,84.778
GDP,GDP,0,2005,87.407
GDP,GDP,0,2006,90.074
GDP,GDP,0,2007,92.498
GDP,GDP,0,2008,94.264
GDP,GDP,0,2009,94.999
GDP,GDP,0,2010,96.109
GDP,GDP,0,2011,98.112
GDP,GDP,0,2012,100
GDP,GDP,0,2013,101.773
GDP,GDP,0,2014,103.647
GDP,GDP,0,2015,104.688
GDP,GDP,0,2016,105.77
GDP,GDP,0,2017,107.795
Basic,Infrastructure,1,1947,6.788695168896333
Basic,Infrastructure,1,1948,7.794888647683789
Basic,Infrastructure,1,1949,7.702739059077496
Basic,Infrastructure,1,1950,7.664777082885219
Basic,Infrastructure,1,1951,8.762808833064959
Basic,Infrastructure,1,1952,9.049034058710353
Basic,Infrastructure,1,1953,9.162513097251502
Basic,Infrastructure,1,1954,9.00051314505246
Basic,Infrastructure,1,1955,8.957390872602392
Basic,Infrastructure,1,1956,9.96974617769564
Basic,Infrastructure,1,1957,10.545988548684
Basic,Infrastructure,1,1958,10.193845330912975
Basic,Infrastructure,1,1959,10.180870980425134
Basic,Infrastructure,1,1960,10.113968890709447
Basic,Infrastructure,1,1961,9.971887213785541
Basic,Infrastructure,1,1962,10.075086974914484
Basic,Infrastructure,1,1963,10.165243225290528
Basic,Infrastructure,1,1964,10.327190881007434
Basic,Infrastructure,1,1965,10.634256134231675
Basic,Infrastructure,1,1966,11.0862238929097
Basic,Infrastructure,1,1967,11.468160724074341
Basic,Infrastructure,1,1968,11.96801092804716
Basic,Infrastructure,1,1969,12.719791765751209
Basic,Infrastructure,1,1970,13.838390472589706
Basic,Infrastructure,1,1971,14.869596895489678
Basic,Infrastructure,1,1972,15.70219558281776
Basic,Infrastructure,1,1973,16.966041357774607
Basic,Infrastructure,1,1974,20.406366197654254
Basic,Infrastructure,1,1975,22.98930542959624
Basic,Infrastructure,1,1976,23.809528246264453
Basic,Infrastructure,1,1977,25.23606353597372
Basic,Infrastructure,1,1978,26.329947152505845
Basic,Infrastructure,1,1979,28.441621306100895
Basic,Infrastructure,1,1980,32.03847313225702
Basic,Infrastructure,1,1981,36.07832220364563
Basic,Infrastructure,1,1982,38.68581364582203
Basic,Infrastructure,1,1983,39.33827970065475
Basic,Infrastructure,1,1984,39.33451283127663
Basic,Infrastructure,1,1985,39.61522492584169
Basic,Infrastructure,1,1986,40.208959764706464
Basic,Infrastructure,1,1987,41.61174763030562
Basic,Infrastructure,1,1988,42.60380862365135
Basic,Infrastructure,1,1989,43.94242766561545
Basic,Infrastructure,1,1990,45.34021889643026
Basic,Infrastructure,1,1991,45.896821583296195
Basic,Infrastructure,1,1992,46.130282898732254
Basic,Infrastructure,1,1993,46.955359686635575
Basic,Infrastructure,1,1994,48.13318164099602
Basic,Infrastructure,1,1995,50.26440875210615
Basic,Infrastructure,1,1996,52.06806242980423
Basic,Infrastructure,1,1997,53.755467585438
Basic,Infrastructure,1,1998,54.60301564878948
Basic,Infrastructure,1,1999,56.08652729769671
Basic,Infrastructure,1,2000,58.63294377269358
Basic,Infrastructure,1,2001,60.093939863530046
Basic,Infrastructure,1,2002,61.18073862982553
Basic,Infrastructure,1,2003,62.313871639038375
Basic,Infrastructure,1,2004,65.28445213717004
Basic,Infrastructure,1,2005,71.4328583149301
Basic,Infrastructure,1,2006,77.2688072095227
Basic,Infrastructure,1,2007,83.53946504181907
Basic,Infrastructure,1,2008,89.42894923888747
Basic,Infrastructure,1,2009,89.57415174661875
Basic,Infrastructure,1,2010,91.70404199015266
Basic,Infrastructure,1,2011,96.0141654144338
Basic,Infrastructure,1,2012,100.00033289579726
Basic,Infrastructure,1,2013,101.49212734037954
Basic,Infrastructure,1,2014,102.7988608843136
Basic,Infrastructure,1,2015,103.55428842743012
Basic,Infrastructure,1,2016,103.57600107068257
Basic,Infrastructure,1,2017,106.58245837165087
Social,Infrastructure,1,1947,7.619516663122752
Social,Infrastructure,1,1948,8.003899385521944
Social,Infrastructure,1,1949,7.721812224360687
Social,Infrastructure,1,1950,7.656022173253672
Social,Infrastructure,1,1951,8.542596305995541
Social,Infrastructure,1,1952,8.675475859214714
Social,Infrastructure,1,1953,8.583466224541604
Social,Infrastructure,1,1954,8.269110865440286
Social,Infrastructure,1,1955,8.425252562456466
Social,Infrastructure,1,1956,9.17094811697071
Social,Infrastructure,1,1957,9.591258016005767
Social,Infrastructure,1,1958,9.334643814829446
Social,Infrastructure,1,1959,9.765377280344094
Social,Infrastructure,1,1960,9.852742174928393
Social,Infrastructure,1,1961,9.864903033881559
Social,Infrastructure,1,1962,10.044219859160867
Social,Infrastructure,1,1963,10.138793083830992
Social,Infrastructure,1,1964,10.32734516863642
Social,Infrastructure,1,1965,10.585843898732874
Social,Infrastructure,1,1966,10.854759005553454
Social,Infrastructure,1,1967,11.214846847924845
Social,Infrastructure,1,1968,11.751297329234868
Social,Infrastructure,1,1969,13.019408755377427
Social,Infrastructure,1,1970,14.178554018976234
Social,Infrastructure,1,1971,15.596541430242446
Social,Infrastructure,1,1972,16.80287739219838
Social,Infrastructure,1,1973,18.151979786111756
Social,Infrastructure,1,1974,20.425446479334617
Social,Infrastructure,1,1975,22.824591480523463
Social,Infrastructure,1,1976,24.105787679831
Social,Infrastructure,1,1977,26.31767043461386
Social,Infrastructure,1,1978,29.079876991038578
Social,Infrastructure,1,1979,32.11637218838715
Social,Infrastructure,1,1980,35.40904125695326
Social,Infrastructure,1,1981,39.47440991571571
Social,Infrastructure,1,1982,43.15922953416474
Social,Infrastructure,1,1983,44.93135457642015
Social,Infrastructure,1,1984,46.802091676035
Social,Infrastructure,1,1985,47.6729989727663
Social,Infrastructure,1,1986,48.98168282253016
Social,Infrastructure,1,1987,50.61604261922987
Social,Infrastructure,1,1988,52.43460697944269
Social,Infrastructure,1,1989,53.99587883505272
Social,Infrastructure,1,1990,55.805616590273964
Social,Infrastructure,1,1991,56.33467734323618
Social,Infrastructure,1,1992,57.161922967885104
Social,Infrastructure,1,1993,59.83018752231766
Social,Infrastructure,1,1994,61.2951790997772
Social,Infrastructure,1,1995,62.20970421216635
Social,Infrastructure,1,1996,63.3522450489514
Social,Infrastructure,1,1997,64.88939097998895
Social,Infrastructure,1,1998,67.2749080995187
Social,Infrastructure,1,1999,69.17086352828731
Social,Infrastructure,1,2000,71.26592774870073
Social,Infrastructure,1,2001,73.32085687936903
Social,Infrastructure,1,2002,75.97157406364342
Social,Infrastructure,1,2003,77.81632071354608
Social,Infrastructure,1,2004,81.32860700384967
Social,Infrastructure,1,2005,86.74038622696906
Social,Infrastructure,1,2006,90.31530023369744
Social,Infrastructure,1,2007,95.7960426289537
Social,Infrastructure,1,2008,97.70172225557779
Social,Infrastructure,1,2009,99.15077429052718
Social,Infrastructure,1,2010,97.77937269971223
Social,Infrastructure,1,2011,98.99070940532252
Social,Infrastructure,1,2012,100
Social,Infrastructure,1,2013,99.84154959898609
Social,Infrastructure,1,2014,100.84819357776867
Social,Infrastructure,1,2015,101.63240485301668
Social,Infrastructure,1,2016,101.08013193770964
Social,Infrastructure,1,2017,99.21035304750139
Digital,Infrastructure,1,1947,23.05295950155763
Digital,Infrastructure,1,1948,20.97879802327435
Digital,Infrastructure,1,1949,22.98256939961266
Digital,Infrastructure,1,1950,25.307377049180328
Digital,Infrastructure,1,1951,26.61943319838056
Digital,Infrastructure,1,1952,29.884070416487763
Digital,Infrastructure,1,1953,29.40222897669706
Digital,Infrastructure,1,1954,27.31208185753641
Digital,Infrastructure,1,1955,26.968469261934118
Digital,Infrastructure,1,1956,27.90490719552505
Digital,Infrastructure,1,1957,30.02360965372508
Digital,Infrastructure,1,1958,30.588416039330163
Digital,Infrastructure,1,1959,32.164611499034315
Digital,Infrastructure,1,1960,36.25354290131409
Digital,Infrastructure,1,1961,41.77338530066816
Digital,Infrastructure,1,1962,43.146154843729725
Digital,Infrastructure,1,1963,42.40067017711823
Digital,Infrastructure,1,1964,39.73304858515749
Digital,Infrastructure,1,1965,42.124047458281076
Digital,Infrastructure,1,1966,44.88553779069767
Digital,Infrastructure,1,1967,48.22976212428545
Digital,Infrastructure,1,1968,51.484704404772586
Digital,Infrastructure,1,1969,51.89732968414824
Digital,Infrastructure,1,1970,53.03208987648191
Digital,Infrastructure,1,1971,54.05305138193284
Digital,Infrastructure,1,1972,53.96560956744213
Digital,Infrastructure,1,1973,58.1187598528639
Digital,Infrastructure,1,1974,67.02705699711687
Digital,Infrastructure,1,1975,75.85877254477089
Digital,Infrastructure,1,1976,83.12775330396477
Digital,Infrastructure,1,1977,92.93284248103525
Digital,Infrastructure,1,1978,92.13965185660045
Digital,Infrastructure,1,1979,95.64843325484512
Digital,Infrastructure,1,1980,105.75275938189846
Digital,Infrastructure,1,1981,111.32067383942731
Digital,Infrastructure,1,1982,114.76168244132252
Digital,Infrastructure,1,1983,118.26681870011402
Digital,Infrastructure,1,1984,113.6422026205361
Digital,Infrastructure,1,1985,115.85042321135302
Digital,Infrastructure,1,1986,117.49001711351967
Digital,Infrastructure,1,1987,118.18855343582146
Digital,Infrastructure,1,1988,122.25874867444327
Digital,Infrastructure,1,1989,129.43439928272565
Digital,Infrastructure,1,1990,130.87934560327196
Digital,Infrastructure,1,1991,136.38247011952188
Digital,Infrastructure,1,1992,146.38985092606538
Digital,Infrastructure,1,1993,145.57126319851267
Digital,Infrastructure,1,1994,151.05839769899492
Digital,Infrastructure,1,1995,155.22334076797875
Digital,Infrastructure,1,1996,161.56226890526142
Digital,Infrastructure,1,1997,164.03867335699425
Digital,Infrastructure,1,1998,159.6021653205018
Digital,Infrastructure,1,1999,147.37071754209106
Digital,Infrastructure,1,2000,158.17431539879624
Digital,Infrastructure,1,2001,147.6995200079584
Digital,Infrastructure,1,2002,131.4064578546378
Digital,Infrastructure,1,2003,128.99535394914324
Digital,Infrastructure,1,2004,125.78819969742815
Digital,Infrastructure,1,2005,121.82211069287607
Digital,Infrastructure,1,2006,124.35883830344194
Digital,Infrastructure,1,2007,120.98636100121031
Digital,Infrastructure,1,2008,115.40532577443182
Digital,Infrastructure,1,2009,109.93383316268674
Digital,Infrastructure,1,2010,106.33992363477032
Digital,Infrastructure,1,2011,104.61155858460691
Digital,Infrastructure,1,2012,100
Digital,Infrastructure,1,2013,96.68885191347754
Digital,Infrastructure,1,2014,91.6275946124094
Digital,Infrastructure,1,2015,86.45090752469673
Digital,Infrastructure,1,2016,82.13221111695599
Digital,Infrastructure,1,2017,80.23692421598182
Private,Infrastructure,2,1947,8.479077728158014
Private,Infrastructure,2,1948,9.473776071210402
Private,Infrastructure,2,1949,9.106052193225986
Private,Infrastructure,2,1950,9.39954671054674
Private,Infrastructure,2,1951,10.459621993127149
Private,Infrastructure,2,1952,11.0831123547768
Private,Infrastructure,2,1953,11.321562776304155
Private,Infrastructure,2,1954,11.453549097880986
Private,Infrastructure,2,1955,11.947616964137538
Private,Infrastructure,2,1956,13.386480651054642
Private,Infrastructure,2,1957,14.131275143160405
Private,Infrastructure,2,1958,13.6099979623718
Private,Infrastructure,2,1959,14.35322500532179
Private,Infrastructure,2,1960,15.11979944381276
Private,Infrastructure,2,1961,15.354368999485917
Private,Infrastructure,2,1962,15.511897952940238
Private,Infrastructure,2,1963,15.676720703303593
Private,Infrastructure,2,1964,15.531599834152695
Private,Infrastructure,2,1965,16.066163718348943
Private,Infrastructure,2,1966,16.632745251829277
Private,Infrastructure,2,1967,16.938293393633547
Private,Infrastructure,2,1968,17.41843057804301
Private,Infrastructure,2,1969,18.97339247944563
Private,Infrastructure,2,1970,20.65732199193323
Private,Infrastructure,2,1971,21.75722015981879
Private,Infrastructure,2,1972,22.496315084584708
Private,Infrastructure,2,1973,24.625031532667844
Private,Infrastructure,2,1974,28.39204905246575
Private,Infrastructure,2,1975,31.73424162836507
Private,Infrastructure,2,1976,33.915592307508994
Private,Infrastructure,2,1977,38.76333509268589
Private,Infrastructure,2,1978,41.63072257446123
Private,Infrastructure,2,1979,45.121764903596414
Private,Infrastructure,2,1980,49.57538267980709
Private,Infrastructure,2,1981,53.74070378113004
Private,Infrastructure,2,1982,57.0345923481237
Private,Infrastructure,2,1983,59.14860995242497
Private,Infrastructure,2,1984,59.109243127817514
Private,Infrastructure,2,1985,58.489072195319544
Private,Infrastructure,2,1986,61.096196442058094
Private,Infrastructure,2,1987,62.085448571722466
Private,Infrastructure,2,1988,66.88269604666235
Private,Infrastructure,2,1989,69.00090204784051
Private,Infrastructure,2,1990,70.08902833492132
Private,Infrastructure,2,1991,71.35471684044391
Private,Infrastructure,2,1992,74.26468355429772
Private,Infrastructure,2,1993,75.82638788752703
Private,Infrastructure,2,1994,81.58333384589835
Private,Infrastructure,2,1995,83.15275648635875
Private,Infrastructure,2,1996,87.11513497320507
Private,Infrastructure,2,1997,90.54157656252478
Private,Infrastructure,2,1998,90.54758182937806
Private,Infrastructure,2,1999,94.58691189681585
Private,Infrastructure,2,2000,100.14773087612616
Private,Infrastructure,2,2001,97.64749235361315
Private,Infrastructure,2,2002,92.1759975911893
Private,Infrastructure,2,2003,91.53115116647722
Private,Infrastructure,2,2004,95.40872927826555
Private,Infrastructure,2,2005,97.90351937221202
Private,Infrastructure,2,2006,101.04854656246216
Private,Infrastructure,2,2007,101.34014984173251
Private,Infrastructure,2,2008,101.69575608739983
Private,Infrastructure,2,2009,99.12048213596373
Private,Infrastructure,2,2010,99.31471734226537
Private,Infrastructure,2,2011,100.47105665297424
Private,Infrastructure,2,2012,100.00025182319996
Private,Infrastructure,2,2013,98.60764714910599
Private,Infrastructure,2,2014,97.03821031714207
Private,Infrastructure,2,2015,95.00080101675728
Private,Infrastructure,2,2016,92.12312243429014
Private,Infrastructure,2,2017,90.43001648285188
Federal,Infrastructure,2,1947,7.571954741629461
Federal,Infrastructure,2,1948,8.383971566154552
Federal,Infrastructure,2,1949,8.409969784566714
Federal,Infrastructure,2,1950,8.03546537843193
Federal,Infrastructure,2,1951,8.567604149002609
Federal,Infrastructure,2,1952,8.788626680063933
Federal,Infrastructure,2,1953,8.774443840549582
Federal,Infrastructure,2,1954,8.504107003612187
Federal,Infrastructure,2,1955,8.49041155352599
Federal,Infrastructure,2,1956,9.300607022997335
Federal,Infrastructure,2,1957,9.979287005545956
Federal,Infrastructure,2,1958,9.989074384926125
Federal,Infrastructure,2,1959,9.879455237774469
Federal,Infrastructure,2,1960,9.884708356173002
Federal,Infrastructure,2,1961,9.995800598057784
Federal,Infrastructure,2,1962,10.180604330505433
Federal,Infrastructure,2,1963,10.395476258349301
Federal,Infrastructure,2,1964,10.612882394615747
Federal,Infrastructure,2,1965,10.92772542813943
Federal,Infrastructure,2,1966,11.361607601905007
Federal,Infrastructure,2,1967,11.844565845837533
Federal,Infrastructure,2,1968,12.487445864215921
Federal,Infrastructure,2,1969,13.394791290598096
Federal,Infrastructure,2,1970,14.613007241547285
Federal,Infrastructure,2,1971,15.81679980994406
Federal,Infrastructure,2,1972,16.86717945829291
Federal,Infrastructure,2,1973,17.94117244077586
Federal,Infrastructure,2,1974,20.224054546132805
Federal,Infrastructure,2,1975,23.176732213836697
Federal,Infrastructure,2,1976,24.37655032181305
Federal,Infrastructure,2,1977,25.657071379293257
Federal,Infrastructure,2,1978,27.41314910578606
Federal,Infrastructure,2,1979,30.022641029210927
Federal,Infrastructure,2,1980,33.64591505784792
Federal,Infrastructure,2,1981,37.15376346915287
Federal,Infrastructure,2,1982,39.769951803332724
Federal,Infrastructure,2,1983,40.56630683567605
Federal,Infrastructure,2,1984,41.65089207552217
Federal,Infrastructure,2,1985,42.04267119264889
Federal,Infrastructure,2,1986,43.549960946238095
Federal,Infrastructure,2,1987,44.626164761236645
Federal,Infrastructure,2,1988,45.094164674198744
Federal,Infrastructure,2,1989,46.81914106213329
Federal,Infrastructure,2,1990,48.76109606982969
Federal,Infrastructure,2,1991,49.43300057181171
Federal,Infrastructure,2,1992,50.26280354549374
Federal,Infrastructure,2,1993,51.60911433279778
Federal,Infrastructure,2,1994,53.13770976400676
Federal,Infrastructure,2,1995,55.074143764436755
Federal,Infrastructure,2,1996,56.319941798545656
Federal,Infrastructure,2,1997,58.76978302272919
Federal,Infrastructure,2,1998,60.29084342797366
Federal,Infrastructure,2,1999,61.87228529111161
Federal,Infrastructure,2,2000,63.4978542998724
Federal,Infrastructure,2,2001,64.53128245854555
Federal,Infrastructure,2,2002,65.598894468192
Federal,Infrastructure,2,2003,66.79806442927438
Federal,Infrastructure,2,2004,68.71613600714578
Federal,Infrastructure,2,2005,75.67904137672927
Federal,Infrastructure,2,2006,81.56606851549756
Federal,Infrastructure,2,2007,87.8470256711129
Federal,Infrastructure,2,2008,92.61390177092684
Federal,Infrastructure,2,2009,93.87301138026632
Federal,Infrastructure,2,2010,93.46986705668077
Federal,Infrastructure,2,2011,96.73593971567979
Federal,Infrastructure,2,2012,100
Federal,Infrastructure,2,2013,102.16809968032625
Federal,Infrastructure,2,2014,104.34488519911068
Federal,Infrastructure,2,2015,105.5442611446372
Federal,Infrastructure,2,2016,106.01179578513637
Federal,Infrastructure,2,2017,108.73794544975675
S&L,Infrastructure,2,1947,6.719064614827077
S&L,Infrastructure,2,1948,7.473391213824031
S&L,Infrastructure,2,1949,7.327009031738201
S&L,Infrastructure,2,1950,6.973135053256476
S&L,Infrastructure,2,1951,8.088852835133643
S&L,Infrastructure,2,1952,8.299796565919554
S&L,Infrastructure,2,1953,8.212442936464381
S&L,Infrastructure,2,1954,7.901537813206903
S&L,Infrastructure,2,1955,7.861842904612051
S&L,Infrastructure,2,1956,8.703140678459665
S&L,Infrastructure,2,1957,9.084192288467193
S&L,Infrastructure,2,1958,8.906940382050777
S&L,Infrastructure,2,1959,8.929099944190297
S&L,Infrastructure,2,1960,8.793894212477712
S&L,Infrastructure,2,1961,8.809934293848048
S&L,Infrastructure,2,1962,8.990461866901052
S&L,Infrastructure,2,1963,9.178006333552323
S&L,Infrastructure,2,1964,9.332895452560143
S&L,Infrastructure,2,1965,9.618470110231792
S&L,Infrastructure,2,1966,9.984550174200923
S&L,Infrastructure,2,1967,10.343012790914715
S&L,Infrastructure,2,1968,10.86538034601581
S&L,Infrastructure,2,1969,11.633182684508443
S&L,Infrastructure,2,1970,12.719150184975284
S&L,Infrastructure,2,1971,13.780303908857992
S&L,Infrastructure,2,1972,14.6153374004946
S&L,Infrastructure,2,1973,15.832153739919347
S&L,Infrastructure,2,1974,19.22710769392526
S&L,Infrastructure,2,1975,21.35414434485843
S&L,Infrastructure,2,1976,21.748036450095537
S&L,Infrastructure,2,1977,22.398049176965813
S&L,Infrastructure,2,1978,23.623099290107564
S&L,Infrastructure,2,1979,25.734502483974065
S&L,Infrastructure,2,1980,29.398631536539142
S&L,Infrastructure,2,1981,33.16315620169621
S&L,Infrastructure,2,1982,35.64713070910349
S&L,Infrastructure,2,1983,35.88911731885296
S&L,Infrastructure,2,1984,35.624205798598304
S&L,Infrastructure,2,1985,36.16360428281323
S&L,Infrastructure,2,1986,37.48870527863494
S&L,Infrastructure,2,1987,39.017082812600364
S&L,Infrastructure,2,1988,39.906170532091934
S&L,Infrastructure,2,1989,40.926326588312264
S&L,Infrastructure,2,1990,42.36569803866202
S&L,Infrastructure,2,1991,42.98997236260104
S&L,Infrastructure,2,1992,43.09366209682397
S&L,Infrastructure,2,1993,43.80623546396012
S&L,Infrastructure,2,1994,44.79159150764552
S&L,Infrastructure,2,1995,46.89019214628119
S&L,Infrastructure,2,1996,48.49642767902849
S&L,Infrastructure,2,1997,50.39185174774693
S&L,Infrastructure,2,1998,51.802932706362824
S&L,Infrastructure,2,1999,53.543917121421316
S&L,Infrastructure,2,2000,55.78336545266749
S&L,Infrastructure,2,2001,57.64457255318367
S&L,Infrastructure,2,2002,59.44222142629586
S&L,Infrastructure,2,2003,60.869259138675716
S&L,Infrastructure,2,2004,64.19287247434202
S&L,Infrastructure,2,2005,70.51641145821262
S&L,Infrastructure,2,2006,76.48073436053681
S&L,Infrastructure,2,2007,84.44926669867826
S&L,Infrastructure,2,2008,89.54384286109322
S&L,Infrastructure,2,2009,91.92473117811079
S&L,Infrastructure,2,2010,92.6249048577131
S&L,Infrastructure,2,2011,96.12803103746614
S&L,Infrastructure,2,2012,99.99999999999999
S&L,Infrastructure,2,2013,102.17347475552508
S&L,Infrastructure,2,2014,104.4307580727323
S&L,Infrastructure,2,2015,105.54246216259158
S&L,Infrastructure,2,2016,106.35445420834273
S&L,Infrastructure,2,2017,109.23816479696475
Private,Total basic infrastructure,3,1947,6.728971962616822
Private,Total basic infrastructure,3,1948,7.899521853323456
Private,Total basic infrastructure,3,1949,7.8440975410672396
Private,Total basic infrastructure,3,1950,8.293259755616871
Private,Total basic infrastructure,3,1951,9.306522805296714
Private,Total basic infrastructure,3,1952,9.627761188493425
Private,Total basic infrastructure,3,1953,10.012554927809166
Private,Total basic infrastructure,3,1954,10.359359872430094
Private,Total basic infrastructure,3,1955,10.645595981869413
Private,Total basic infrastructure,3,1956,11.785432350732618
Private,Total basic infrastructure,3,1957,12.583603020496225
Private,Total basic infrastructure,3,1958,12.238595421011494
Private,Total basic infrastructure,3,1959,12.862600820716006
Private,Total basic infrastructure,3,1960,13.022527406336588
Private,Total basic infrastructure,3,1961,12.869938937469417
Private,Total basic infrastructure,3,1962,12.80146839117258
Private,Total basic infrastructure,3,1963,12.684864362376405
Private,Total basic infrastructure,3,1964,12.751021685144991
Private,Total basic infrastructure,3,1965,12.938720634022078
Private,Total basic infrastructure,3,1966,13.324611923868476
Private,Total basic infrastructure,3,1967,13.429351036597373
Private,Total basic infrastructure,3,1968,13.787377537074178
Private,Total basic infrastructure,3,1969,14.620234949373382
Private,Total basic infrastructure,3,1970,15.523803338312655
Private,Total basic infrastructure,3,1971,16.558200195630913
Private,Total basic infrastructure,3,1972,17.270014431426265
Private,Total basic infrastructure,3,1973,18.437383351997013
Private,Total basic infrastructure,3,1974,21.15492152647472
Private,Total basic infrastructure,3,1975,24.124708236078693
Private,Total basic infrastructure,3,1976,25.728964522067965
Private,Total basic infrastructure,3,1977,28.752545824847253
Private,Total basic infrastructure,3,1978,30.664428230128486
Private,Total basic infrastructure,3,1979,33.32094953816985
Private,Total basic infrastructure,3,1980,36.528217351098604
Private,Total basic infrastructure,3,1981,40.13305810116098
Private,Total basic infrastructure,3,1982,42.8334352345183
Private,Total basic infrastructure,3,1983,45.07992895204262
Private,Total basic infrastructure,3,1984,45.94598235333737
Private,Total basic infrastructure,3,1985,45.54527778089982
Private,Total basic infrastructure,3,1986,45.77990079000551
Private,Total basic infrastructure,3,1987,47.00843499809378
Private,Total basic infrastructure,3,1988,49.86603535532527
Private,Total basic infrastructure,3,1989,51.90231432378777
Private,Total basic infrastructure,3,1990,53.27992051765425
Private,Total basic infrastructure,3,1991,53.70549461736187
Private,Total basic infrastructure,3,1992,54.09994040599998
Private,Total basic infrastructure,3,1993,55.33241921588138
Private,Total basic infrastructure,3,1994,59.00855419997196
Private,Total basic infrastructure,3,1995,59.78401568105329
Private,Total basic infrastructure,3,1996,62.042621632488945
Private,Total basic infrastructure,3,1997,64.16624157650281
Private,Total basic infrastructure,3,1998,63.61278564418898
Private,Total basic infrastructure,3,1999,65.42013252502468
Private,Total basic infrastructure,3,2000,67.35092864125124
Private,Total basic infrastructure,3,2001,68.73079627435682
Private,Total basic infrastructure,3,2002,69.08203263478816
Private,Total basic infrastructure,3,2003,69.68902210565756
Private,Total basic infrastructure,3,2004,73.4660590069561
Private,Total basic infrastructure,3,2005,77.75148752566199
Private,Total basic infrastructure,3,2006,81.73997060304865
Private,Total basic infrastructure,3,2007,84.29294451760299
Private,Total basic infrastructure,3,2008,90.04699638261282
Private,Total basic infrastructure,3,2009,88.9370375962555
Private,Total basic infrastructure,3,2010,91.8467608077337
Private,Total basic infrastructure,3,2011,96.53282987203691
Private,Total basic infrastructure,3,2012,100.00070645416525
Private,Total basic infrastructure,3,2013,100.5379661829085
Private,Total basic infrastructure,3,2014,101.58377039532824
Private,Total basic infrastructure,3,2015,102.2704944135403
Private,Total basic infrastructure,3,2016,101.61327184975062
Private,Total basic infrastructure,3,2017,104.55951480440892
Federal,Total basic infrastructure,3,1947,7.588202242563375
Federal,Total basic infrastructure,3,1948,8.224906801069894
Federal,Total basic infrastructure,3,1949,8.252156058160677
Federal,Total basic infrastructure,3,1950,7.786870385461972
Federal,Total basic infrastructure,3,1951,8.33758424785265
Federal,Total basic infrastructure,3,1952,8.623229090872469
Federal,Total basic infrastructure,3,1953,8.719331428494774
Federal,Total basic infrastructure,3,1954,8.58633094210366
Federal,Total basic infrastructure,3,1955,8.52271648993819
Federal,Total basic infrastructure,3,1956,9.295773236159361
Federal,Total basic infrastructure,3,1957,9.896280960429054
Federal,Total basic infrastructure,3,1958,9.876382081707925
Federal,Total basic infrastructure,3,1959,9.750406266927788
Federal,Total basic infrastructure,3,1960,9.730926697236713
Federal,Total basic infrastructure,3,1961,9.862073253375177
Federal,Total basic infrastructure,3,1962,10.090588325052579
Federal,Total basic infrastructure,3,1963,10.326203882724496
Federal,Total basic infrastructure,3,1964,10.570784421181436
Federal,Total basic infrastructure,3,1965,10.866010241401138
Federal,Total basic infrastructure,3,1966,11.3054446908899
Federal,Total basic infrastructure,3,1967,11.8788343088406
Federal,Total basic infrastructure,3,1968,12.515629520329217
Federal,Total basic infrastructure,3,1969,13.301645629266702
Federal,Total basic infrastructure,3,1970,14.570561027681395
Federal,Total basic infrastructure,3,1971,15.695321900843847
Federal,Total basic infrastructure,3,1972,16.703793174887117
Federal,Total basic infrastructure,3,1973,17.71102374264208
Federal,Total basic infrastructure,3,1974,19.984971392664235
Federal,Total basic infrastructure,3,1975,23.35918281661281
Federal,Total basic infrastructure,3,1976,24.84906008595006
Federal,Total basic infrastructure,3,1977,26.047474573204344
Federal,Total basic infrastructure,3,1978,27.50738962445787
