year,semi_final,edition,jury_or_televoting,from_country,to_country,points,duplicate
1975,f,1975f,J,Belgium,Belgium,0,x
1975,f,1975f,J,Belgium,Finland,0,NA
1975,f,1975f,J,Belgium,France,2,NA
1975,f,1975f,J,Belgium,Germany,0,NA
1975,f,1975f,J,Belgium,Ireland,12,NA
1975,f,1975f,J,Belgium,Israel,1,NA
1975,f,1975f,J,Belgium,Italy,6,NA
1975,f,1975f,J,Belgium,Luxembourg,0,NA
1975,f,1975f,J,Belgium,Malta,7,NA
1975,f,1975f,J,Belgium,Monaco,0,NA
1975,f,1975f,J,Belgium,Norway,0,NA
1975,f,1975f,J,Belgium,Portugal,0,NA
1975,f,1975f,J,Belgium,Spain,4,NA
1975,f,1975f,J,Belgium,Sweden,0,NA
1975,f,1975f,J,Belgium,Switzerland,8,NA
1975,f,1975f,J,Belgium,The Netherlands,3,NA
1975,f,1975f,J,Belgium,Turkey,0,NA
1975,f,1975f,J,Belgium,United Kingdom,10,NA
1975,f,1975f,J,Belgium,Yugoslavia,5,NA
1975,f,1975f,J,Finland,Belgium,0,NA
1975,f,1975f,J,Finland,Finland,0,x
1975,f,1975f,J,Finland,France,0,NA
1975,f,1975f,J,Finland,Germany,0,NA
1975,f,1975f,J,Finland,Ireland,1,NA
1975,f,1975f,J,Finland,Israel,3,NA
1975,f,1975f,J,Finland,Italy,12,NA
1975,f,1975f,J,Finland,Luxembourg,5,NA
1975,f,1975f,J,Finland,Malta,0,NA
1975,f,1975f,J,Finland,Monaco,2,NA
1975,f,1975f,J,Finland,Norway,0,NA
1975,f,1975f,J,Finland,Portugal,0,NA
1975,f,1975f,J,Finland,Spain,8,NA
1975,f,1975f,J,Finland,Sweden,6,NA
1975,f,1975f,J,Finland,Switzerland,4,NA
1975,f,1975f,J,Finland,The Netherlands,10,NA
1975,f,1975f,J,Finland,Turkey,0,NA
1975,f,1975f,J,Finland,United Kingdom,7,NA
1975,f,1975f,J,Finland,Yugoslavia,0,NA
1975,f,1975f,J,France,Belgium,0,NA
1975,f,1975f,J,France,Finland,0,NA
1975,f,1975f,J,France,France,0,x
1975,f,1975f,J,France,Germany,0,NA
1975,f,1975f,J,France,Ireland,6,NA
1975,f,1975f,J,France,Israel,1,NA
1975,f,1975f,J,France,Italy,4,NA
1975,f,1975f,J,France,Luxembourg,3,NA
1975,f,1975f,J,France,Malta,8,NA
1975,f,1975f,J,France,Monaco,0,NA
1975,f,1975f,J,France,Norway,0,NA
1975,f,1975f,J,France,Portugal,2,NA
1975,f,1975f,J,France,Spain,0,NA
1975,f,1975f,J,France,Sweden,7,NA
1975,f,1975f,J,France,Switzerland,10,NA
1975,f,1975f,J,France,The Netherlands,5,NA
1975,f,1975f,J,France,Turkey,0,NA
1975,f,1975f,J,France,United Kingdom,12,NA
1975,f,1975f,J,France,Yugoslavia,0,NA
1975,f,1975f,J,Germany,Belgium,7,NA
1975,f,1975f,J,Germany,Finland,12,NA
1975,f,1975f,J,Germany,France,0,NA
1975,f,1975f,J,Germany,Germany,0,x
1975,f,1975f,J,Germany,Ireland,0,NA
1975,f,1975f,J,Germany,Israel,1,NA
1975,f,1975f,J,Germany,Italy,4,NA
1975,f,1975f,J,Germany,Luxembourg,0,NA
1975,f,1975f,J,Germany,Malta,0,NA
1975,f,1975f,J,Germany,Monaco,3,NA
1975,f,1975f,J,Germany,Norway,0,NA
1975,f,1975f,J,Germany,Portugal,0,NA
1975,f,1975f,J,Germany,Spain,5,NA
1975,f,1975f,J,Germany,Sweden,0,NA
1975,f,1975f,J,Germany,Switzerland,6,NA
1975,f,1975f,J,Germany,The Netherlands,8,NA
1975,f,1975f,J,Germany,Turkey,0,NA
1975,f,1975f,J,Germany,United Kingdom,10,NA
1975,f,1975f,J,Germany,Yugoslavia,2,NA
1975,f,1975f,J,Ireland,Belgium,0,NA
1975,f,1975f,J,Ireland,Finland,5,NA
1975,f,1975f,J,Ireland,France,12,NA
1975,f,1975f,J,Ireland,Germany,0,NA
1975,f,1975f,J,Ireland,Ireland,0,x
1975,f,1975f,J,Ireland,Israel,1,NA
1975,f,1975f,J,Ireland,Italy,6,NA
1975,f,1975f,J,Ireland,Luxembourg,10,NA
1975,f,1975f,J,Ireland,Malta,0,NA
1975,f,1975f,J,Ireland,Monaco,0,NA
1975,f,1975f,J,Ireland,Norway,0,NA
1975,f,1975f,J,Ireland,Portugal,0,NA
1975,f,1975f,J,Ireland,Spain,7,NA
1975,f,1975f,J,Ireland,Sweden,0,NA
1975,f,1975f,J,Ireland,Switzerland,2,NA
1975,f,1975f,J,Ireland,The Netherlands,8,NA
1975,f,1975f,J,Ireland,Turkey,0,NA
1975,f,1975f,J,Ireland,United Kingdom,3,NA
1975,f,1975f,J,Ireland,Yugoslavia,4,NA
1975,f,1975f,J,Israel,Belgium,0,NA
1975,f,1975f,J,Israel,Finland,8,NA
1975,f,1975f,J,Israel,France,7,NA
1975,f,1975f,J,Israel,Germany,0,NA
1975,f,1975f,J,Israel,Ireland,0,NA
1975,f,1975f,J,Israel,Israel,0,x
1975,f,1975f,J,Israel,Italy,5,NA
1975,f,1975f,J,Israel,Luxembourg,6,NA
1975,f,1975f,J,Israel,Malta,1,NA
1975,f,1975f,J,Israel,Monaco,2,NA
1975,f,1975f,J,Israel,Norway,0,NA
1975,f,1975f,J,Israel,Portugal,0,NA
1975,f,1975f,J,Israel,Spain,4,NA
1975,f,1975f,J,Israel,Sweden,3,NA
1975,f,1975f,J,Israel,Switzerland,0,NA
1975,f,1975f,J,Israel,The Netherlands,12,NA
1975,f,1975f,J,Israel,Turkey,0,NA
1975,f,1975f,J,Israel,United Kingdom,10,NA
1975,f,1975f,J,Israel,Yugoslavia,0,NA
1975,f,1975f,J,Italy,Belgium,0,NA
1975,f,1975f,J,Italy,Finland,0,NA
1975,f,1975f,J,Italy,France,8,NA
1975,f,1975f,J,Italy,Germany,0,NA
1975,f,1975f,J,Italy,Ireland,4,NA
1975,f,1975f,J,Italy,Israel,2,NA
1975,f,1975f,J,Italy,Italy,0,x
1975,f,1975f,J,Italy,Luxembourg,10,NA
1975,f,1975f,J,Italy,Malta,0,NA
1975,f,1975f,J,Italy,Monaco,5,NA
1975,f,1975f,J,Italy,Norway,7,NA
1975,f,1975f,J,Italy,Portugal,0,NA
1975,f,1975f,J,Italy,Spain,6,NA
1975,f,1975f,J,Italy,Sweden,0,NA
1975,f,1975f,J,Italy,Switzerland,12,NA
1975,f,1975f,J,Italy,The Netherlands,1,NA
1975,f,1975f,J,Italy,Turkey,0,NA
1975,f,1975f,J,Italy,United Kingdom,3,NA
1975,f,1975f,J,Italy,Yugoslavia,0,NA
1975,f,1975f,J,Luxembourg,Belgium,0,NA
1975,f,1975f,J,Luxembourg,Finland,6,NA
1975,f,1975f,J,Luxembourg,France,0,NA
1975,f,1975f,J,Luxembourg,Germany,8,NA
1975,f,1975f,J,Luxembourg,Ireland,0,NA
1975,f,1975f,J,Luxembourg,Israel,1,NA
1975,f,1975f,J,Luxembourg,Italy,3,NA
1975,f,1975f,J,Luxembourg,Luxembourg,0,x
1975,f,1975f,J,Luxembourg,Malta,5,NA
1975,f,1975f,J,Luxembourg,Monaco,4,NA
1975,f,1975f,J,Luxembourg,Norway,0,NA
1975,f,1975f,J,Luxembourg,Portugal,0,NA
1975,f,1975f,J,Luxembourg,Spain,0,NA
1975,f,1975f,J,Luxembourg,Sweden,7,NA
1975,f,1975f,J,Luxembourg,Switzerland,2,NA
1975,f,1975f,J,Luxembourg,The Netherlands,10,NA
1975,f,1975f,J,Luxembourg,Turkey,0,NA
1975,f,1975f,J,Luxembourg,United Kingdom,12,NA
1975,f,1975f,J,Luxembourg,Yugoslavia,0,NA
1975,f,1975f,J,Malta,Belgium,0,NA
1975,f,1975f,J,Malta,Finland,0,NA
1975,f,1975f,J,Malta,France,7,NA
1975,f,1975f,J,Malta,Germany,3,NA
1975,f,1975f,J,Malta,Ireland,4,NA
1975,f,1975f,J,Malta,Israel,0,NA
1975,f,1975f,J,Malta,Italy,10,NA
1975,f,1975f,J,Malta,Luxembourg,5,NA
1975,f,1975f,J,Malta,Malta,0,x
1975,f,1975f,J,Malta,Monaco,1,NA
1975,f,1975f,J,Malta,Norway,0,NA
1975,f,1975f,J,Malta,Portugal,0,NA
1975,f,1975f,J,Malta,Spain,0,NA
1975,f,1975f,J,Malta,Sweden,2,NA
1975,f,1975f,J,Malta,Switzerland,6,NA
1975,f,1975f,J,Malta,The Netherlands,12,NA
1975,f,1975f,J,Malta,Turkey,0,NA
1975,f,1975f,J,Malta,United Kingdom,8,NA
1975,f,1975f,J,Malta,Yugoslavia,0,NA
1975,f,1975f,J,Monaco,Belgium,0,NA
1975,f,1975f,J,Monaco,Finland,8,NA
1975,f,1975f,J,Monaco,France,7,NA
1975,f,1975f,J,Monaco,Germany,0,NA
1975,f,1975f,J,Monaco,Ireland,0,NA
1975,f,1975f,J,Monaco,Israel,0,NA
1975,f,1975f,J,Monaco,Italy,1,NA
1975,f,1975f,J,Monaco,Luxembourg,0,NA
1975,f,1975f,J,Monaco,Malta,0,NA
1975,f,1975f,J,Monaco,Monaco,0,x
1975,f,1975f,J,Monaco,Norway,2,NA
1975,f,1975f,J,Monaco,Portugal,0,NA
1975,f,1975f,J,Monaco,Spain,4,NA
1975,f,1975f,J,Monaco,Sweden,6,NA
1975,f,1975f,J,Monaco,Switzerland,5,NA
1975,f,1975f,J,Monaco,The Netherlands,10,NA
1975,f,1975f,J,Monaco,Turkey,3,NA
1975,f,1975f,J,Monaco,United Kingdom,12,NA
1975,f,1975f,J,Monaco,Yugoslavia,0,NA
1975,f,1975f,J,Norway,Belgium,0,NA
1975,f,1975f,J,Norway,Finland,10,NA
1975,f,1975f,J,Norway,France,0,NA
1975,f,1975f,J,Norway,Germany,0,NA
1975,f,1975f,J,Norway,Ireland,4,NA
