Category: Nature,Category: Type,Category: Reporting Level,Location: Suburb
Animal,Dog,Defecating In Public,WYNNUM
Animal,Dog,Fencing Issues,MORNINGSIDE
Animal,Attack,Attack On An Animal,COORPAROO
Animal,Attack,Attack On An Animal,FAIRFIELD
Animal,Dog,Defecating In Public,HEATHWOOD
Animal,Attack,Menacing,WISHART
Animal,Other Animal,Fox,FIG TREE POCKET
Animal,Cat,,HERSTON
Animal,Attack,Attack On An Animal,WYNNUM WEST
Animal,Attack,Attack On A Person,SHORNCLIFFE
Animal,Attack,Not An Attack,HOLLAND PARK
Animal,Dog,Fencing Issues,BRIGHTON
Animal,Attack,Attack On An Animal,BURBANK
Animal,Dog,Fencing Issues,MANLY
Animal,Dog,Fencing Issues,MOUNT GRAVATT EAST
Animal,Dog,Fencing Issues,UPPER MOUNT GRAVATT
Animal,Other Animal,Deer,PULLENVALE
Animal,Dog,Fencing Issues,ACACIA RIDGE
Animal,Dog,,ROBERTSON
Animal,Attack,Attack On An Animal,NATHAN
Animal,Attack,Attack On A Person,BRIGHTON
Animal,Cat,,NORMAN PARK
Animal,Other Animal,,CHANDLER
Animal,Other Animal,Insufficient Space,BALD HILLS
Animal,Cat Trapping,,WYNNUM
Animal,Dog,Unregistered,INALA
Animal,Dog,Unregistered,INALA
Animal,Attack,Menacing,STAFFORD HEIGHTS
Animal,Other Animal,Deer,WILLAWONG
Animal,Cat Trapping,,ACACIA RIDGE
Animal,Other Animal,Deer,ROCKLEA
Animal,Dog,,BULIMBA
Animal,Dog,Unregistered,COORPAROO
Animal,Dog,Fencing Issues,MIDDLE PARK
Animal,Other Animal,,PULLENVALE
Animal,Dog,Insufficient Space,SANDGATE
Animal,Dog,Unregistered,HAMILTON
Animal,Other Animal,Too Many Animals,ROBERTSON
Animal,Dog,Fencing Issues,ROBERTSON
Animal,Dog,Insufficient Space,WEST END
Animal,Cat Trapping,,EIGHT MILE PLAINS
Animal,Attack,Menacing,DURACK
Animal,Other Animal,Nuisance Animal,JINDALEE
Animal,Dog,Too Many Animals,HOLLAND PARK
Animal,Attack,Attack On An Animal,TARRAGINDI
Animal,Dog,Too Many Animals,BRIGHTON
Animal,Attack,Menacing,PADDINGTON
Animal,Attack,Menacing,KEPERRA
Animal,Other Animal,Fencing Issues,UPPER BROOKFIELD
Animal,Dog,Fencing Issues,WAKERLEY
Animal,Cat Trapping,,FERNY GROVE
Animal,Cat Trapping,,WYNNUM WEST
Animal,Dog,Fencing Issues,INALA
Animal,Attack,Attack On An Animal,HOLLAND PARK WEST
Animal,Attack,Attack On An Animal,MITCHELTON
Animal,Dog,Fencing Issues,GRACEVILLE
Animal,Dog,Too Many Animals,NUDGEE BEACH
Animal,Attack,Attack On A Person,INALA
Animal,Attack,Not An Attack,INALA
Animal,Attack,Menacing,KEPERRA
Animal,Attack,Attack On An Animal,BROOKFIELD
Animal,Dog,Fencing Issues,THE GAP
Animal,Attack,Attack On An Animal,UPPER KEDRON
Animal,Cat,,ENOGGERA
Animal,Cat,,THE GAP
Animal,Dog,Fencing Issues,ACACIA RIDGE
Animal,Dog,Defecating In Public,FOREST LAKE
Animal,Cat Trapping,,FOREST LAKE
Animal,Attack,Not An Attack,CLAYFIELD
Animal,Dog,,KEPERRA
Animal,Attack,Not An Attack,TARRAGINDI
Animal,Cat Trapping,,EIGHT MILE PLAINS
