Category: Nature,Category: Type,Category: Reporting Level,Location: Suburb
Animal,Attack,Attack On A Person,MANSFIELD
Animal,Dog,Fencing Issues,MANLY WEST
Animal,Dog,Fencing Issues,DARRA
Animal,Attack,Attack On An Animal,BRACKEN RIDGE
Animal,Cat Trapping,,PARKINSON
Animal,Dog,Fencing Issues,COORPAROO
Animal,Other Animal,Fox,MANLY
Animal,Other Animal,Odour,MACGREGOR
Animal,Dog,Fencing Issues,INDOOROOPILLY
Animal,Dog,Fencing Issues,MANLY WEST
Animal,Other Animal,Fox,WILLAWONG
Animal,Attack,Attack On An Animal,CORINDA
Animal,Attack,Attack On A Person,CARINA
Animal,Dog,Unregistered,BRIGHTON
Animal,Dog,Fencing Issues,TARRAGINDI
Animal,Cat Trapping,,ALGESTER
Animal,Other Animal,Fox,STRETTON
Animal,Attack,Attack On An Animal,BALD HILLS
Animal,Other Animal,Deer,UPPER BROOKFIELD
Animal,Dog,Insufficient Space,GORDON PARK
Animal,Dog,Insufficient Space,GORDON PARK
Animal,Attack,Attack On An Animal,COORPAROO
Animal,Other Animal,Fox,KHOLO
Animal,Other Animal,Fencing Issues,WILLAWONG
Animal,Attack,Not An Attack,THE GAP
Animal,Dog,Fencing Issues,KENMORE
Animal,Dog,Fencing Issues,KENMORE
Animal,Dog,Fencing Issues,BULIMBA
Animal,Dog,Fencing Issues,WAVELL HEIGHTS
Animal,Dog,Fencing Issues,CANNON HILL
Animal,Dog,Defecating In Public,STRETTON
Animal,Dog,Too Many Animals,BOONDALL
Animal,Attack,Attack On An Animal,WOOLOOWIN
Animal,Dog,Fencing Issues,DURACK
Animal,Attack,Not An Attack,GRACEVILLE
Animal,Other Animal,Fencing Issues,SUNNYBANK
Animal,Cat Trapping,,STAFFORD
Animal,Dog,Fencing Issues,SUNNYBANK
Animal,Dog,Fencing Issues,ZILLMERE
Animal,Dog,Fencing Issues,KARANA DOWNS
Animal,Dog,,STAFFORD HEIGHTS
Animal,Dog,Fencing Issues,EIGHT MILE PLAINS
Animal,Dog,Fencing Issues,NEWMARKET
Animal,Dog,Fencing Issues,STAFFORD
Animal,Cat Trapping,,INALA
Animal,Dog,Too Many Animals,LOTA
Animal,Dog,Too Many Animals,LOTA
Animal,Dog,Fencing Issues,BRACKEN RIDGE
Animal,Dog,Fencing Issues,SALISBURY
Animal,Dog,Fencing Issues,WILSTON
Animal,Dog,Fencing Issues,KEDRON
Animal,Attack,Attack On An Animal,TINGALPA
Animal,Attack,Not An Attack,NEW FARM
Animal,Attack,Attack On A Person,WEST END
Animal,Cat Trapping,,CARSELDINE
Animal,Other Animal,Deer,MOUNT OMMANEY
Animal,Other Animal,Feral Cat,STAFFORD HEIGHTS
Animal,Dog,Odour,UPPER MOUNT GRAVATT
Animal,Attack,Not An Attack,WYNNUM
Animal,Dog,Fencing Issues,ELLEN GROVE
Animal,Attack,Attack On An Animal,CHERMSIDE WEST
Animal,Attack,Menacing,MOUNT GRAVATT EAST
Animal,Attack,Attack On An Animal,TARRAGINDI
Animal,Cat Trapping,,MIDDLE PARK
Animal,Attack,Attack On An Animal,RUNCORN
Animal,Attack,Attack On An Animal,RUNCORN
Animal,Attack,Not An Attack,FOREST LAKE
Animal,Dog,Too Many Animals,RUNCORN
Animal,Other Animal,Fencing Issues,TENNYSON
Animal,Cat,,WISHART
Animal,Cat,,INDOOROOPILLY
Animal,Other Animal,Nuisance Animal,WOOLOOWIN
Animal,Attack,Not An Attack,DURACK
Animal,Dog,Fencing Issues,TOOWONG
Animal,Dog,Fencing Issues,MACKENZIE
Animal,Attack,Attack On An Animal,MOGGILL
Animal,Dog,Too Many Animals,FAIRFIELD
Animal,Dog,Odour,SUNNYBANK
Animal,Cat,,MOUNT GRAVATT EAST
Animal,Dog,Fencing Issues,KEPERRA
Animal,Dog,Odour,CHERMSIDE
Animal,Cat Trapping,,FOREST LAKE
Animal,Dog,Fencing Issues,COORPAROO
Animal,Other Animal,Fox,ANSTEAD
Animal,Cat,,SUNNYBANK HILLS
Animal,Attack,Not An Attack,WYNNUM
Animal,Dog,Fencing Issues,DARRA
Animal,Other Animal,Nuisance Animal,HOLLAND PARK WEST
Animal,Dog,Fencing Issues,ZILLMERE
Animal,Dog,Fencing Issues,LOTA
Animal,Dog,Too Many Animals,LOTA
Animal,Attack,Attack On An Animal,TARINGA
Animal,Cat Trapping,,BRACKEN RIDGE
Animal,Other Animal,Fox,MOGGILL
Animal,Dog,Fencing Issues,KEPERRA
Animal,Attack,Attack On A Person,MANLY WEST
Animal,Attack,Not An Attack,BOWEN HILLS
Animal,Other Animal,Deer,PULLENVALE
Animal,Attack,Not An Attack,SPRING HILL
Animal,Cat,,MANLY WEST
Animal,Attack,,INDOOROOPILLY
Animal,Attack,Attack On An Animal,ASHGROVE
Animal,Attack,Menacing,STAFFORD
Animal,Attack,Attack On A Person,BRIGHTON
Animal,Attack,Attack On A Person,CANNON HILL
Animal,Dog,Fencing Issues,PARKINSON
Animal,Attack,Attack On An Animal,CHERMSIDE
Animal,Attack,Attack On An Animal,BOONDALL
Animal,Dog,Fencing Issues,RUNCORN
Animal,Attack,Attack On An Animal,ZILLMERE
Animal,Attack,Attack On An Animal,SEVEN HILLS
Animal,Attack,Not An Attack,STRETTON
Animal,Dog,Fencing Issues,TOOWONG
Animal,Attack,Attack On An Animal,COOPERS PLAINS
Animal,Attack,Attack On A Person,CARINDALE
Animal,Other Animal,Fox,MACGREGOR
Animal,Dog,Fencing Issues,CHERMSIDE
Animal,Attack,Attack On A Person,TINGALPA
Animal,Dog,Fencing Issues,TINGALPA
Animal,Attack,Attack On An Animal,CHAPEL HILL
Animal,Attack,Attack On A Person,ACACIA RIDGE
Animal,Attack,Attack On An Animal,CHELMER
