Category: Nature,Category: Type,Category: Reporting Level,Location: Suburb
Animal,Attack,Attack On An Animal,HAMILTON
Animal,Dog,Wandering,WINDSOR
Animal,Dog,Wandering,THE GAP
Animal,Cat Trapping,,ARCHERFIELD
Animal,Dog,Odour,MANSFIELD
Animal,Dog,,BROOKFIELD
Animal,Cat Trapping,,THE GAP
Animal,Dog,Unregistered,GRANGE
Animal,Dog,Too Many Animals,MORNINGSIDE
Animal,Dog,Fencing Issues,RUNCORN
Animal,Dog,Wandering,CHAPEL HILL
Animal,Other Animal,Wild Dog,BROOKFIELD
Animal,Attack,Attack On An Animal,FERNY GROVE
Animal,Dog,Wandering,MOOROOKA
Animal,Dog,Wandering,CHERMSIDE WEST
Animal,Dog,Wandering,BANYO
Animal,Dog,Wandering,YERONGA
Animal,Dog,Odour,WEST END
Animal,Dog,Wandering,STAFFORD
Animal,Dog,Wandering,UPPER MOUNT GRAVATT
Animal,Cat Trapping,,SUNNYBANK HILLS
Animal,Attack,Not An Attack,SANDGATE
Animal,Other Animal,Deer,BROOKFIELD
Animal,Other Animal,Fox,PINJARRA HILLS
Animal,Attack,Menacing,INALA
Animal,Dog,Wandering,CHERMSIDE
Animal,Dog,Fencing Issues,ACACIA RIDGE
Animal,Dog,Fencing Issues,ACACIA RIDGE
Animal,Dog,Wandering,CHERMSIDE
Animal,Dog,Unregistered,THE GAP
Animal,Cat Trapping,,RED HILL
Animal,Dog,Wandering,TOOWONG
Animal,Attack,Attack On A Person,WAVELL HEIGHTS
Animal,Dog,Wandering,CHERMSIDE
Animal,Cat Trapping,,DARRA
Animal,Dog,Defecating In Public,NUDGEE
Animal,Dog,Fencing Issues,DARRA
Animal,Dog,Fencing Issues,BRACKEN RIDGE
Animal,Dog,Fencing Issues,BRACKEN RIDGE
Animal,Dog,Unregistered,INALA
Animal,Attack,Attack On An Animal,PADDINGTON
Animal,Dog,Wandering,TOOWONG
Animal,Dog,Unregistered,FAIRFIELD
Animal,Other Animal,Deer,KENMORE HILLS
Animal,Attack,Attack On An Animal,OXLEY
Animal,Attack,Attack On A Person,WISHART
Animal,Dog,Unregistered,PADDINGTON
Animal,Dog,Wandering,LOTA
Animal,Dog,Surrender,INALA
Animal,Dog,Wandering,NEWSTEAD
Animal,Dog,Defecating In Public,KEDRON
Animal,Dog,Unregistered,BOONDALL
Animal,Dog,Wandering,CHERMSIDE
Animal,Dog,Odour,HAWTHORNE
Animal,Dog,Too Many Animals,BRIDGEMAN DOWNS
Animal,Dog,Wandering,BARDON
Animal,Dog,Fencing Issues,THE GAP
Animal,Attack,Menacing,MORNINGSIDE
Animal,Dog,Unregistered,WYNNUM
Animal,Dog,Fencing Issues,CALAMVALE
Animal,Attack,Menacing,DARRA
Animal,Dog,Unregistered,ASPLEY
Animal,Dog,Unregistered,KENMORE
Animal,Attack,Attack On An Animal,MIDDLE PARK
Animal,Dog,Fencing Issues,YERONGA
Animal,Dog,Unregistered,RICHLANDS
Animal,Dog,Unregistered,BRIDGEMAN DOWNS
Animal,Dog,Unregistered,DARRA
Animal,Other Animal,Fox,MOUNT CROSBY
Animal,Cat Trapping,,MOOROOKA
Animal,Dog,Wandering,BARDON
Animal,Dog,Unregistered,MOUNT GRAVATT EAST
Animal,Other Animal,Fox,NATHAN
Animal,Dog,Wandering,INALA
Animal,Dog,Fencing Issues,INALA
Animal,Dog,Wandering,TENERIFFE
Animal,Dog,Unregistered,BRACKEN RIDGE
Animal,Other Animal,Deer,PULLENVALE
Animal,Cat Trapping,,GEEBUNG
Animal,Cat,Wandering,RIVERHILLS
Animal,Dog,Fencing Issues,SUNNYBANK HILLS
Animal,Dog,Unregistered,CARINA
Animal,Dog,Fencing Issues,MITCHELTON
Animal,Other Animal,Fox,SANDGATE
Animal,Dog,Unregistered,PARKINSON
Animal,Dog,Unregistered,OXLEY
Animal,Cat Trapping,,DUTTON PARK
Animal,Dog,Wandering,STAFFORD
Animal,Dog,Wandering,CHERMSIDE
Animal,Other Animal,Nuisance Animal,PADDINGTON
Animal,Attack,Menacing,PADDINGTON
Animal,Dog,Defecating In Public,WYNNUM
Animal,Dog,Unregistered,ENOGGERA
Animal,Attack,,SALISBURY
Animal,Other Animal,Odour,RIVERHILLS
Animal,Dog,Wandering,MOOROOKA
Animal,Cat,Wandering,ACACIA RIDGE
Animal,Attack,Attack On An Animal,HIGHGATE HILL
Animal,Dog,Unregistered,NEW FARM
Animal,Dog,Unregistered,STAFFORD HEIGHTS
Animal,Dog,Wandering,MANSFIELD
Animal,Cat Trapping,,KEDRON
Animal,Dog,Unregistered,BRIDGEMAN DOWNS
Animal,Cat,,WISHART
Animal,Attack,Not An Attack,MORNINGSIDE
Animal,Dog,Wandering,BRACKEN RIDGE
Animal,Dog,Unregistered,CARINDALE
Animal,Cat Trapping,,ALBION
Animal,Other Animal,Fox,FIG TREE POCKET
Animal,Attack,Attack On An Animal,SOUTH BRISBANE
Animal,Dog,Wandering,BANYO
Animal,Dog,Unregistered,MANSFIELD
Animal,Dog,Unregistered,COOPERS PLAINS
