Category: Nature,Category: Type,Category: Reporting Level,Location: Suburb
Animal,Other Animal,Pest / Feral Animal,KEPERRA
Animal,Attack,Not An Attack,WEST END
Animal,Dog,Too Many Animals,KEDRON
Animal,Dog,Fencing Issues,CARINA
Animal,Cat,Wandering,CHERMSIDE
Animal,Cat,Wandering,CHERMSIDE
Animal,Dog,Fencing Issues,WYNNUM
Animal,Other Animal,Nuisance Animal,OXLEY
Animal,Other Animal,Fencing Issues,OXLEY
Animal,Attack,Attack On A Person,MOUNT GRAVATT EAST
Animal,Other Animal,Nuisance Animal,BROOKFIELD
Animal,Attack,Attack On An Animal,CARINA
Animal,Attack,,RUNCORN
Animal,Other Animal,Deer,PINJARRA HILLS
Animal,Attack,Attack On An Animal,MORNINGSIDE
Animal,Dog,Unregistered,
Animal,Dog,Wandering,SANDGATE
Animal,Dog,Odour,EVERTON PARK
Animal,Other Animal,Nuisance Animal,BRACKEN RIDGE
Animal,Other Animal,Wandering,HOLLAND PARK
Animal,Attack,Menacing,TARINGA
Animal,Dog,Wandering,MOUNT GRAVATT EAST
Animal,Dog,Unregistered,DEAGON
Animal,Dog,Wandering,KURABY
Animal,Attack,Attack On An Animal,STAFFORD
Animal,Attack,Attack On A Person,PARKINSON
Animal,Dog,Wandering,HOLLAND PARK WEST
Animal,Cat Trapping,,PALLARA
Animal,Cat,Wandering,STAFFORD HEIGHTS
Animal,Cat,Wandering,DURACK
Animal,Cat Trapping,,ARCHERFIELD
Animal,Dog,Fencing Issues,RIVERHILLS
Animal,Attack,Attack On An Animal,FOREST LAKE
Animal,Dog,Fencing Issues,BRACKEN RIDGE
Animal,Cat Trapping,,INALA
Animal,Dog,Wandering,MCDOWALL
Animal,Other Animal,Fox,THE GAP
Animal,Cat Trapping,,CARINA HEIGHTS
Animal,Other Animal,Nuisance Animal,KEPERRA
Animal,Attack,Attack On A Person,STAFFORD
Animal,Cat,Wandering,HOLLAND PARK
Animal,Other Animal,Fox,FIG TREE POCKET
Animal,Attack,Attack On A Person,BRACKEN RIDGE
Animal,Attack,,CHERMSIDE
Animal,Dog,Odour,CARINDALE
Animal,Dog,Wandering,ALGESTER
Animal,Dog,Wandering,OXLEY
Animal,Attack,Attack On A Person,BRIGHTON
Animal,Attack,Not An Attack,KALINGA
Animal,Attack,Attack On An Animal,ASCOT
Animal,Dog,Wandering,NEW FARM
Animal,Dog,Wandering,INDOOROOPILLY
Animal,Dog,,
Animal,Attack,Menacing,COORPAROO
Animal,Dog,,EIGHT MILE PLAINS
Animal,Other Animal,Odour,KENMORE
Animal,Attack,,CARINA HEIGHTS
Animal,Other Animal,Odour,CAMP HILL
Animal,Cat Trapping,,CARINA HEIGHTS
Animal,Dog,Wandering,MITCHELTON
Animal,Dog,Fencing Issues,SUNNYBANK HILLS
Animal,Other Animal,Fox,FITZGIBBON
Animal,Dog,Too Many Animals,HOLLAND PARK
Animal,Cat Trapping,,RICHLANDS
Animal,Attack,Not An Attack,BELMONT
Animal,Dog,Wandering,ASHGROVE
Animal,Cat Trapping,,HAWTHORNE
Animal,Cat,Wandering,COORPAROO
Animal,Attack,Not An Attack,FAIRFIELD
Animal,Other Animal,Nuisance Animal,BARDON
Animal,Dog,Fencing Issues,ACACIA RIDGE
Animal,Dog,Too Many Animals,NORTHGATE
Animal,Dog,Defecating In Public,CARINDALE
Animal,Dog,Unregistered,CHANDLER
Animal,Attack,,ACACIA RIDGE
Animal,Attack,,ANNERLEY
Animal,Dog,Unregistered,STAFFORD
Animal,Dog,Wandering,FITZGIBBON
Animal,Dog,Unregistered,WYNNUM WEST
Animal,Attack,,BALD HILLS
Animal,Dog,Wandering,BULIMBA
Animal,Other Animal,Too Many Animals,DARRA
Animal,Other Animal,Fox,JINDALEE
Animal,Cat Trapping,,MORNINGSIDE
Animal,Dog,Fencing Issues,FITZGIBBON
Animal,Cat Trapping,,WYNNUM WEST
Animal,Cat Trapping,,HENDRA
Animal,Attack,Attack On An Animal,EVERTON PARK
Animal,Dog,Fencing Issues,UPPER MOUNT GRAVATT
Animal,Dog,Too Many Animals,INALA
Animal,Cat Trapping,,WOOLLOONGABBA
Animal,Other Animal,Fox,MOUNT CROSBY
Animal,Dog,Wandering,GRANGE
Animal,Dog,Wandering,WAVELL HEIGHTS
Animal,Dog,Wandering,BULIMBA
Animal,Dog,Fencing Issues,SANDGATE
Animal,Attack,,HERSTON
Animal,Dog,Fencing Issues,KEPERRA
Animal,Dog,Wandering,BARDON
Animal,Attack,Attack On A Person,ASPLEY
Animal,Dog,Fencing Issues,ACACIA RIDGE
Animal,Dog,,
Animal,Dog,Wandering,RED HILL
Animal,Dog,Wandering,BELMONT
Animal,Dog,Wandering,CANNON HILL
Animal,Attack,Attack On An Animal,STAFFORD
Animal,Dog,,SHERWOOD
Animal,Dog,Fencing Issues,ZILLMERE
Animal,Other Animal,Nuisance Animal,DUTTON PARK
Animal,Attack,Not An Attack,CHERMSIDE WEST
Animal,Attack,,ANNERLEY
Animal,Dog,Wandering,TINGALPA
Animal,Dog,Wandering,CARINA HEIGHTS
Animal,Other Animal,Wild Dog,UPPER BROOKFIELD
Animal,Dog,Wandering,CAMP HILL
Animal,Other Animal,Odour,MOUNT GRAVATT EAST
Animal,Attack,Not An Attack,ASHGROVE
Animal,Attack,Attack On A Person,NEWMARKET
Animal,Dog,Wandering,NUDGEE
Animal,Dog,Unregistered,WYNNUM WEST
Animal,Attack,,HEMMANT
Animal,Other Animal,Nuisance Animal,BRACKEN RIDGE
Animal,Dog,Wandering,MOOROOKA
Animal,Attack,Attack On An Animal,CORINDA
Animal,Other Animal,Fox,TARRAGINDI
Animal,Dog,Wandering,THE GAP
Animal,Dog,Odour,LUTWYCHE
Animal,Dog,Fencing Issues,RIVERHILLS
Animal,Attack,Attack On A Person,CARINA
Animal,Attack,Not An Attack,RUNCORN
Animal,Attack,Not An Attack,ALDERLEY
Animal,Dog,Fencing Issues,CORINDA
Animal,Attack,,VIRGINIA
Animal,Cat Trapping,,NUDGEE BEACH
Animal,Attack,Menacing,WYNNUM
Animal,Dog,Odour,WAVELL HEIGHTS
Animal,Dog,Wandering,CAMP HILL
Animal,Dog,Too Many Animals,HENDRA
Animal,Dog,Wandering,CARINA HEIGHTS
Animal,Other Animal,Pest / Feral Animal,ACACIA RIDGE
Animal,Other Animal,Pest / Feral Animal,ACACIA RIDGE
Animal,Dog,Fencing Issues,WILSTON
Animal,Dog,Fencing Issues,WILSTON
Animal,Dog,Fencing Issues,ALDERLEY
Animal,Attack,Menacing,FOREST LAKE
Animal,Other Animal,Fox,BELMONT
Animal,Dog,Fencing Issues,CARINA
Animal,Attack,Attack On An Animal,ALBION
Animal,Dog,Fencing Issues,ELLEN GROVE
Animal,Dog,Fencing Issues,ELLEN GROVE
Animal,Cat,Wandering,DEAGON
Animal,Cat,Wandering,TAIGUM
Animal,Dog,Fencing Issues,PARKINSON
Animal,Dog,Fencing Issues,STAFFORD HEIGHTS
Animal,Attack,Not An Attack,TARRAGINDI
Animal,Other Animal,,CANNON HILL
Animal,Dog,Wandering,KENMORE
Animal,Dog,Wandering,KENMORE
Animal,Dog,Wandering,KENMORE
Animal,Attack,Attack On An Animal,KENMORE
Animal,Attack,Attack On A Person,SALISBURY
