super_opeid,name,par_income_bin,par_income_lab,attend,stderr_attend,attend_level,attend_sat,stderr_attend_sat,attend_level_sat,rel_apply,stderr_rel_apply,rel_attend,stderr_rel_attend,rel_att_cond_app,rel_apply_sat,stderr_rel_apply_sat,rel_attend_sat,stderr_rel_attend_sat,rel_att_cond_app_sat,attend_instate,stderr_attend_instate,attend_level_instate,attend_instate_sat,stderr_attend_instate_sat,attend_level_instate_sat,attend_oostate,stderr_attend_oostate,attend_level_oostate,attend_oostate_sat,stderr_attend_oostate_sat,attend_level_oostate_sat,rel_apply_instate,stderr_rel_apply_instate,rel_attend_instate,stderr_rel_attend_instate,rel_att_cond_app_instate,rel_apply_oostate,stderr_rel_apply_oostate,rel_attend_oostate,stderr_rel_attend_oostate,rel_att_cond_app_oostate,rel_apply_instate_sat,stderr_rel_apply_instate_sat,rel_attend_instate_sat,stderr_rel_attend_instate_sat,rel_att_cond_app_instate_sat,rel_apply_oostate_sat,stderr_rel_apply_oostate_sat,rel_attend_oostate_sat,stderr_rel_attend_oostate_sat,rel_att_cond_app_oostate_sat,attend_unwgt,stderr_attend_unwgt,attend_unwgt_level,attend_unwgt_instate,stderr_attend_unwgt_instate,attend_unwgt_oostate,stderr_attend_unwgt_oostate,attend_unwgt_level_instate,attend_unwgt_level_oostate,rel_attend_unwgt,rel_apply_unwgt,stderr_rel_attend_unwgt,stderr_rel_apply_unwgt,rel_att_cond_app_unwgt,rel_attend_unwgt_instate,rel_attend_unwgt_oostate,stderr_rel_attend_unwgt_instate,stderr_rel_attend_unwgt_oostate,rel_apply_unwgt_instate,rel_apply_unwgt_oostate,stderr_rel_apply_unwgt_instate,stderr_rel_apply_unwgt_oostate,rel_att_cond_app_unwgt_instate,rel_att_cond_app_unwgt_oostate,public,flagship,tier,test_band_tier
1434,American University,10,0-20,0.0011224474,1.2032317e-4,0.0016086748,0.0013613658,2.3631459e-4,0.0015368059,0.66644716,0.026499446,0.69774663,0.074796461,1.0469646,0.73150134,0.052726503,0.88584107,0.15376997,1.2109903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6526806e-4,2.0233034e-5,6.7708862e-4,NA,NA,NA,NA,NA,NA,0.39177746,0.33747351,0.029882401,0.0095103187,1.1609132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Highly selective private,Other Top 100 Private
1434,American University,30,20-40,0.0010045897,9.4077877e-5,0.0016086748,0.0020622974,1.6689903e-4,0.0015368059,0.68079799,0.020936616,0.62448281,0.058481604,0.91728061,0.76244211,0.042126022,1.3419375,0.10860124,1.7600517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6213587e-4,1.7000528e-5,6.7708862e-4,NA,NA,NA,NA,NA,NA,0.38715148,0.39289355,0.025108276,0.0086670527,0.98538518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Highly selective private,Other Top 100 Private
1434,American University,50,40-60,0.0014080098,8.235695e-5,0.0016086748,0.0014302091,1.5031981e-4,0.0015368059,0.70235002,0.015597713,0.87526071,0.051195525,1.2461888,0.69119209,0.0291178,0.93063748,0.097813144,1.3464237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.072352e-4,1.8576633e-5,6.7708862e-4,NA,NA,NA,NA,NA,NA,0.60145038,0.50791007,0.027436044,0.0086426297,1.184167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Highly selective private,Other Top 100 Private
1434,American University,65,60-70,0.0014884059,9.2005692e-5,0.0016086748,0.0014053341,1.6538119e-4,0.0015368059,0.7154243,0.017353598,0.9252373,0.057193469,1.2932707,0.65511489,0.031222766,0.9144513,0.10761359,1.395864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3898146e-4,2.7062242e-5,6.7708862e-4,NA,NA,NA,NA,NA,NA,0.79602796,0.62132597,0.039968539,0.012111623,1.2811761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Highly selective private,Other Top 100 Private
1434,American University,75,70-80,0.0015009717,7.657332e-5,0.0016086748,0.0012585494,1.3053221e-4,0.0015368059,0.722022,0.014461212,0.93304861,0.047600251,1.2922717,0.61282039,0.025431195,0.81893843,0.084937342,1.3363433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.313285e-4,2.7150038e-5,6.7708862e-4,NA,NA,NA,NA,NA,NA,0.93241632,0.72330666,0.040098205,0.01215589,1.2891023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Highly selective private,Other Top 100 Private
1434,American University,85,80-90,0.0015242279,6.1324376e-5,0.0016086748,0.0011896264,1.114291e-4,0.0015368059,0.8956821,0.012672527,0.9475053,0.038121052,1.0578589,0.85458332,0.026013399,0.77409023,0.072506949,0.90581012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.027337e-4,2.8309689e-5,6.7708862e-4,NA,NA,NA,NA,NA,NA,1.1855667,1.1447273,0.041810907,0.014311893,1.035676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Highly selective private,Other Top 100 Private
1434,American University,92.5,90-95,0.0016951667,7.3849616e-5,0.0016086748,0.0015382823,1.5930034e-4,0.0015368059,1.1845143,0.01672365,1.0537659,0.045907114,0.88961858,1.2673872,0.040067803,1.0009607,0.10365678,0.78978288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0010954792,4.4191755e-5,6.7708862e-4,NA,NA,NA,NA,NA,NA,1.6179259,1.9318283,0.06526731,0.025167288,0.83751023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Highly selective private,Other Top 100 Private
1434,American University,95.5,95-96,0.0022613457,1.7679502e-4,0.0016086748,0.0024532629,4.2904218e-4,0.0015368059,1.5164492999999999,0.038581677,1.4057196,0.10990103,0.92698097,1.6513399,0.097112469,1.5963389,0.27917787,0.9666931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0015948946,1.16487e-4,6.7708862e-4,NA,NA,NA,NA,NA,NA,2.3555181,2.7753911000000002,0.172041,0.066201746,0.84871572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Highly selective private,Other Top 100 Private
1434,American University,96.5,96-97,0.0021094824,1.60057e-4,0.0016086748,0.0016606167,3.296574e-4,0.0015368059,1.5230333,0.037363786,1.311317,0.099496178,0.86099035,1.6780946,0.095566891,1.0805638,0.21450816,0.64392304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0016571763,1.1813947e-4,6.7708862e-4,NA,NA,NA,NA,NA,NA,2.4475029,2.9396944,0.17448154,0.067647219,0.83257049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Highly selective private,Other Top 100 Private
1434,American University,97.5,97-98,0.0022675896,1.6328096e-4,0.0016086748,0.002068711,3.8923285e-4,0.0015368059,1.5925699,0.037393332,1.409601,0.1015003,0.88511086,1.7605807,0.096794248,1.3461108,0.25327393,0.76458347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018208082,1.2335237e-4,6.7708862e-4,NA,NA,NA,NA,NA,NA,2.6891725,3.1539433,0.18218052,0.069780357,0.85263819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Highly selective private,Other Top 100 Private
