fips,state_abbr,naics,subsector,year,month,change_yoy,change_yoy_se,coverage_code
00,USA,441,Motor vehicle and parts dealers,2019,1,0.0,0.6,A
00,USA,441,Motor vehicle and parts dealers,2019,2,0.4,0.6,A
00,USA,441,Motor vehicle and parts dealers,2019,3,0.9,0.6,A
00,USA,441,Motor vehicle and parts dealers,2019,4,4.3,0.6,A
00,USA,441,Motor vehicle and parts dealers,2019,5,2.6,0.6,A
00,USA,441,Motor vehicle and parts dealers,2019,6,0.0,0.6,A
00,USA,441,Motor vehicle and parts dealers,2019,7,5.3,0.6,A
00,USA,441,Motor vehicle and parts dealers,2019,8,5.5,0.6,A
00,USA,441,Motor vehicle and parts dealers,2019,9,3.3,0.6,A
00,USA,441,Motor vehicle and parts dealers,2019,10,4.0,0.6,A
00,USA,441,Motor vehicle and parts dealers,2019,11,5.0,0.7,A
00,USA,441,Motor vehicle and parts dealers,2019,12,1.0,0.6,A
00,USA,441,Motor vehicle and parts dealers,2020,1,4.1,0.7,A
00,USA,441,Motor vehicle and parts dealers,2020,2,6.6,0.7,A
00,USA,441,Motor vehicle and parts dealers,2020,3,-27.3,0.5,A
00,USA,441,Motor vehicle and parts dealers,2020,4,-34.7,0.5,A
00,USA,441,Motor vehicle and parts dealers,2020,5,-6.9,0.7,A
00,USA,441,Motor vehicle and parts dealers,2020,6,5.8,0.7,A
00,USA,441,Motor vehicle and parts dealers,2020,7,3.2,0.7,A
00,USA,441,Motor vehicle and parts dealers,2020,8,-2.0,0.7,A
00,USA,441,Motor vehicle and parts dealers,2020,9,10.2,0.8,A
00,USA,441,Motor vehicle and parts dealers,2020,10,7.6,0.8,A
00,USA,441,Motor vehicle and parts dealers,2020,11,-0.4,0.7,A
00,USA,441,Motor vehicle and parts dealers,2020,12,10.0,0.8,A
00,USA,441,Motor vehicle and parts dealers,2021,1,9.7,0.8,A
00,USA,441,Motor vehicle and parts dealers,2021,2,3.6,0.8,A
00,USA,441,Motor vehicle and parts dealers,2021,3,76.1,1.3,A
00,USA,441,Motor vehicle and parts dealers,2021,4,105.3,1.7,A
00,USA,441,Motor vehicle and parts dealers,2021,5,31.9,1.1,A
00,USA,441,Motor vehicle and parts dealers,2021,6,19.3,0.9,A
00,USA,441,Motor vehicle and parts dealers,2021,7,14.6,0.9,A
00,USA,441,Motor vehicle and parts dealers,2021,8,10.2,0.9,A
00,USA,441,Motor vehicle and parts dealers,2021,9,8.6,0.9,A
00,USA,441,Motor vehicle and parts dealers,2021,10,8.4,0.9,A
00,USA,441,Motor vehicle and parts dealers,2021,11,16.1,0.9,A
00,USA,441,Motor vehicle and parts dealers,2021,12,8.7,0.9,A
00,USA,441,Motor vehicle and parts dealers,2022,1,12.8,0.9,A
00,USA,441,Motor vehicle and parts dealers,2022,2,17.8,0.9,A
00,USA,441,Motor vehicle and parts dealers,2022,3,-1.1,0.8,A
00,USA,441,Motor vehicle and parts dealers,2022,4,-1.1,0.8,A
00,USA,441,Motor vehicle and parts dealers,2022,5,-4.1,0.8,A
00,USA,441,Motor vehicle and parts dealers,2022,6,0.2,0.8,A
00,USA,441,Motor vehicle and parts dealers,2022,7,-1.1,0.8,A
00,USA,441,Motor vehicle and parts dealers,2022,8,9.9,0.9,A
00,USA,442,Furniture and Home Furnishing,2019,1,-0.2,1.0,A
