tconst,genres
tt0046855,Adventure
tt0046855,Drama
tt0046855,Family
tt0110014,Crime
tt0110014,Drama
tt0110014,Mystery
tt0125755,Music
tt0138038,Adventure
tt0138038,Comedy
tt0138038,Drama
tt0179551,Comedy
tt0179551,Drama
tt0179551,Musical
tt0219585,Drama
tt0219585,Family
tt0266854,Adventure
tt0266854,Animation
tt0266854,Comedy
tt0272826,Talk-Show
tt0272861,Drama
tt0272861,Family
tt0284614,Animation
tt0284614,Comedy
tt0284614,Family
tt0289860,Animation
tt0289860,Comedy
tt0289860,Music
tt0290529,Action
tt0290529,Drama
tt0290529,Mystery
tt0290683,Animation
tt0290683,Comedy
tt0290683,Family
tt0293649,Crime
tt0302412,NA
tt0303826,Music
tt0303826,Musical
tt0305364,NA
tt0328956,Drama
tt0330150,Drama
tt0338144,Adventure
tt0338144,Animation
tt0338144,Comedy
tt0353393,Adventure
tt0353393,Comedy
tt0353393,Drama
tt0365495,Comedy
tt0365495,Family
tt0387300,Comedy
tt0387300,Family
tt0394400,Adventure
tt0394400,Animation
tt0394400,Comedy
tt0394793,Comedy
tt0394793,Drama
tt0394793,Family
tt0394896,Action
tt0394896,Drama
tt0419132,Comedy
tt0419132,Crime
tt0419132,Drama
tt0424386,Documentary
tt0435713,Adventure
tt0435713,Animation
tt0435713,Comedy
tt0451017,NA
tt0467583,Comedy
tt0469836,Animation
tt0469836,Family
tt0469836,Musical
tt0501004,Comedy
tt0501004,Family
tt0501004,Fantasy
tt0501975,Crime
tt0501975,Drama
tt0501975,Mystery
tt0501987,Crime
tt0501987,Drama
tt0501987,Mystery
tt0502085,Comedy
tt0502096,Comedy
tt0503772,Comedy
tt0503772,Drama
tt0503772,Family
tt0503786,Comedy
tt0503786,Drama
tt0503787,Comedy
tt0503787,Drama
tt0503825,Comedy
tt0503825,Drama
tt0504171,Action
tt0504171,Adventure
tt0504171,Crime
tt0504387,Comedy
tt0504387,Family
tt0504387,Sci-Fi
tt0504388,Comedy
tt0504388,Family
tt0504388,Sci-Fi
tt0504856,Comedy
tt0504856,Romance
tt0504911,Comedy
tt0504911,Romance
tt0505251,Crime
tt0505251,Drama
tt0505295,Crime
tt0505295,Drama
tt0505416,Comedy
tt0505416,Family
