details_url,name,website,year_501c3,year_fiscal_sponsor,n_sponsored,fiscal_sponsorship_fee_description,eligibility_criteria,project_types,services,fiscal_sponsorship_model,description
https://fiscalsponsordirectory.org/?page_id=599,1st Note Music Foundation,www.1stnote.org,2012,2012,2,We charge a 7% administrative fee for most grants and donations received on behalf of a sponsored project. This fee will be higher for some government grants.,Type of service: Music related projects,Arts and culture: Music Instruments to kids,Auditing: Grants,"Model C, Preapproved Grant Relationship","1st Note Music Foundation Inc. is a nonprofit public service organization, whose mission is dedicated to providing musical instruments and support to at-risk, underprivileged and needy youth. 1st Note Music Foundation is diligent in working with local schools, music educators, government entities, community leaders, parents and students to provide music instruments and music education to communities affected by budget cuts and economic hardship. The experiences the students have while participating in the art of music will assist them in developing lifelong learning skills."
https://fiscalsponsordirectory.org/?page_id=12459,"50CAN, Inc.",50can.org,2011,2016,10,Between 7.5% and 15%,Aligned mission values|Type of service|Minimum budget,Education,Auditing|Bill paying|Bookkeeping/accounting|Human resource management|Insurance|Legal services|Payroll|Receiving property and stock donations|Tax reporting,"Model A, Direct Project|Model B, Independent Contractor Project|Model C, Preapproved Grant Relationship","We are a nonprofit organization in the education reform world advocating for students across the country to have access to high-quality, equitable education regardless of their address."
https://fiscalsponsordirectory.org/?page_id=781,The Abundance Foundation,abundancenc.org,2006,2007,20,"We charge 9-15% to work with an organization or project depending on revenues, transactions and the organization’s needs. More information is here.","Aligned mission/values: Local food, renewable energy, sustainable agriculture, conservation, health of community, grief and death work, local economy|Geographic: Must be located and serve within North Carolina|Minimum budget: $10,000|Other: Online application","Children, youth and families|Economic development|Education|Environment/sustainable growth","Bill paying|Bookkeeping/accounting|Quarterly gatherings with Fiscal Sponsor partners|Organizational development|Tax reporting|Other: Fundraising coaching, promotions, communications, shared office space, event space, advisory board reporting, systems, human resources, newsletter and social media outreach",NA,"We are a nonprofit that is very much about “can-do.” We like to see action taken and we like to accomplish our goals. We’ve been collaborating with other organizations since 2007 and offer our expertise and help to achieve projects that focus on sustainability, education, cultural change and resilient communities."
https://fiscalsponsordirectory.org/?page_id=10439,Accessible Festivals,accessiblefestivals.org,2014,2017,6,"With consideration for the expenses incurred with administering fiscal sponsorship, Accessible Festivals charges a 10% fee on all donations processed.",Aligned mission values: Projects that further our mission to make recreation accessible to all abilities are considered.,"Arts and culture|Children, youth and families|Education|Festivals and events|Health|GBTQ|Mental health|Open space/Parks|People or communities of color/minorities| Social services|Other: Do you have a project idea that increases access to music and recreation? Our mission is to foster connection and understanding through pleasurable experiences like music and recreation to inspire the creation of safe, inclusive, equitable communities.","Human resource management|Legal services|Organizational development|Other: We can provide ongoing, informal consultation on project focus, strategy, organizational development, fundraising and more. You will gain access to our Board of Directors, whose years of combined experience offer a unique, well-rounded perspective on any issues that may arise. Donations earmarked for a project are paid directly to Accessible Festivals, allowing donors to receive all benefits associated with making a charitable (tax-deductible) donation.","Model A, Direct Project|Model C, Preapproved Grant Relationship|Other: Legally, the project is a separate entity from Accessible Festivals. The project must provide annual reports to document its activities and expenditures. The project owns its product, intellectual and tangible property. It hires and supervises its own staff, and is responsible for financial health and management. This empowers sponsored entities to take responsibility for their own administration, success, and future growth.","Accessible Festivals’ mission is to ensure live music and recreational events are accessible to disabled people. Accessible Festivals achieves this goal through a variety of initiatives including a ticket grant program, consultation and training for industry professionals, and outreach to the disabled community."
https://fiscalsponsordirectory.org/?page_id=427,Afram Global Organization Inc,www.villageprojects.net,2007,2013,2,"In accord with our current policy we charge an administrative fee amounting to 10% of the budgeted funds for projects budgeted under $50,000. Projects budgeted above that amount will be charged a negotiated percentage depending on services provided.","Aligned mission/values: Mission: To create environments in which persons from diverse circumstances and experiences can come together and co-learn with each other in a way that bridges the opportunity gaps, retains the respective cultures, and ultimately benefits society.|Geographic: Currently limited to projects in grant-funded projects in California; and other projects in Los Angeles County and Orange County.|Has an advisory group|Minimum budget: $5000|Other: Projects that stand to measurably impact the reduction of the disparities often seen in the health, education, and socio-economic status of African Americans and African Diaspora Immigrant populations from underprivileged backgrounds. We also seek projects that fill the gaps seen in similar work.","Arts and culture|Children, youth and families: Mentor Develop Programs, Youth Empowerment Programs, Grant-funded Programs. Family Empowerment and Educational Programs.|Education: Student Success Strategy Programs; Adult Re-Entry Into Education Projects.|Festivals and events: African Diaspora History Festivals and Events|People or communities of color/minorities: Diversity Impact Programs. African-American and African Diaspora Immigrant Projects|Youth development: Youth Empowerment, Job Readiness, Early Career Development,",Auditing: Audits of Funds Received/Disbursed for Sponsored project by Afram Global Organization Inc.|Bill paying: Bills are paid from funds received in accord with contracts.|Bookkeeping/accounting: Sub Bank Account Established and maintain all records of income/disbursements.|Tax reporting: All funds received are reported as income on Afram Global Tax Reports|Other: Additional negotiated services may include an additional fee per service.,NA,"AframGlobal Organization Inc is a nonprofit charitable organization focused on projects that empower African Americans and African Diaspora Immigrants to reduce their own disparities. We create environments in which persons from diverse circumstances and experiences can come together and co-learn with each other in a way that bridges the opportunity gaps, retains the respective cultures, and ultimately benefits society."
https://fiscalsponsordirectory.org/?page_id=821,"African Voices Communications, Inc",www.africanvoices.com,1992,1997,1,"5% to 10% fee depending on grant size and organization size. For example, for grants in the range of $500 to $1,000 we would charge less, especially if the organization is new.","Aligned mission/values: Preference for organizations that support and provide access for artists of color.|Minimum budget: $5,000|Other: Organization must be fiscally responsible to administer program. Mail formal fiscal sponsorship request to our office with organization’s mission and overview of programmatic activities with any brochures or other background materials. Organization must have its headquarters in the United States.","Arts and culture|Children, youth and families|Disaster relief|Education|Festivals and events|People or communities of color/minorities|Women|Youth development",Use of our nonprofit status to process donations until organization gains its own 501(c)(3) status.,NA,"African Voices is a non-profit arts organization that supports the art and literature of people of color. The organization publishes a quarterly literary magazine and sponsors literary readings, community forums, a writers’ conference and a film festival for women of color."
https://fiscalsponsordirectory.org/?page_id=8780,AfroPresencia,AfroPresencia.org,2008,2009,NA,8%,Aligned mission values|Type of service,"Arts and culture|Children, youth and families|Disaster relief|Economic development|Education|Environment/sustainable growth|Festivals and events|Health/nutrition|International development|People or communities of color/minorities|Political advocacy/social justice|Social services|Women|Youth development",Organizational development|Receiving property and stock donations,"Model D, Group Extension|Model F, Technical Assistance","AfroPresencia.org creates projects that present information about people of the African diaspora. AfroPresencia.org, a United Nations accredited non-governmental organization and a 501(c)(3), focuses on advocating for social, racial and economic justice within the Americas and the Caribbean. We showcase the lived experiences of marginalized populations, using visual and social media as a platform to present information to the global community."
https://fiscalsponsordirectory.org/?page_id=5366,A God Send,agodsend.org/,2002,2018,7,"10% -15% to cover the costs of our services, calculated as a percentage of project revenues or expenses. The percentage depends on the types of services included and requirements of the project. We will charge a higher percentage to administer government grants.",Aligned mission values|Type of service|Other: The organization requesting sponsorship must be incorporated as a nonprofit.,"Children, youth and families|Drug treatment|Education|Faith-based/religious|Mental health|People or communities of color/minorities|Women|Youth Development",Bill paying|Bookkeeping/accounting|Human resource management|Organizational development|Payroll,"Model C, Preapproved Grant Relationship","We support our community and the world by supporting those who seek to make a difference for the betterment of all. We provide a scholarship awarded to an individual who has successfully graduated from a live-in program addressing various offenses that also works to improve the person’s cognitive skills. We provide funding for counseling, coaching and mentoring."
https://fiscalsponsordirectory.org/?page_id=6155,AIDS Connecticut (ACT),www.aids-ct.org,1989,2004,1,"An administrative fee will be negotiated with the project, either based on a percentage of a project’s revenue (generally 5%-10%) or a flat fee based on the services that are provided and the complexity of grants to be administered.","Aligned mission values|Geographic: Agencies in Greater Hartford, CT","Children, youth and families|Drug treatment|Economic development|Health/nutrition|Housing|Mental health|People or communities of color/minorities|Political advocacy/social justice|Social services|Services we offer projects:|Auditing|Bill paying|Bookkeeping/accounting|Human resource management|Insurance|Office space|Organizational development|Payroll|Receiving property and stock donations|Tax reporting",NA,"Model A, Direct Project|Model F, Technical Assistance","ACT is a Connecticut statewide organization providing quality assurance and technical assistance to a coalition of nonprofit members providing HIV/AIDS and related health, housing and social equity services. Additionally we provide direct prevention, harm reduction, and case management services to persons affected by HIV/AIDS or at risk of HIV/AIDS and with drug use histories. We provide financial payment services (intermediary services) on behalf of persons facing homelessness."
https://fiscalsponsordirectory.org/?page_id=12098,AJ Muste Memorial Institute,ajmuste.org/,1973,1973,15,"The Muste Institute takes a 7% administrative fee on the net amount of all donations after any donation processing fees, like credit card processing. Not included in the 7% is any fee from a vendor associated with your fund, such as returned check fees.",Aligned mission values|Type of service|Minimum budget,Education|Environment/sustainable growth|People or communities of color/minorities|Political advocacy/social justice|Women|Youth development|Other: See: https://ajmuste.org/page/fiscal-sponsorship,"Other: Our fee covers all administrative costs of processing your fiscal sponsorship, such as staff time and bank fees. We also offer a free dedicated donate page on our website for each fiscally sponsored organization, and we provide affordable and collaborative space to a dozen or so groups in New York City.",Model C,"The Muste Institute provides grants, sponsorships, and educational resources to hundreds of grassroots projects around the world. We fund innovative organizing, often with seed funds that give a necessary boost to bold ideas."
