23,"t","Honey Bee Colonies: Released August 2, 2021, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
23,"t","Colony Health Stressors with Five or More Colonies – States and United States: April-June 2021"
23,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
23,"h","","","","","","",""
23,"h","","Varroa","Other pests","","","",""
23,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
23,"h","","","","","","",""
23,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
23,"d","Alabama",55.2,45.0,0.5,2.1,5.8,26.0
23,"d","Arizona",6.4,"(Z)",3.6,1.2,7.1,6.9
23,"d","Arkansas",44.0,23.0,5.9,2.9,2.1,3.7
23,"d","California",42.4,11.5,7.7,16.1,11.6,3.8
23,"d","Colorado",47.6,"(Z)",-,"(Z)","(Z)",3.3
23,"d","Connecticut",16.0,0.7,0.1,"(Z)",1.2,-
23,"d","Florida",43.3,22.8,4.3,10.2,6.3,7.7
23,"d","Georgia",44.5,13.7,5.2,2.8,5.2,5.8
23,"d","Hawaii",93.3,65.3,-,"(Z)","(Z)","(Z)"
23,"d","Idaho",31.9,1.9,5.4,9.9,2.0,6.2
23,"d","",,,,,,
23,"d","Illinois",22.7,3.1,1.1,2.5,2.8,5.2
23,"d","Indiana",22.8,7.3,0.6,7.0,7.5,1.6
23,"d","Iowa",7.1,1.3,0.6,"(Z)",1.3,8.2
23,"d","Kansas",45.7,21.2,7.2,8.5,1.5,6.5
23,"d","Kentucky",21.5,4.0,1.0,2.2,4.2,2.6
23,"d","Louisiana",30.6,3.6,"(Z)","(Z)",20.3,0.9
23,"d","Maine",14.1,-,"(Z)",-,1.5,-
23,"d","Maryland",17.4,9.0,"(Z)",0.7,2.0,1.4
23,"d","Massachusetts",45.5,44.3,"(Z)",44.0,0.5,-
23,"d","Michigan",45.1,2.7,0.8,3.5,0.9,"(Z)"
23,"d","",,,,,,
23,"d","Minnesota",12.9,"(Z)","(Z)",12.6,1.1,1.0
23,"d","Mississippi",46.7,11.3,3.2,0.5,3.2,9.9
23,"d","Missouri",15.4,6.2,1.3,0.6,5.8,4.6
23,"d","Montana",20.8,-,1.5,13.3,5.2,3.0
23,"d","Nebraska",17.4,"(Z)","(Z)",7.4,3.2,1.3
23,"d","New Jersey",11.4,5.3,-,2.6,1.7,1.3
23,"d","New Mexico",64.6,-,0.1,2.5,-,"(Z)"
23,"d","New York",35.8,3.9,0.5,1.7,2.3,3.5
23,"d","North Carolina",35.8,3.5,"(Z)","(Z)","(Z)","(Z)"
23,"d","North Dakota",29.9,0.7,"(Z)","(Z)",2.0,"(Z)"
23,"d","",,,,,,
23,"d","Ohio",68.2,41.4,7.3,3.3,7.7,3.4
23,"d","Oklahoma",3.1,2.1,"(Z)","(Z)",7.0,1.0
23,"d","Oregon",17.2,8.3,6.2,10.1,6.5,1.8
23,"d","Pennsylvania",21.8,5.1,1.3,2.7,1.2,0.5
23,"d","South Carolina",50.1,43.8,2.3,"(Z)",9.4,5.1
23,"d","South Dakota",51.8,12.6,3.7,4.2,49.5,0.8
23,"d","Tennessee",22.4,10.3,"(Z)",2.4,3.1,"(Z)"
23,"d","Texas",38.1,3.4,"(Z)",11.5,5.7,"(Z)"
23,"d","Utah",40.1,25.8,10.4,18.7,"(Z)",1.4
23,"d","Vermont",28.8,"(Z)","(Z)",-,0.5,-
23,"d","",,,,,,
23,"d","Virginia",13.3,6.3,3.6,2.1,2.7,3.7
23,"d","Washington",31.7,19.1,18.4,1.2,4.7,"(Z)"
23,"d","West Virginia",5.2,3.9,1.1,-,1.0,2.2
23,"d","Wisconsin",14.9,17.8,1.1,22.3,1.0,2.0
23,"d","Wyoming",8.3,0.9,"(Z)",6.9,1.5,2.4
23,"d","",,,,,,
23,"d","Other States 4/",60.3,"(Z)","(Z)",4.8,5.9,5.0
23,"d","",,,,,,
23,"d","United States",48.7,12.8,5.5,12.3,11.3,3.9
23,"c",""
23,"f","-  Represents zero."
23,"f","(Z)  Less than half of the unit shown."
23,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
23,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
23,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
23,"f","4/ Includes data for States not published in this table."
