name,background_color,url,alt_text
1forge.com,#24292e,https://api.apis.guru/v2/cache/logo/https_1forge.com_assets_images_f-blue.svg,NA
1password.com:events,NA,https://api.apis.guru/v2/cache/logo/https_upload.wikimedia.org_wikipedia_commons_thumb_e_e3_1password-logo.svg_1280px-1password-logo.svg.png,NA
1password.local:connect,NA,https://api.apis.guru/v2/cache/logo/https_upload.wikimedia.org_wikipedia_commons_thumb_e_e3_1password-logo.svg_1280px-1password-logo.svg.png,NA
6-dot-authentiqio.appspot.com,#F26641,https://api.apis.guru/v2/cache/logo/https_www.authentiq.com_theme_images_authentiq-logo-a-inverse.svg,NA
ably.io:platform,NA,https://api.apis.guru/v2/cache/logo/https_twitter.com_ablyrealtime_profile_image,NA
ably.net:control,NA,https://api.apis.guru/v2/cache/logo/https_twitter.com_ablyrealtime_profile_image,NA
abstractapi.com:geolocation,NA,https://api.apis.guru/v2/cache/logo/https_global-uploads.webflow.com_5ebbd0a566a3996636e55959_5ec2ba29feeeb05d69160e7b_webclip.png,NA
adafruit.com,NA,https://api.apis.guru/v2/cache/logo/https_twitter.com_adafruit_profile_image.jpeg,NA
adobe.com:aem,NA,https://api.apis.guru/v2/cache/logo/https_twitter.com_Adobe_profile_image.jpeg,NA
adyen.com:AccountService,NA,https://api.apis.guru/v2/cache/logo/https_twitter.com_Adyen_profile_image,NA
adyen.com:BalanceControlService,NA,https://api.apis.guru/v2/cache/logo/https_twitter.com_Adyen_profile_image,NA
adyen.com:BalancePlatformConfigurationNotification-v1,NA,https://api.apis.guru/v2/cache/logo/https_twitter.com_Adyen_profile_image,NA
adyen.com:BalancePlatformPaymentNotification-v1,NA,https://api.apis.guru/v2/cache/logo/https_twitter.com_Adyen_profile_image,NA
adyen.com:BalancePlatformReportNotification-v1,NA,https://api.apis.guru/v2/cache/logo/https_twitter.com_Adyen_profile_image,NA
adyen.com:BalancePlatformService,NA,https://api.apis.guru/v2/cache/logo/https_adyen.com_.resources_adyen-website_themes_images_apple-icon-180x180.png,NA
adyen.com:BalancePlatformTransferNotification-v3,NA,https://api.apis.guru/v2/cache/logo/https_twitter.com_Adyen_profile_image,NA
