name,format,url,version
1forge.com,swagger,http://1forge.com/openapi.json,2.0
1password.com:events,openapi,https://i.1password.com/media/1password-events-reporting/1password-events-api.yaml,3.0
1password.local:connect,openapi,https://i.1password.com/media/1password-connect/1password-connect-api.yaml,3.0
6-dot-authentiqio.appspot.com,openapi,https://raw.githubusercontent.com/AuthentiqID/authentiq-docs/master/docs/swagger/issuer.yaml,3.0
ably.io:platform,openapi,https://raw.githubusercontent.com/ably/open-specs/main/definitions/platform-v1.yaml,3.0
ably.net:control,openapi,https://raw.githubusercontent.com/ably/open-specs/main/definitions/control-v1.yaml,3.0
abstractapi.com:geolocation,openapi,https://documentation.abstractapi.com/ip-geolocation-openapi.json,3.0
adafruit.com,swagger,https://raw.githubusercontent.com/adafruit/io-api/gh-pages/v2.json,2.0
adobe.com:aem,openapi,https://raw.githubusercontent.com/shinesolutions/swagger-aem/master/conf/api.yml,3.0
adyen.com:AccountService,openapi,https://raw.githubusercontent.com/Adyen/adyen-openapi/main/json/AccountService-v6.json,3.1
adyen.com:BalanceControlService,openapi,https://raw.githubusercontent.com/Adyen/adyen-openapi/main/json/BalanceControlService-v1.json,3.1
adyen.com:BalancePlatformConfigurationNotification-v1,openapi,https://raw.githubusercontent.com/Adyen/adyen-openapi/main/json/BalancePlatformConfigurationNotification-v1.json,3.1
adyen.com:BalancePlatformPaymentNotification-v1,openapi,https://raw.githubusercontent.com/Adyen/adyen-openapi/main/json/BalancePlatformPaymentNotification-v1.json,3.1
adyen.com:BalancePlatformReportNotification-v1,openapi,https://raw.githubusercontent.com/Adyen/adyen-openapi/main/json/BalancePlatformReportNotification-v1.json,3.1
adyen.com:BalancePlatformService,openapi,https://raw.githubusercontent.com/Adyen/adyen-openapi/main/json/BalancePlatformService-v2.json,3.1
adyen.com:BalancePlatformTransferNotification-v3,openapi,https://raw.githubusercontent.com/Adyen/adyen-openapi/main/json/BalancePlatformTransferNotification-v3.json,3.1
adyen.com:BinLookupService,openapi,https://raw.githubusercontent.com/Adyen/adyen-openapi/main/json/BinLookupService-v54.json,3.1
adyen.com:CheckoutService,openapi,https://raw.githubusercontent.com/Adyen/adyen-openapi/main/json/CheckoutService-v70.json,3.1
adyen.com:CheckoutUtilityService,openapi,https://raw.githubusercontent.com/adyen/adyen-openapi/master/specs/3.0/CheckoutUtilityService-v1.json,3.0
adyen.com:DataProtectionService,openapi,https://raw.githubusercontent.com/Adyen/adyen-openapi/main/json/DataProtectionService-v1.json,3.1
adyen.com:FundService,openapi,https://raw.githubusercontent.com/Adyen/adyen-openapi/main/json/FundService-v6.json,3.1
adyen.com:HopService,openapi,https://raw.githubusercontent.com/Adyen/adyen-openapi/main/json/HopService-v6.json,3.1
adyen.com:LegalEntityService,openapi,https://raw.githubusercontent.com/Adyen/adyen-openapi/main/json/LegalEntityService-v3.json,3.1
adyen.com:ManagementNotificationService-v1,openapi,https://raw.githubusercontent.com/Adyen/adyen-openapi/main/json/ManagementNotificationService-v1.json,3.1
adyen.com:ManagementService,openapi,https://raw.githubusercontent.com/Adyen/adyen-openapi/main/json/ManagementService-v1.json,3.1
adyen.com:MarketPayNotificationService,openapi,https://raw.githubusercontent.com/Adyen/adyen-openapi/master/json/MarketPayNotificationService-v6.json,3.1
adyen.com:NotificationConfigurationService,openapi,https://raw.githubusercontent.com/Adyen/adyen-openapi/main/json/NotificationConfigurationService-v6.json,3.1
adyen.com:PaymentService,openapi,https://raw.githubusercontent.com/Adyen/adyen-openapi/main/json/PaymentService-v68.json,3.1
adyen.com:PayoutService,openapi,https://raw.githubusercontent.com/Adyen/adyen-openapi/main/json/PayoutService-v68.json,3.1
adyen.com:RecurringService,openapi,https://raw.githubusercontent.com/Adyen/adyen-openapi/main/json/RecurringService-v68.json,3.1
adyen.com:StoredValueService,openapi,https://raw.githubusercontent.com/Adyen/adyen-openapi/main/json/StoredValueService-v46.json,3.1
adyen.com:TestCardService,openapi,https://raw.githubusercontent.com/Adyen/adyen-openapi/main/json/TestCardService-v1.json,3.1
adyen.com:TfmAPIService,openapi,https://raw.githubusercontent.com/Adyen/adyen-openapi/main/json/TfmAPIService-v1.json,3.1
adyen.com:TransferService,openapi,https://raw.githubusercontent.com/Adyen/adyen-openapi/main/json/TransferService-v3.json,3.1
afterbanks.com,swagger,https://www.afterbanks.com/api/documentation/es/swagger.yaml,2.0
agco-ats.com,openapi,https://secure.agco-ats.com:443/swagger/docs/v1,3.0
aiception.com,swagger,https://aiception.com/static/swagger.json,2.0
airbyte.local:config,openapi,https://raw.githubusercontent.com/airbytehq/airbyte/master/airbyte-api/src/main/openapi/config.yaml,3.0
airport-web.appspot.com,swagger,https://airport-web.appspot.com/api/docs/swagger.json,2.0
akeneo.com,swagger,https://raw.githubusercontent.com/akeneo/pim-api-docs/master/content/swagger/akeneo-web-api.json,2.0
alertersystem.com,openapi,https://www.alertersystem.com/api/docs.json,3.0
amadeus.com,swagger,https://developers.amadeus.com/PAS-EAS/api/v0/documents/10181/file,2.0
amadeus.com:amadeus-airline-code-lookup,swagger,https://raw.githubusercontent.com/amadeus4dev/amadeus-open-api-specification/main/spec/json/AirlineCodeLookUp_v1_swagger_specification.json,2.0
amadeus.com:amadeus-airport-&-city-search,swagger,https://raw.githubusercontent.com/amadeus4dev/amadeus-open-api-specification/main/spec/json/AirportCitySearch_v1_swagger_specification.json,2.0
amadeus.com:amadeus-airport-nearest-relevant,swagger,https://raw.githubusercontent.com/amadeus4dev/amadeus-open-api-specification/main/spec/json/AirportNearestRelevant_v1_swagger_specification.json,2.0
amadeus.com:amadeus-airport-on-time-performance,swagger,https://raw.githubusercontent.com/amadeus4dev/amadeus-open-api-specification/main/spec/json/AirportOnTimePerformance_v1_swagger_specification.json,2.0
amadeus.com:amadeus-branded-fares-upsell,swagger,https://raw.githubusercontent.com/amadeus4dev/amadeus-open-api-specification/main/spec/json/BrandedFaresUpsell_v1_swagger_specification.json,2.0
amadeus.com:amadeus-flight-availabilities-search,swagger,https://raw.githubusercontent.com/amadeus4dev/amadeus-open-api-specification/main/spec/json/FlightAvailabilitiesSearch_v1_swagger_specification.json,2.0
amadeus.com:amadeus-flight-busiest-traveling-period,swagger,https://raw.githubusercontent.com/amadeus4dev/amadeus-open-api-specification/main/spec/json/FlightBusiestTravelingPeriod_v1_swagger_specification.json,2.0
amadeus.com:amadeus-flight-cheapest-date-search,swagger,https://raw.githubusercontent.com/amadeus4dev/amadeus-open-api-specification/main/spec/json/FlightCheapestDateSearch_v1_swagger_specification.json,2.0
amadeus.com:amadeus-flight-check-in-links,swagger,https://raw.githubusercontent.com/amadeus4dev/amadeus-open-api-specification/main/spec/json/FlightCheck-inLinks_v2_swagger_specification.json,2.0
amadeus.com:amadeus-flight-choice-prediction,swagger,https://raw.githubusercontent.com/amadeus4dev/amadeus-open-api-specification/main/spec/json/FlightChoicePrediction_v2_swagger_specification.json,2.0
amadeus.com:amadeus-flight-create-orders,swagger,https://raw.githubusercontent.com/amadeus4dev/amadeus-open-api-specification/main/spec/json/FlightCreateOrders_v1_swagger_specification.json,2.0
amadeus.com:amadeus-flight-delay-prediction,swagger,https://raw.githubusercontent.com/amadeus4dev/amadeus-open-api-specification/main/spec/json/FlightDelayPrediction_v1_swagger_specification.json,2.0
amadeus.com:amadeus-flight-inspiration-search,swagger,https://raw.githubusercontent.com/amadeus4dev/amadeus-open-api-specification/main/spec/json/FlightInspirationSearch_v1_swagger_specification.json,2.0
amadeus.com:amadeus-flight-most-booked-destinations,swagger,https://raw.githubusercontent.com/amadeus4dev/amadeus-open-api-specification/main/spec/json/FlightMostBookedDestinations_v1_swagger_specification.json,2.0
