Datetime,Content,RetweetCount,Like Count,Quote Count,Text,Username,Location,Followers,URL,Verified,Lat,Long
2021-04-08 22:00:20+00:00,"Cara also leveled up the challenge with animation! https://t.co/Qcpr76Sc57
#DuBoisChallenge #TidyTuesday @R4DScommunity @cararthompson @DuBoisUMass",0,4,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1380279367465631750,FALSE,40.7127281,-74.0060152
2021-04-08 22:00:19+00:00,Next up we have @cararthompson with her rendition! https://t.co/GgLTysspQJ @librarycongress #DuboisChallenge,0,4,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1380279366366679043,FALSE,40.7127281,-74.0060152
2021-04-08 22:00:19+00:00,"Let's highlight Week 7 of the #DuBoisChallenge featuring the #Spiral ! The graph is rolling up the assed value of household and kitchen furniture from 1875 to 1899. One of my fave recreations comes from @ijeamaka_a! 
https://t.co/AfpsxftB0d Drop me a DM so we can say congrats!",1,10,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1380279364185698304,FALSE,40.7127281,-74.0060152
2021-04-08 20:19:51+00:00,@fedhere I hope you have been enjoying the #DuBoisChallenge! It's been a great journey! Here is some more information! https://t.co/y2P2Qecbn3,1,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1380254079209897986,FALSE,40.7127281,-74.0060152
2021-04-08 19:24:27+00:00,@tamallery Speaking of Venn Diagrams. we found that the #DuBoisChallenge brought many communities together! https://t.co/y2P2Qecbn3,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1380240140128423940,FALSE,40.7127281,-74.0060152
2021-04-08 19:21:43+00:00,@tamallery Hope you have been enjoying #DuBoisChallenge and spreading the word!!,0,1,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1380239451859922944,FALSE,40.7127281,-74.0060152
2021-04-08 04:17:28+00:00,@ijeamaka_a @CharlieEatonPhD @manup4 @ProfessorWherry @ajstarks @manup4 were you able to participate in the #DuBoisChallenge?,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1380011887543345154,FALSE,40.7127281,-74.0060152
2021-04-08 00:23:09+00:00,I think @AdamMico1 might have been the only one who did the #DuBoisChallenge start to finish! @DuBoisUMass @librarycongress #data #datafam https://t.co/1B0qZKpUBl,0,4,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1379952922939813889,FALSE,40.7127281,-74.0060152
2021-04-07 20:59:02+00:00,Here's the result of my 7 weeks of the #DuboisChallenge. I'll probably finish the 3 bonus to get a nice even 10. https://t.co/DAzJbpFuTy,2,12,2,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AdamMico1,"Madison, WI",3097,https://twitter.com/AdamMico1/status/1379901553260253189,FALSE,43.074761,-89.3837613
2021-04-07 20:39:27+00:00,"The #DuboisChallenge was such an amazing initiative and helped me really think much more about infographic design. Thank you for @AlDatavizguy, @sqlsekou &amp; @ajstarks for selecting me as a recipient for the book of my choosing. It was obvious! Thanks @hadleywickham for sponsoring! https://t.co/bQk4nuxbZe",2,28,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AdamMico1,"Madison, WI",3097,https://twitter.com/AdamMico1/status/1379896623879307272,FALSE,43.074761,-89.3837613
2021-04-07 15:29:27+00:00,The final visual zooms into Georgia with a county-based choropleth showing how the formally enslaved population are distributed #DuboisChallenge https://t.co/bPsRPu2isL,0,2,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ajstarks,"New Jersey, USA",1237,https://twitter.com/ajstarks/status/1379818613167816710,FALSE,40.0757384,-74.4041622
2021-04-07 15:24:29+00:00,The next visual shows two choropleth maps illustrating the flow of the formally enslaved from/to Georgia. Note the use of color along with numbers and flow lines #DuboisChallenge https://t.co/cmb5mgrlzK,1,1,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ajstarks,"New Jersey, USA",1237,https://twitter.com/ajstarks/status/1379817362854178824,FALSE,40.0757384,-74.4041622
2021-04-07 15:10:23+00:00,"For people who can't get enough of the #DuboisChallenge note that there are some ""bonus"" items for you: all map-based.  Let's walk through each one. https://t.co/w1tyhmLXVV",6,10,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ajstarks,"New Jersey, USA",1237,https://twitter.com/ajstarks/status/1379813815471194112,FALSE,40.0757384,-74.4041622
2021-04-06 15:47:33+00:00,There are different flavors of #community challenges out there in the datasphere and it's encouraging. Came across @30DayChartChall recently. @DiversityinData is definitely heating up and there is also the #DuBoisChallenge. https://t.co/zBKCv1iwZw,1,2,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BeDataLit,,312,https://twitter.com/BeDataLit/status/1379460778542170112,FALSE,,
2021-04-03 21:42:47+00:00,Happy that the #30DayChartChallenge is intersecting with the #DuBoisChallenge! Can't wait to highlight @ijeamaka_a 's submission from #TidyTuesday ! @librarycongress @LibnOfCongress https://t.co/uXGqg8tyB9,2,6,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1378463012571471872,FALSE,40.7127281,-74.0060152
2021-04-03 17:20:58+00:00,Day 3 of the #30DayChartChallenge - Historical. Tried really hard not to copy all of @ijeamaka_a's #rstats code to recreate W.E.B Du Bois' beautiful spiral chart. #DuBoisChallenge Maybe tomorrow I'll try something a bit easier... https://t.co/YCh6p1fcRv,4,20,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",drtimschoof,"Minneapolis, MN",244,https://twitter.com/drtimschoof/status/1378397123511779328,FALSE,44.9772995,-93.2654692
2021-04-02 18:34:53+00:00,#HappyFriday Looks like we've come to the end of the #DuBoisChallenge. All great series have to end. @sqlsekou @ajstarks and myself have had a great time engaging you all with DuBois's work. You've also encouraged us to keep promoting DuBois as a data viz pioneer! https://t.co/y0DKsc26pD,5,21,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1378053338260967444,FALSE,40.7127281,-74.0060152
2021-04-01 15:00:04+00:00,#DuBoisChallenge https://t.co/11nEPGc5dl,0,1,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",manup4,"iPhone: 34.704040,-86.722909",5044,https://twitter.com/manup4/status/1377636889344290816,FALSE,,
2021-03-31 22:13:24+00:00,"Got so far behind with #TidyTuesday that I almost gave up again, but I want to keep it up so am hoping to catch up this week. The first one is for wk 12 (Steam game data). Tried another #DuBoisChallenge, but using peak user-numbers of games my husband (@fozzielumpkins) plays. https://t.co/XXJJE9N3Zy",9,38,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",winterstat,"California, USA",547,https://twitter.com/winterstat/status/1377383554892525568,FALSE,36.7014631,-118.755997
2021-03-31 20:02:31+00:00,"Just posted a new @Stata walkthrough for the #DuBoisChallenge on Medium.

#Stata code on GitHub:
https://t.co/5AYGO2zhiD

@CharlieEatonPhD @ajstarks 

Graph replication: The Du Bois Challenge https://t.co/xxzOf1ozsE",4,18,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AsjadNaqvi,"Vienna, Austria",1958,https://twitter.com/AsjadNaqvi/status/1377350615215509512,FALSE,48.2083537,16.3725042
2021-03-31 17:45:31+00:00,"@DuBoisUMass Thanks for sharing the #DuBoisChallenge. If you want to hear more about his awesome collection of data visualizations, please check out the @tableau webinar featuring @ajstarks and @Jasonforrestftw https://t.co/zgPeXeOyvT",2,5,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1377316136996511746,FALSE,40.7127281,-74.0060152
2021-03-31 17:39:25+00:00,Check out the #DuBoisChallenge if you haven’t already! https://t.co/asQgvUuSmE,2,7,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DuBoisUMass,"Amherst, MA",6166,https://twitter.com/DuBoisUMass/status/1377314604196507651,FALSE,42.3685658,-72.505714
2021-03-29 09:29:26+00:00,"Dropping a new @Stata guide on generating spirals and wrapping text around them. This one is written to supplement the replication code for the #DuBoisChallenge.

#archimedesspiral #dataviz

Stata graphs: Spirals and text wrapping https://t.co/jZaoOWn0cp",8,35,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AsjadNaqvi,"Vienna, Austria",1958,https://twitter.com/AsjadNaqvi/status/1376466519585132544,FALSE,48.2083537,16.3725042
2021-03-27 07:51:06+00:00,@AlDatavizguy Thanks! Really enjoyed the #TidyTuesday #DuBoisChallenge week!,1,3,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",cararthompson,Edinburgh,266,https://twitter.com/cararthompson/status/1375716996092944390,FALSE,55.9533456,-3.1883749
2021-03-27 02:45:30+00:00,"@avrodrigues_ #DuBoisChallenge Week 6 #TidyTuesday 
https://t.co/ehjudejzDH",0,1,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1375640093050998791,FALSE,40.7127281,-74.0060152
2021-03-27 02:45:30+00:00,"@CarloooMedina #DuBoisChallenge Week 6 #TidyTuesday 
https://t.co/XPav35xU00",1,3,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1375640091994030083,FALSE,40.7127281,-74.0060152
2021-03-27 02:45:30+00:00,"@datadavidz #DuBoisChallenge Week 6 #TidyTuesday 
https://t.co/mcH8UYd7gg",0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1375640090890940416,FALSE,40.7127281,-74.0060152
2021-03-27 02:45:30+00:00,"@richard_vogg #DuBoisChallenge Week 6 #TidyTuesday 
https://t.co/E4EqboCie0",0,1,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1375640089833914368,FALSE,40.7127281,-74.0060152
2021-03-27 02:45:29+00:00,"@long39ng #DuBoisChallenge Week 6 #dataviz #TidyTuesday 
https://t.co/LQLebMPPwu",0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1375640088709894146,FALSE,40.7127281,-74.0060152
2021-03-27 02:45:29+00:00,With some colored blocks this could have been a nice 3D #DuBois #dataviz  #DuBoisChallenge @DataVizzdom  https://t.co/SGAe09zldg,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1375640086906339328,FALSE,40.7127281,-74.0060152
2021-03-27 02:45:29+00:00,"@AdamMico1 went a little abstract with his #dataviz! #datafam #DuBoisChallenge Week 6
https://t.co/6nKjbjW1uE",0,1,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1375640085891313669,FALSE,40.7127281,-74.0060152
2021-03-27 02:45:29+00:00,"@jakekaupp #TidyTuesday #dataviz #DuBoisChallenge Week 6
https://t.co/0U7Giv2n6o",0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1375640084821729283,FALSE,40.7127281,-74.0060152
2021-03-27 02:45:28+00:00,"@AsjadNaqvi Great job! #spirals #dataviz #DuBoisChallenge Week 6
https://t.co/FQdbahxDK2",0,2,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1375640083735457792,FALSE,40.7127281,-74.0060152
2021-03-27 02:45:28+00:00,#HappyFriday! It's time for the #DuBoisChallenge Week 6 round up! This is one of DuBois' spirals that speaks to his mathematical genius and innovation.,0,2,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1375640082896588806,FALSE,40.7127281,-74.0060152
2021-03-27 02:16:24+00:00,"#DuBoisChallenge #YouMakeStrayKidsStay #YouthWithYou3 #FacebookLive
https://t.co/eS4LitmRkW",0,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SajidHussain503,,46,https://twitter.com/SajidHussain503/status/1375632766356832259,FALSE,,
2021-03-27 00:14:20+00:00,Looks like we're going to have a lot of fun with week 7 #DuBoisChallenge #animated #dataviz https://t.co/Qcpr76Sc57,0,7,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1375602046821351430,FALSE,40.7127281,-74.0060152
2021-03-27 00:10:20+00:00,This might come in handy for this week's #DuBoisChallenge! https://t.co/lhQrVYryEH,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1375601042835005445,FALSE,40.7127281,-74.0060152
2021-03-26 23:17:53+00:00,"➡️https://t.co/fsmYsAThiu

🚨New viz... Friday Night, Viz Night🚨

Had some fun using making a '3D-ish' version with @lukestanke Data Coach's vid for #DuboisChallenge Week 7!  This is NOT best practice, but darn fun!

Check tooltips in spiral for context + inflation impact. https://t.co/1CfJbxdWIi",6,79,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AdamMico1,"Madison, WI",3097,https://twitter.com/AdamMico1/status/1375587843662286851,FALSE,43.074761,-89.3837613
2021-03-26 22:37:35+00:00,Week 7 #DuBoisChallenge is out! This is one of my fave visualizations and much anticipated from most of you. https://t.co/WGmVh7oaPc,0,8,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1375577702741250058,FALSE,40.7127281,-74.0060152
2021-03-26 22:30:23+00:00,"#DuBoisChallenge - Week 7 ‼️

Tool: Charticulator https://t.co/I8blCxqXRy",2,21,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",sqlsekou,"Nashville, TN",1034,https://twitter.com/sqlsekou/status/1375575888868298761,FALSE,36.2206081,-86.69563733
2021-03-26 15:16:44+00:00,#duboischallenge https://t.co/DBLtUZzgzy,0,0,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",manup4,"iPhone: 34.704040,-86.722909",5044,https://twitter.com/manup4/status/1375466755800334339,FALSE,,
2021-03-25 12:24:28+00:00,"Week 8 #TidyTuesday on #DuboisChallenge.
#RStats #dataviz #tidyverse 
data: Du Bois Data Challenge. https://t.co/KjXRVbK2Ns",4,4,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",berndatte_john,"Nairobi, Kenya",108,https://twitter.com/berndatte_john/status/1375061015101108226,FALSE,-1.30316895,36.82606122
2021-03-23 21:33:42+00:00,Good work Alonso! @Alocord #DuBoisChallenge #DataScience #dataviz #fintwitter https://t.co/S2Gn2SabRO,0,4,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1374474458396684292,FALSE,40.7127281,-74.0060152
2021-03-23 21:33:41+00:00,"Thanks for participating Allyson! @allydemerlis #DuBoisChallenge Week 5 #dataviz #soctwitter #TidyTuesday 
https://t.co/k99Llv2lnV",1,4,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1374474456991592452,FALSE,40.7127281,-74.0060152
2021-03-23 21:33:41+00:00,"Good work Marisa! @marisalyn #DuBoisChallenge #TidyTuesday #soctwitter #dataviz #DataScience #data4good 
https://t.co/Y0gHaYUVlg",1,2,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1374474455661965317,FALSE,40.7127281,-74.0060152
2021-03-23 21:33:41+00:00,"Thanks for participating Marieke! @marieke_k_jones #DuBoisChallenge #soctwitter #fintwitter #dataviz #TidyTuesday
https://t.co/mhW6yzTs6r",1,2,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1374474454152011779,FALSE,40.7127281,-74.0060152
2021-03-23 21:33:40+00:00,"Next up we have Florence! Thanks for participating! @florencelydia11! #DuBoisChallenge #soctwitter @NEhumanities 
https://t.co/Z7J0DvRJxA",0,3,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1374474452734373898,FALSE,40.7127281,-74.0060152
2021-03-23 21:33:40+00:00,"It's never too late to showcase #DuBoisChallenge submissions! Here is week 5 starting with @NablaVanderlyle! Good work Lisa! #soctwitter #financialliteracy 
https://t.co/SWEvQNPI2c",0,6,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1374474451237040132,FALSE,40.7127281,-74.0060152
2021-03-23 20:04:44+00:00,@ElenLeFoll Hi! Hopefully you had a chance to participate in the #DuBoisChallenge!,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1374452070481227786,FALSE,40.7127281,-74.0060152
2021-03-23 19:43:22+00:00,@pandotree Do you know if anyone at @NCState did the #DuBoisChallenge?,0,0,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AlDatavizguy,New York,1113,https://twitter.com/AlDatavizguy/status/1374446695040262151,FALSE,40.7127281,-74.0060152
2021-03-23 19:12:10+00:00,"@VizFord @AlDatavizguy @ajstarks @tableau All charts are available from the LoC, so downloading and printing them out is easy enough. There was an exhibition at the @illustrationHQ in London and they did something similar. Maybe interesting to tie it to #DuBoisChallenge of @ajstarks  to show how it can be modernized.",0,1,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Jasonforrestftw,"New York, NY",3310,https://twitter.com/Jasonforrestftw/status/1374438840211886092,FALSE,40.7127281,-74.0060152
2021-03-21 17:01:04+00:00,"Here is #DuBoisChallenge number 7 (#plate25) made with @Stata. 

This #dataviz piggy-backs on the spirals (challenge 6) used earlier but adds outline strokes to the spirals.

#Stataviz 

@CharlieEatonPhD @ajstarks @sqlsekou https://t.co/Rnr5aySScG",2,19,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AsjadNaqvi,"Vienna, Austria",1958,https://twitter.com/AsjadNaqvi/status/1373681072093937664,FALSE,48.2083537,16.3725042
2021-03-20 21:51:30+00:00,"@AdamMico1 @lukestanke @tableau @sqlsekou @AlDatavizguy @ajstarks Love this! Very creative and new ‘take’ on the original, you can take over teaching my classes, you have plenty of material to teach now! #DuboisChallenge",0,2,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DocKevinElder,Kevin.Elder@GCSU.edu,1866,https://twitter.com/DocKevinElder/status/1373391776917164034,FALSE,,
2021-03-20 20:25:15+00:00,"➡️https://t.co/BPcbXhpDmX

Had some fun using @lukestanke Data Coach ""#DuBois + Math tutorials"" and remixing his with a remixed version of the original visualization. #DuboisChallenge Week 6! The original would have taken too long, even in @Tableau. This is NOT best practice, 🤣. https://t.co/uLGmVfURbO",1,25,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AdamMico1,"Madison, WI",3097,https://twitter.com/AdamMico1/status/1373370070357975043,FALSE,43.074761,-89.3837613
2021-03-20 18:23:46+00:00,#duboischallenge https://t.co/2nI4TAnK9f,0,1,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",manup4,"iPhone: 34.704040,-86.722909",5044,https://twitter.com/manup4/status/1373339496838799363,FALSE,,
2021-03-20 14:57:33+00:00,#Golang program to make a Dubois-style fan chart using the dchart package: #DuboisChallenge https://t.co/LR0oTfS4xM,2,16,0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ajstarks,"New Jersey, USA",1237,https://twitter.com/ajstarks/status/1373287602690920448,FALSE,40.0757384,-74.4041622
2021-03-20 12:44:07+00:00,"Participants in the #DuboisChallenge seeking to understand the context of the work may be interested to know that Georgia African American newspapers published during the time of the Paris exposition are now online

https://t.co/2LwnlGDZ5M",1,10,1,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ajstarks,"New Jersey, USA",1237,https://twitter.com/ajstarks/status/1373254024250679301,FALSE,40.0757384,-74.4041622
