laureate_id,laureate_name,prize_year,title,pub_year,paper_id,doi,journal,affiliation,is_prize_winning_paper,category
20001,"stoddart, j",2016,a molecular shuttle,1991,1976038872,10.1021/ja00013a096,journal of the american chemical society,northwestern university,YES,chemistry
20001,"stoddart, j",2016,chemical synthesis of nanostructures,1993,1963538048,10.1557/PROC-330-57,mrs proceedings,northwestern university,NO,chemistry
20001,"stoddart, j",2016,formation and x ray crystal structure of pt h2nch2ch2nh2 2 18 crown 6 n2 pf6 2n a hydrogen bonded stepped chain copolymer,1981,1963552001,10.1039/C39810000851,journal of the chemical society chemical communications,northwestern university,NO,chemistry
20001,"stoddart, j",2016,single walled carbon nanotubes under the influence of dynamic coordination and supramolecular chemistry,2005,2095637444,10.1002/smll.200400070,small,northwestern university,NO,chemistry
20001,"stoddart, j",2016,synthesis of medium heterocyclic rings from 6 deoxy d allose,1974,2095678508,10.1016/S0008-6215(00)82105-9,carbohydrate research,northwestern university,NO,chemistry
20001,"stoddart, j",2016,a stereoselective synthesis of xylitol,1982,1963703624,10.1016/S0040-4039(00)85841-4,tetrahedron letters,northwestern university,NO,chemistry
20001,"stoddart, j",2016,a switchable hybrid 2 catenane based on transition metal complexation and  electron donor acceptor interactions,1996,1963706595,10.1021/ja954329,journal of the american chemical society,northwestern university,NO,chemistry
20001,"stoddart, j",2016,a supramolecular approach for the formation of fullerene phthalocyanine dyads,2002,1963747614,10.1039/b110270m,journal of materials chemistry,northwestern university,NO,chemistry
20001,"stoddart, j",2016,tunable solid state fluorescent materials for supramolecular encryption,2015,1964026771,10.1038/ncomms7884,nature communications,northwestern university,NO,chemistry
20001,"stoddart, j",2016,translational isomerism in a 3 catenane and a 3 rotaxane,2002,1964218911,10.1021/ol026464e,organic letters,northwestern university,NO,chemistry
20001,"stoddart, j",2016,electrostatic barriers in rotaxanes and pseudorotaxanes,2011,1964287840,10.1002/chem.201002933,chemistry a european journal,northwestern university,NO,chemistry
20001,"stoddart, j",2016,putting mechanically interlocked molecules mims to work in tomorrow s world,2014,1964306370,10.1002/anie.201408043,angewandte chemie,northwestern university,NO,chemistry
20001,"stoddart, j",2016,self assembling 2 and 3 rotaxanes from secondary dialkylammonium salts and crown ethers,1996,1964728214,10.1002/chem.19960020617,chemistry a european journal,northwestern university,NO,chemistry
20001,"stoddart, j",2016,ultrafast two electron transfer in a cds quantum dot extended viologen cyclophane complex,2016,2342415917,10.1021/jacs.5b13386,journal of the american chemical society,northwestern university,NO,chemistry
20001,"stoddart, j",2016,anion assisted self assembly,1997,1964876427,10.1002/anie.199720681,angewandte chemie,northwestern university,NO,chemistry
20001,"stoddart, j",2016,editorial von der supramolekularen zur systemchemie vom einfachen zum komplexen,2012,1964979831,10.1002/ange.201209124,angewandte chemie,northwestern university,NO,chemistry
20001,"stoddart, j",2016,controlling association kinetics in the formation of donor acceptor pseudorotaxanes,2015,1965091360,10.1016/j.tetlet.2015.01.169,tetrahedron letters,northwestern university,NO,chemistry
20001,"stoddart, j",2016,direct calorimetric measurement of enthalpy of adsorption of carbon dioxide on cd mof 2 a green metal organic framework,2013,1965169235,10.1021/ja402315d,journal of the american chemical society,northwestern university,NO,chemistry
20001,"stoddart, j",2016,enantioselective reductions of aromatic ketones with ammonia borane complexes of chiral tetraphenyl 18 crown 6 derivatives,1984,1965187235,10.1039/C39840001461,journal of the chemical society chemical communications,northwestern university,NO,chemistry
