Laureate ID,Laureate name,Prize year,Title,Pub year,Paper ID,DOI,Journal,Affiliation,Is prize-winning paper
20001,"stoddart, j",2016,a molecular shuttle,1991,1976038872,10.1021/ja00013a096,journal of the american chemical society,northwestern university,YES
20001,"stoddart, j",2016,chemical synthesis of nanostructures,1993,1963538048,10.1557/PROC-330-57,mrs proceedings,northwestern university,NO
20001,"stoddart, j",2016,formation and x ray crystal structure of pt h2nch2ch2nh2 2 18 crown 6 n2 pf6 2n a hydrogen bonded stepped chain copolymer,1981,1963552001,10.1039/C39810000851,journal of the chemical society chemical communications,northwestern university,NO
20001,"stoddart, j",2016,single walled carbon nanotubes under the influence of dynamic coordination and supramolecular chemistry,2005,2095637444,10.1002/smll.200400070,small,northwestern university,NO
20001,"stoddart, j",2016,synthesis of medium heterocyclic rings from 6 deoxy d allose,1974,2095678508,10.1016/S0008-6215(00)82105-9,carbohydrate research,northwestern university,NO
20001,"stoddart, j",2016,a stereoselective synthesis of xylitol,1982,1963703624,10.1016/S0040-4039(00)85841-4,tetrahedron letters,northwestern university,NO
20001,"stoddart, j",2016,a switchable hybrid 2 catenane based on transition metal complexation and  electron donor acceptor interactions,1996,1963706595,10.1021/ja954329,journal of the american chemical society,northwestern university,NO
20001,"stoddart, j",2016,a supramolecular approach for the formation of fullerene phthalocyanine dyads,2002,1963747614,10.1039/b110270m,journal of materials chemistry,northwestern university,NO
20001,"stoddart, j",2016,tunable solid state fluorescent materials for supramolecular encryption,2015,1964026771,10.1038/ncomms7884,nature communications,northwestern university,NO
20001,"stoddart, j",2016,translational isomerism in a 3 catenane and a 3 rotaxane,2002,1964218911,10.1021/ol026464e,organic letters,northwestern university,NO
20001,"stoddart, j",2016,electrostatic barriers in rotaxanes and pseudorotaxanes,2011,1964287840,10.1002/chem.201002933,chemistry a european journal,northwestern university,NO
20001,"stoddart, j",2016,putting mechanically interlocked molecules mims to work in tomorrow s world,2014,1964306370,10.1002/anie.201408043,angewandte chemie,northwestern university,NO
20001,"stoddart, j",2016,self assembling 2 and 3 rotaxanes from secondary dialkylammonium salts and crown ethers,1996,1964728214,10.1002/chem.19960020617,chemistry a european journal,northwestern university,NO
20001,"stoddart, j",2016,ultrafast two electron transfer in a cds quantum dot extended viologen cyclophane complex,2016,2342415917,10.1021/jacs.5b13386,journal of the american chemical society,northwestern university,NO
20001,"stoddart, j",2016,anion assisted self assembly,1997,1964876427,10.1002/anie.199720681,angewandte chemie,northwestern university,NO
20001,"stoddart, j",2016,editorial von der supramolekularen zur systemchemie vom einfachen zum komplexen,2012,1964979831,10.1002/ange.201209124,angewandte chemie,northwestern university,NO
20001,"stoddart, j",2016,controlling association kinetics in the formation of donor acceptor pseudorotaxanes,2015,1965091360,10.1016/j.tetlet.2015.01.169,tetrahedron letters,northwestern university,NO
20001,"stoddart, j",2016,direct calorimetric measurement of enthalpy of adsorption of carbon dioxide on cd mof 2 a green metal organic framework,2013,1965169235,10.1021/ja402315d,journal of the american chemical society,northwestern university,NO
20001,"stoddart, j",2016,enantioselective reductions of aromatic ketones with ammonia borane complexes of chiral tetraphenyl 18 crown 6 derivatives,1984,1965187235,10.1039/C39840001461,journal of the chemical society chemical communications,northwestern university,NO
20001,"stoddart, j",2016,light induced charge transfer in pyrene cdse swnt hybrids,2008,1965291662,10.1002/adma.200701125,advanced materials,northwestern university,NO
20001,"stoddart, j",2016,recognition between v and dumbbell shaped molecules,2013,2096976492,10.1039/c3ra43470b,rsc advances,northwestern university,NO
20001,"stoddart, j",2016,redox control of the binding modes of an organic receptor,2015,1748896525,10.1021/jacs.5b05618,journal of the american chemical society,northwestern university,NO
20001,"stoddart, j",2016,monitoring cyclodextrin polyviologen pseudopolyrotaxanes with the bradford assay,2006,1966082323,10.1039/B509576J,organic and biomolecular chemistry,northwestern university,NO
20001,"stoddart, j",2016,synthesis of lactoside glycodendrons using photoaddition and reductive amination methodologies,2004,1966097072,10.1016/j.carres.2004.06.011,carbohydrate research,northwestern university,NO
20001,"stoddart, j",2016,inside cover chameleonic binding of the dimethyldiazaperopyrenium dication by cucurbit 8 uril asian j org chem 3 2013,2013,1966211571,10.1002/ajoc.201390007,asian journal of organic chemistry,northwestern university,NO
20001,"stoddart, j",2016,a poly bis 2 catenane containing a combination of covalent mechanical and coordinative bonds,1998,2097225195,10.1002/(SICI)1521-4095(199811)10:16<1366::AID-ADMA1366>3.0.CO;2-D,advanced materials,northwestern university,NO
20001,"stoddart, j",2016,synthesis and characterization of per 3 6 anhydro cyclodextrins,1991,1966329768,10.1002/anie.199100801,angewandte chemie,northwestern university,NO
20001,"stoddart, j",2016,an efficient artificial molecular pump,2017,2616946930,10.1016/j.tet.2017.05.087,tetrahedron,northwestern university,NO
20001,"stoddart, j",2016,koordination eines makropolycyclischen kronenetherbisamid rezeptors in der zweiten koordinationssphare von tetraamminplatin ii,1987,1966368855,10.1002/ange.19870990721,angewandte chemie,northwestern university,NO
20001,"stoddart, j",2016,functionalized 2 rotaxanes,1996,1966406874,10.1002/ijch.199600047,israel journal of chemistry,northwestern university,NO
20001,"stoddart, j",2016,functionalized defects through solvent assisted linker exchange synthesis characterization and partial postsynthesis elaboration of a metal organic framework containing free carboxylic acid moieties,2015,2312740656,10.1021/ic502697y,inorganic chemistry,northwestern university,NO
20001,"stoddart, j",2016,redox switchable daisy chain rotaxanes driven by radical radical interactions,2014,2312795081,10.1021/ja500675y,journal of the american chemical society,northwestern university,NO
20001,"stoddart, j",2016,ein makrobicyclisches wirtmolekul fur das diquat dikation,1985,1967087837,10.1002/ange.19850970720,angewandte chemie,northwestern university,NO
20001,"stoddart, j",2016,lock arm supramolecular ordering a molecular construction set for cocrystallizing organic charge transfer complexes,2014,2312828018,10.1021/ja509442t,journal of the american chemical society,northwestern university,NO
20001,"stoddart, j",2016,molecular dynamics simulation of amphiphilic bistable 2 rotaxane langmuir monolayers at the air water interface,2005,1967263253,10.1021/ja0531531,journal of the american chemical society,northwestern university,NO
20001,"stoddart, j",2016,selbstorganisation in naturlichen und in nichtnaturlichen systemen,1996,2097818531,10.1002/ange.19961081105,angewandte chemie,northwestern university,NO
20001,"stoddart, j",2016,supramolekulare ganseblumchenketten durch selbstorganisation,1998,1967446556,10.1002/(SICI)1521-3757(19980703)110:13/14<2016::AID-ANGE2016>3.0.CO;2-4,angewandte chemie,northwestern university,NO
20001,"stoddart, j",2016,crown ether complexes of sulfonium salts the x ray crystal structures of phcoch2sme2 18 crown 6 n pf6 n and phcochphsme2 2 18 crown 6 pf6 2,1984,2097952679,10.1002/anie.198409771,angewandte chemie,northwestern university,NO
20001,"stoddart, j",2016,sterospecific syntheses of marcrobicyclic polyethers with carbon bridgeheads from chiral glycerol derivatives,1984,2097953254,10.1039/C39840001356,journal of the chemical society chemical communications,northwestern university,NO
20001,"stoddart, j",2016,cheminform abstract molecular and supramolecular nanomachines,2010,2097962699,10.1002/chin.200021260,cheminform,northwestern university,NO
20001,"stoddart, j",2016,nanoporous carbohydrate metal organic frameworks,2012,1967607782,10.1021/ja208224f,journal of the american chemical society,northwestern university,NO
20001,"stoddart, j",2016,hammett correlations beyond the molecule 1,1998,1967691340,10.1039/A802406E,journal of the chemical society perkin transactions 1,northwestern university,NO
20001,"stoddart, j",2016,active molecular plasmonics controlling plasmon resonances with molecular switches,2009,2098048558,10.1021/nl803539g,nano letters,northwestern university,NO
20001,"stoddart, j",2016,synthesis structure and metalation of two new highly porous zirconium metal organic frameworks,2012,1967812076,10.1021/ic300825s,inorganic chemistry,northwestern university,NO
20001,"stoddart, j",2016,a push button molecular switch,2009,2098140529,10.1021/ja904104c,journal of the american chemical society,northwestern university,NO
20001,"stoddart, j",2016,cyclophanes with self recognising components,1995,1968008241,10.1039/C39950002541,journal of the chemical society chemical communications,northwestern university,NO
20001,"stoddart, j",2016,rigid strut containing crown ethers and 2 catenanes for incorporation into metal organic frameworks,2009,2098220951,10.1002/chem.200902350,chemistry a european journal,northwestern university,NO
20001,"stoddart, j",2016,modulating the binding of polycyclic aromatic hydrocarbons inside a hexacationic cage by anion  interactions,2014,2098299144,10.1002/anie.201408400,angewandte chemie,northwestern university,NO
20001,"stoddart, j",2016,solvent dependent ground state distributions in a donor acceptor redox active bistable 2 catenane,2012,2274098853,10.1002/poc.1960,journal of physical organic chemistry,northwestern university,NO
20001,"stoddart, j",2016,changing stations in single bistable rotaxane molecules under electrochemical control,2010,1968463659,10.1021/nn100545r,acs nano,northwestern university,NO
20001,"stoddart, j",2016,mechanical shuttling of linear motor molecules in condensed phases on solid substrates,2004,2098499213,10.1021/nl035099x,nano letters,northwestern university,NO
20001,"stoddart, j",2016,inside cover a molecular solomon link angew chem int ed 1 2 2007,2007,2098585525,10.1002/anie.200790005,angewandte chemie,northwestern university,NO
20001,"stoddart, j",2016,polyporous metal coordination frameworks,2012,2313201147,10.1021/ol300199a,organic letters,northwestern university,NO
20001,"stoddart, j",2016,synthese und charakterisierung von per 3 6 anhydro cyclodextrinen,1991,2098909199,10.1002/ange.19911030122,angewandte chemie,northwestern university,NO
20001,"stoddart, j",2016,cheminform abstract cooperative capture synthesis yet another playground for copper free click chemistry,2016,2516804430,10.1002/chin.201636241,cheminform,northwestern university,NO
20001,"stoddart, j",2016,diamminebis 1 5 cyclooctadiene  1 4 10 13 tetraoxa 7 16 diazacyclooctadecane n7 n16 dirhodiumbis hexafluorophosphate an example of simultaneous first and second sphere coordination,1985,2099033651,10.1002/anie.198501351,angewandte chemie,northwestern university,NO
20001,"stoddart, j",2016,cheminform abstract clicked interlocked molecules,2008,1969617846,10.1002/chin.200804235,cheminform,northwestern university,NO
20001,"stoddart, j",2016,dendrimers branching out from curiosities into new technologies,1998,1969703255,10.1016/S0079-6700(97)00025-7,progress in polymer science,northwestern university,NO
20001,"stoddart, j",2016,noncovalent side chain functionalization of terpolymers,2006,1969758126,10.1021/ma060314s,macromolecules,northwestern university,NO
20001,"stoddart, j",2016,the influence of macrocyclic polyether constitution upon ammonium ion crown ether recognition processes,2000,1969825792,10.1002/1521-3765(20000616)6:12<2274::AID-CHEM2274>3.0.CO;2-2,chemistry a european journal,northwestern university,NO
20001,"stoddart, j",2016,synthesis of glycodendrimers by modification of poly propylene imine dendrimers,1997,2099296746,10.1002/chem.19970030620,chemistry a european journal,northwestern university,NO
20001,"stoddart, j",2016,noninvasive remote controlled release of drug molecules in vitro using magnetic actuation of mechanized nanoparticles,2010,1970034438,10.1021/ja1022267,journal of the american chemical society,northwestern university,NO
20001,"stoddart, j",2016,the chameleonic nature of diazaperopyrenium recognition processes,2012,2099425139,10.1002/anie.201205089,angewandte chemie,northwestern university,NO
20001,"stoddart, j",2016,nondegenerate  donor  acceptor 2 catenanes containing proton ionizable 1h 1 2 4 triazole subunits synthesis and spontaneous resolution,2007,2099731699,10.1002/chem.200601144,chemistry a european journal,northwestern university,NO
20001,"stoddart, j",2016,cyclobis paraquat p phenylene as a synthetic receptor for electron rich aromatic compounds electrochemical and spectroscopic studies of neurotransmitter binding,1992,1971074332,10.1021/ja00052a069,journal of the american chemical society,northwestern university,NO
20001,"stoddart, j",2016,the synthesis and structural mapping of unsymmetrical chemically modified  cyclodextrins by high field nuclear magnetic resonance spectroscopy,1995,1971163567,10.1039/P29950001263,journal of the chemical society perkin transactions 1,northwestern university,NO
20001,"stoddart, j",2016,a convergent synthesis of carbohydrate containing dendrimers,1996,2100063754,10.1002/chem.19960020913,chemistry a european journal,northwestern university,NO
20001,"stoddart, j",2016,radically enhanced molecular recognition,2010,2100080515,10.1038/nchem.479,nature chemistry,northwestern university,NO
20001,"stoddart, j",2016,self assembled macromolecular and macrosupramolecular systems,1996,1971339009,10.1016/S0968-5677(96)00063-6,supramolecular science,northwestern university,NO
20001,"stoddart, j",2016,dynamische kovalente chemie,2002,2100185137,10.1002/1521-3757(20020315)114:6<938::AID-ANGE938>3.0.CO;2-K,angewandte chemie,northwestern university,NO
20001,"stoddart, j",2016,composite cd mof nanocrystals containing microspheres for sustained drug delivery,2017,2607347747,10.1039/C6NR07593B,nanoscale,northwestern university,NO
20001,"stoddart, j",2016,self assembly spectroscopic and electrochemical properties of n rotaxanes1,1996,1971668380,10.1021/ja954334d,journal of the american chemical society,northwestern university,NO
20001,"stoddart, j",2016,an optically active 2 catenane made to order,1994,1971671797,10.1016/S0040-4039(00)76981-4,tetrahedron letters,northwestern university,NO
