Laureate ID,Laureate name,Prize year,Title,Pub year,Paper ID,DOI,Journal,Affiliation,Is prize-winning paper
30001,"ohsumi, y",2016,isolation and characterization of autophagy defective mutants of saccharomyces cerevisiae,1993,2011580247,10.1016/0014-5793(93)80398-E,febs letters,tokyo institute of technology,YES
30001,"ohsumi, y",2016,autophagy in yeast demonstrated with proteinase deficient mutants and conditions for its induction,1992,2126801593,10.1083/jcb.119.2.301,journal of cell biology,tokyo institute of technology,YES
30001,"ohsumi, y",2016,a new protein conjugation system in human the counterpart of the yeast apg12p conjugation system essential for autophagy,1998,1964052965,10.1074/jbc.273.51.33889,journal of biological chemistry,tokyo institute of technology,NO
30001,"ohsumi, y",2016,tor mediated induction of autophagy via an apg1 protein kinase complex,2000,1964257510,10.1083/jcb.150.6.1507,journal of cell biology,tokyo institute of technology,NO
30001,"ohsumi, y",2016,organization of the pre autophagosomal structure responsible for autophagosome formation,2008,2096146492,10.1091/mbc.E07-10-1048,molecular biology of the cell,tokyo institute of technology,NO
30001,"ohsumi, y",2016,a landmark protein essential for mitophagy,2009,2394621317,10.4161/auto.5.8.9830,autophagy,tokyo institute of technology,NO
30001,"ohsumi, y",2016,structure of plant atg12 a ubiquitin like modifier essential for autophagy,2005,1965909411,10.1107/S0108767305088793,acta crystallographica section a,tokyo institute of technology,NO
30001,"ohsumi, y",2016,dynamic aspects of vacuolar and cytosolic amino acid pools of saccharomyces cerevisiae,1988,1682642099,10.1128/jb.170.6.2683-2686.1988,journal of bacteriology,tokyo institute of technology,NO
30001,"ohsumi, y",2016,atg8 a ubiquitin like protein required for autophagosome formation mediates membrane tethering and hemifusion,2007,1966227354,10.1016/j.cell.2007.05.021,cell,tokyo institute of technology,NO
30001,"ohsumi, y",2016,chloride transport of yeast vacuolar membrane vesicles a study of in vitro vacuolar acidification,1992,1966555314,10.1016/0005-2728(92)90085-G,biochimica et biophysica acta,tokyo institute of technology,NO
30001,"ohsumi, y",2016,two distinct vps34 phosphatidylinositol 3 kinase complexes function in autophagy and carboxypeptidase y sorting insaccharomyces cerevisiae,2001,1967085696,10.1083/jcb.152.3.519,journal of cell biology,tokyo institute of technology,NO
30001,"ohsumi, y",2016,the yeast chromatin remodeler rsc1 rsc complex is required for transcriptional activation of autophagy related genes and inhibition of the torc1 pathway in response to nitrogen starvation,2015,936860670,10.1016/j.bbrc.2015.07.114,biochemical and biophysical research communications,tokyo institute of technology,NO
30001,"ohsumi, y",2016,the crystal structure of atg3 an autophagy related ubiquitin carrier protein e2 enzyme that mediates atg8 lipidation,2007,1967413008,10.1074/jbc.M611473200,journal of biological chemistry,tokyo institute of technology,NO
30001,"ohsumi, y",2016,vam2 vps41p and vam6 vps39p are components of a protein complex on the vacuolar membranes and involved in the vacuolar assembly in the yeast saccharomyces cerevisiae,1997,1968633942,10.1074/jbc.272.17.11344,journal of biological chemistry,tokyo institute of technology,NO
30001,"ohsumi, y",2016,mutational analysis of csc1 vps4p involvement of endosome in regulation of autophagy in yeast,1997,1969305980,10.1247/csf.22.501,cell structure and function,tokyo institute of technology,NO
30001,"ohsumi, y",2016,the atg18 atg2 complex is recruited to autophagic membranes via phosphatidylinositol 3 phosphate and exerts an essential function,2008,1969896384,10.1074/jbc.M803180200,journal of biological chemistry,tokyo institute of technology,NO
30001,"ohsumi, y",2016,mitochondria anchored receptor atg32 mediates degradation of mitochondria via selective autophagy,2009,1969971911,10.1016/j.devcel.2009.06.013,developmental cell,tokyo institute of technology,NO
30001,"ohsumi, y",2016,crystallization and preliminary crystallographic analysis of human atg4b lc3 complex,2007,1971198790,10.1107/S1744309106056429,acta crystallographica section f structural biology and crystallization communications,tokyo institute of technology,NO
30001,"ohsumi, y",2016,hrr25 triggers selective autophagy related pathways by phosphorylating receptor proteins,2014,2100234350,10.1083/jcb.201402128,journal of cell biology,tokyo institute of technology,NO
30001,"ohsumi, y",2016,atg7 activates an autophagy essential ubiquitin like protein atg8 through multi step recognition,2017,2771360425,10.1016/j.jmb.2017.12.002,journal of molecular biology,tokyo institute of technology,NO
30001,"ohsumi, y",2016,mutants of saccharomyces cerevisiae with defective vacuolar function,1988,2101195413,10.1128/jb.170.6.2687-2691.1988,journal of bacteriology,tokyo institute of technology,NO
30001,"ohsumi, y",2016,hrr25 phosphorylates the autophagic receptor atg34 to promote vacuolar transport of  mannosidase under nitrogen starvation conditions,2014,1974923847,10.1016/j.febslet.2014.09.032,febs letters,tokyo institute of technology,NO
30001,"ohsumi, y",2016,autophagosome requires specific early sec proteins for its formation and nsf snare for vacuolar fusion,2001,1975981696,10.1091/mbc.12.11.3690,molecular biology of the cell,tokyo institute of technology,NO
30001,"ohsumi, y",2016,structure of atg5 atg16 a complex essential for autophagy,2007,1492229294,10.1074/jbc.M609876200,journal of biological chemistry,tokyo institute of technology,NO
30001,"ohsumi, y",2016,localization of atg3 to autophagy related membranes and its enhancement by the atg8 family interacting motif to promote expansion of the membranes,2015,1976756844,10.1016/j.febslet.2015.02.003,febs letters,tokyo institute of technology,NO
30001,"ohsumi, y",2016,lc3 a mammalian homologue of yeast apg8p is localized in autophagosome membranes after processing,2000,1977767269,10.1093/emboj/19.21.5720,the embo journal,tokyo institute of technology,NO
30001,"ohsumi, y",2016,apg2p functions in autophagosome formation on the perivacuolar structure,2001,1978431358,10.1074/jbc.M102346200,journal of biological chemistry,tokyo institute of technology,NO
30001,"ohsumi, y",2016,beclin phosphatidylinositol 3 kinase complex functions at the trans golgi network,2001,2104383425,10.1093/embo-reports/kve061,embo reports,tokyo institute of technology,NO
30001,"ohsumi, y",2016,atatg genes homologs of yeast autophagy genes are involved in constitutive autophagy in arabidopsis root tip cells,2006,2104612823,10.1093/pcp/pcl031,plant and cell physiology,tokyo institute of technology,NO
30001,"ohsumi, y",2016,apg14p and apg6 vps30p form a protein complex essential for autophagy in the yeast saccharomyces cerevisiae,1998,1979228758,10.1074/jbc.273.35.22284,journal of biological chemistry,tokyo institute of technology,NO
30001,"ohsumi, y",2016,crystallization and preliminary x ray analysis of atg10,2007,1979321837,10.1107/S1744309107017472,acta crystallographica section f structural biology and crystallization communications,tokyo institute of technology,NO
30001,"ohsumi, y",2016,molecular machinery of autophagosome formation in yeast saccharomyces cerevisiae,2007,1979717090,10.1016/j.febslet.2007.01.096,febs letters,tokyo institute of technology,NO
30001,"ohsumi, y",2016,the pre autophagosomal structure organized by concerted functions of apg genes is essential for autophagosome formation,2001,1981358316,10.1093/emboj/20.21.5971,the embo journal,tokyo institute of technology,NO
30001,"ohsumi, y",2016,structure of the novel c terminal domain of vacuolar protein sorting 30 autophagy related protein 6 and its specific role in autophagy,2012,1984281474,10.1074/jbc.M112.348250,journal of biological chemistry,tokyo institute of technology,NO
30001,"ohsumi, y",2016,ptdins 3 kinase orchestrates autophagosome formation in yeast,2011,1984486225,10.1155/2011/498768,journal of lipids,tokyo institute of technology,NO
30001,"ohsumi, y",2016,plant autophagy is responsible for peroxisomal transition and plays an important role in the maintenance of peroxisomal quality,2014,1985193395,10.4161/auto.28529,autophagy,tokyo institute of technology,NO
30001,"ohsumi, y",2016,recycling of iron via autophagy is critical for the transition from glycolytic to respiratory growth,2017,2602766066,10.1074/jbc.M116.762963,journal of biological chemistry,tokyo institute of technology,NO
30001,"ohsumi, y",2016,aminopeptidase i is targeted to the vacuole by a nonclassical vesicular mechanism,1997,2109402440,10.1083/jcb.138.1.37,journal of cell biology,tokyo institute of technology,NO
30001,"ohsumi, y",2016,crystallization and preliminary x ray analysis of atg3,2006,1988438459,10.1107/S1744309106036098,acta crystallographica section f structural biology and crystallization communications,tokyo institute of technology,NO
30001,"ohsumi, y",2016,inactivation of ribosomes by a factor induced by colicin e3,1972,1422037434,10.1093/oxfordjournals.jbchem.a129844,journal of biochemistry,tokyo institute of technology,NO
30001,"ohsumi, y",2016,highly oxidized peroxisomes are selectively degraded via autophagy in arabidopsis,2013,2110448073,10.1105/tpc.113.116947,the plant cell,tokyo institute of technology,NO
30001,"ohsumi, y",2016,yeast autophagosomes de novo formation of a membrane structure,2002,1989289268,10.1016/S0962-8924(02)02278-X,trends in cell biology,tokyo institute of technology,NO
30001,"ohsumi, y",2016,autophagosome formation in mammalian cells,2002,1989821468,10.1247/csf.27.421,cell structure and function,tokyo institute of technology,NO
30001,"ohsumi, y",2016,pi3k signaling of autophagy is required for starvation tolerance and virulenceof cryptococcus neoformans,2008,2111715441,10.1172/JCI32053,journal of clinical investigation,tokyo institute of technology,NO
30001,"ohsumi, y",2016,the role of autophagy during the early neonatal starvation period,2004,1992659717,10.1038/nature03029,nature,tokyo institute of technology,NO
30001,"ohsumi, y",2016,zinc starvation induces autophagy in yeast,2017,2594744254,10.1074/jbc.M116.762948,journal of biological chemistry,tokyo institute of technology,NO
30001,"ohsumi, y",2016,functional identification of atavt3 a family of vacuolar amino acid transporters in arabidopsis,2017,2560684392,10.1002/1873-3468.12507,febs letters,tokyo institute of technology,NO
