Laureate ID,Laureate name,Prize year,Title,Pub year,Paper ID,DOI,Journal,Affiliation,Is prize-winning paper
10001,"thouless, dj",2016,ordering metastability and phase transitions in two dimensional systems,1973,2086860422,10.1088/0022-3719/6/7/010,journal of physics c solid state physics,university of washington,YES
10001,"thouless, dj",2016,metastability and phase transitions in two dimensional systems,1973,103749609,,,,NO
10001,"thouless, dj",2016,from feynman s wave function to the effective theory of vortex dynamics,1994,1967117779,10.1103/PhysRevLett.72.1706,physical review letters,university of washington,NO
10001,"thouless, dj",2016,pairing instability and mechanical collapse of a bose gas with an attractive interaction,2002,1971620164,10.1103/PhysRevA.66.011603,physical review a,university of washington,NO
10001,"thouless, dj",2016,quantum hall effect current distribution and the role of measurement,1997,1972295240,10.1016/S0038-1098(96)00744-2,solid state communications,university of washington,NO
10001,"thouless, dj",2016,tunneling of a quantized vortex roles of pinning and dissipation,1994,1975883031,10.1103/PhysRevLett.72.132,physical review letters,university of washington,NO
10001,"thouless, dj",2016,fluxoid quantization in the resonating valence bond model,1987,1979464318,10.1103/PhysRevB.36.7187,physical review b,university of washington,NO
10001,"thouless, dj",2016,the eigenvalue spectrum of a large symmetric random matrix with a finite mean,1978,1984659056,10.1088/0305-4470/11/3/002,journal of physics a,university of washington,NO
10001,"thouless, dj",2016,the flow of a dense superfluid,1969,1986711525,10.1016/0003-4916(69)90286-3,annals of physics,university of washington,NO
10001,"thouless, dj",2016,dynamics of compressible edge and bosonization,1997,1986863806,10.1103/PhysRevB.55.R1926,physical review b,university of washington,NO
10001,"thouless, dj",2016,wavefunction scaling in a quasi periodic potential,1983,1989475630,10.1088/0305-4470/16/9/015,journal of physics a,university of washington,NO
10001,"thouless, dj",2016,percolation theory and electrical conductivity,1971,1989670962,10.1103/PhysRevLett.27.1719,physical review letters,university of washington,NO
10001,"thouless, dj",2016,solution of solvable model of a spin glass,1977,1990755770,10.1080/14786437708235992,philosophical magazine,university of washington,NO
10001,"thouless, dj",2016,stability of the sherrington kirkpatrick solution of a spin glass model,1978,1991904924,10.1088/0305-4470/11/5/028,journal of physics a,university of washington,NO
10001,"thouless, dj",2016,implications of adiabatic phases for a vortex in a superconductor film,1994,1994812707,10.1016/0921-4526(94)91226-2,physica b condensed matter,university of washington,NO
10001,"thouless, dj",2016,a relation between the density of states and range of localization for one dimensional random systems,1972,1998801590,10.1088/0022-3719/5/1/010,journal of physics c solid state physics,university of washington,NO
10001,"thouless, dj",2016,significance of the ensemble average of the green function for a random system,1971,2001061739,10.1088/0022-3719/4/6/003,journal of physics c solid state physics,university of washington,NO
10001,"thouless, dj",2016,long range order and metastability in two dimensional solids and superfluids application of dislocation theory,1972,2007233433,10.1088/0022-3719/5/11/002,journal of physics c solid state physics,university of washington,NO
10001,"thouless, dj",2016,conductivity and mobility edges in disordered systems ii further calculations for the square and diamond lattices,1978,2007825624,10.1088/0022-3719/11/5/013,journal of physics c solid state physics,university of washington,NO
10001,"thouless, dj",2016,many body problem,1968,17034176,10.1038/218047b0,nature,university of washington,NO
10001,"thouless, dj",2016,localisation in the lloyd model,1983,2008458399,10.1088/0022-3719/16/26/001,journal of physics c solid state physics,university of washington,NO
10001,"thouless, dj",2016,proposed measurement of an effective flux quantum in the fractional quantum hall effect,1993,2008532172,10.1103/PhysRevLett.71.3003,physical review letters,university of washington,NO
10001,"thouless, dj",2016,quantized hall effect in two dimensional periodic potentials,1984,2009786812,10.1016/0370-1573(84)90191-1,physics reports,university of washington,NO
10001,"thouless, dj",2016,topological landau ginzburg theory for vortices in superfluid 4he,1994,2009822111,10.1103/PhysRevB.49.15870,physical review b,university of washington,NO
10001,"thouless, dj",2016,nonlinear schrodinger equation for superconductors,1995,2012024321,10.1142/S021798499500070X,modern physics letters b,university of washington,NO
10001,"thouless, dj",2016,coupling of source and drain to a quantum hall system,1986,2014967141,10.1103/PhysRevB.33.3785,physical review b,university of washington,NO
10001,"thouless, dj",2016,electrons in a four dimensional disordered system,1976,2015517566,10.1088/0022-3719/9/21/003,journal of physics c solid state physics,university of washington,NO
10001,"thouless, dj",2016,conductivity and mobility edges for two dimensional disordered systems,1975,2016111063,10.1088/0022-3719/8/24/009,journal of physics c solid state physics,university of washington,NO
10001,"thouless, dj",2016,localization distance and mean free path in one dimensional disordered systems,1973,2018120870,10.1088/0022-3719/6/3/002,journal of physics c solid state physics,university of washington,NO
10001,"thouless, dj",2016,onset of ohmic resistance in submicron systems,1987,2018459034,10.1080/13642818708215337,philosophical magazine part b,university of washington,NO
10001,"thouless, dj",2016,quantum hall effect with realistic boundary conditions,1987,2019582856,10.1103/PhysRevB.35.2188,physical review b,university of washington,NO
10001,"thouless, dj",2016,quantized vortices in superfluids and superconductors,1999,2130502196,10.1142/S0217979299000576,international journal of modern physics b,university of washington,NO
10001,"thouless, dj",2016,zener transitions and energy dissipation in small driven systems,1987,2024508633,10.1103/PhysRevLett.59.1752,physical review letters,university of washington,NO
10001,"thouless, dj",2016,vortex mass in a superfluid at low frequencies,2007,2027911468,10.1103/PhysRevLett.99.105301,physical review letters,university of washington,NO
10001,"thouless, dj",2016,fractional quantization of hall conductance ii,1983,2027938367,10.1103/PhysRevB.28.1142,physical review b,university of washington,NO
10001,"thouless, dj",2016,maximum metallic resistance in thin wires,1977,2028614106,10.1103/PhysRevLett.39.1167,physical review letters,university of washington,NO
