Country,Parent_company,Empty,HDPE,LDPE,O,PET,PP,PS,PVC,Grand_Total,num_events,volunteers
Bulgaria,null,4.0,9.0,20.0,104.0,58.0,172.0,11.0,9.0,387.0,7,50.0
Bulgaria,7 Days,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,7,50.0
Bulgaria,Alfred Ritter Gmbh&Co,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7,50.0
Bulgaria,Beiersdorf Global Ag,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7,50.0
Bulgaria,Ikea,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,7,50.0
Bulgaria,Kraft Heinz,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7,50.0
Bulgaria,Lidl,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,6.0,7,50.0
Bulgaria,"Mars, Incorporated",0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,7,50.0
Bulgaria,Mondelez International,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,7,50.0
Bulgaria,Nestle,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,5.0,7,50.0
Bulgaria,Pepsico,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,7,50.0
Bulgaria,Philip Morris International,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,7,50.0
Bulgaria,Procter & Gamble,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7,50.0
Bulgaria,The Coca-Cola Company,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,7,50.0
Bulgaria,Unbranded,3.0,2.0,12.0,16.0,8.0,6.0,4.0,4.0,55.0,7,50.0
