Country,Parent_company,Empty,HDPE,LDPE,O,PET,PP,PS,PVC,Grand_Total,num_events,volunteers
Indonesia,null,3.0,166.0,13.0,9.0,350.0,67.0,5.0,1.0,614.0,50,392.0
Indonesia,(Local Factory),0.0,0.0,0.0,0.0,9.0,20.0,0.0,0.0,29.0,50,392.0
Indonesia,#ERROR!,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,50,392.0
Indonesia,2 Jempol,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,50,392.0
Indonesia,Abc,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,50,392.0
Indonesia,ABC Indonesia,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,50,392.0
Indonesia,ABC President Indonesia,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,50,392.0
Indonesia,Acefood,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,50,392.0
Indonesia,Agel Langgeng,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,50,392.0
Indonesia,Agilo Indonesia,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,50,392.0
Indonesia,Air Gangga Dewata Alami,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,50,392.0
Indonesia,Aje,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,50,392.0
Indonesia,Aje Indonesia,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,50,392.0
Indonesia,Ajinomoto,0.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,17.0,50,392.0
Indonesia,Ajiomoto,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,50,392.0
Indonesia,Alfamart,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,50,392.0
Indonesia,Allergan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,50,392.0
Indonesia,Alpen Food,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,50,392.0
Indonesia,Alpen Food Industry,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,44.0,50,392.0
Indonesia,Anugerah International,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,50,392.0
Indonesia,Arira Pangindo,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,50,392.0
Indonesia,Arnotts,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,50,392.0
Indonesia,Arum Alam Segar Gresik,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,50,392.0
Indonesia,Asegar Murni Jaya,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,50,392.0
Indonesia,Asia Health Energy Beverages,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,50,392.0
Indonesia,Berlian Group,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,50,392.0
Indonesia,Bintang Tujuh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,50,392.0
Indonesia,British American Tobacco,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,50,392.0
Indonesia,BSM Indonesia,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,50,392.0
Indonesia,Cahaya Tiga Tunggal,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,50,392.0
Indonesia,Calbee Wings,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,50,392.0
Indonesia,Calbee Wings Food,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,50,392.0
Indonesia,Campina Ice Cream Industry,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,50,392.0
Indonesia,Charoen Bhiphan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,50,392.0
Indonesia,Cimory,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50,392.0
Indonesia,Ciomas Adi Satwa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,50,392.0
Indonesia,Cisarua Mountain Dairy,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,50,392.0
Indonesia,Colgate-Palmolive,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,15.0,50,392.0
Indonesia,Cot'n Wash Inc,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,50,392.0
