Country,Parent_company,Empty,HDPE,LDPE,O,PET,PP,PS,PVC,Grand_Total,num_events,volunteers
Ghana,null,0.0,0.0,0.0,0.0,2067.0,0.0,0.0,0.0,2067.0,2,310.0
Ghana,ABC Company,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,116.0,2,310.0
Ghana,Akosombo Ice,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,2,310.0
Ghana,Blow-Chem Industries,0.0,0.0,0.0,0.0,1890.0,0.0,0.0,0.0,1890.0,2,310.0
Ghana,Bonam Enterprise,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,2,310.0
Ghana,Cevag Company,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2,310.0
Ghana,Chris Enterprise,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,2,310.0
Ghana,Everpure,0.0,0.0,49.0,0.0,21.0,0.0,0.0,0.0,70.0,2,310.0
Ghana,Fanmilk,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2,310.0
Ghana,GMR Industries,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,2,310.0
Ghana,Guiness Ghana,0.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,133.0,2,310.0
Ghana,Kasapreko Company Ltd,0.0,0.0,0.0,0.0,446.0,0.0,0.0,0.0,446.0,2,310.0
Ghana,Mondelez International,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,102.0,2,310.0
Ghana,Multipac,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,34.0,2,310.0
Ghana,Rehotgoshen,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,92.0,2,310.0
Ghana,Special Ice Company,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,2,310.0
Ghana,Star Enterprise,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,33.0,2,310.0
Ghana,Sulu Investment,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,36.0,2,310.0
Ghana,Suntory,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,21.0,2,310.0
Ghana,The Coca-Cola Company,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,258.0,2,310.0
Ghana,Total,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2,310.0
Ghana,Twellium Industrial Company,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,153.0,2,310.0
Ghana,Unbranded,0.0,102.0,155.0,0.0,1868.0,0.0,0.0,0.0,2125.0,2,310.0
Ghana,Voltic Ghana Limited,0.0,0.0,0.0,0.0,980.0,0.0,0.0,0.0,980.0,2,310.0
Ghana,Water Banc,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2,310.0
Ghana,Wilmar,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2,310.0
