name,char,line,direction,type,pri_type,domain,sub_domain,nv_resp,interaction,char_type,is_fed,error,value_id
102,Tasha,Battle bridge.,The doors snap closed and the lift moves. Riker looks Tasha over  waiting  then:,Statement,Statement,IoT,Turbolift,TRUE,Battle bridge.,Person,TRUE,FALSE,255
102,Beverly,Show me the results of Captain Picard's most recent physical examination.,The screen promptly BEGINS TO FLASH UP PRINTED INFORMATION  followed by X-Ray type shots  etc. Beverly studies it for awhile.,Command,Command,InfoSeek,NA,TRUE,Show me the results of Captain Picard's most recent physical examination.,Person,TRUE,FALSE,345
102,Beverly,Yes  on a subject that's very important to this mission  Captain. (unhurriedly to computer) Screen off.,The screen GOES DARK.,Statement,Statement,IoT,NA,TRUE,Screen off.,Person,TRUE,FALSE,347
102,Picard,And what was my answer  computer?,MAIN VIEWER FLICKERS  then startles us with an ugly FLASH OF LIGHT that becomes an IMAGE OF 'Q' (JUDGE) who is in LIMBO  but looking directly at Picard. His VOICE BOOMS LOUDLY  annoyed in tone:,Wake Word,Question,InfoSeek,NA,FALSE,And what was my answer  computer?,Person,TRUE,FALSE,363
102,Picard,And what was my answer  computer?,MAIN VIEWER FLICKERS  then startles us with an ugly FLASH OF LIGHT that becomes an IMAGE OF 'Q' (JUDGE) who is in LIMBO  but looking directly at Picard. His VOICE BOOMS LOUDLY  annoyed in tone:,Question,Question,InfoSeek,NA,FALSE,And what was my answer  computer?,Person,TRUE,FALSE,363
102,Picard,And what was my answer  computer?,MAIN VIEWER FLICKERS  then startles us with an ugly FLASH OF LIGHT that becomes an IMAGE OF 'Q' (JUDGE) who is in LIMBO  but looking directly at Picard. His VOICE BOOMS LOUDLY  annoyed in tone:,Conversation,Question,InfoSeek,NA,FALSE,And what was my answer  computer?,Person,TRUE,FALSE,363
102,Young Ensign,You must be new to these galaxy class starships  sir. (puts hand on the black surface  saying) Tell me the location of Commander Data.,At the touch and the words 'Tell me' the black surface comes alive with light patterns showing appropriate information.,Command,Command,InfoSeek,Locate,FALSE,Tell me the location of Commander Data.,Person,TRUE,FALSE,421
102,Computer Voice,Lieutenant Commander Data... now located in Holodeck area 4-J.,,Response,Response,InfoSeek,Locate,FALSE,Lieutenant Commander Data... now located in Holodeck area 4-J.,Computer,TRUE,FALSE,422
102,Computer Voice,This way  please. The next hatchway on your right.,,Info,Alert,InfoSeek,NA,FALSE,This way  please. The next hatchway on your right.,Computer,TRUE,FALSE,426
102,Computer Voice,This way  please. The next hatchway on your right.,,Alert,Alert,InfoSeek,NA,FALSE,This way  please. The next hatchway on your right.,Computer,TRUE,FALSE,426
102,Riker,(responding automatically) Thank you...,,Conversation,Comment,NA,NA,FALSE,Thank you...,Person,TRUE,FALSE,427
102,Riker,(responding automatically) Thank you...,,Comment,Comment,NA,NA,FALSE,Thank you...,Person,TRUE,FALSE,427
102,Computer Voice,You're more than welcome  Commander Riker.,Which startles him a bit but he walks on and turns right at a sophisticated looking Holodeck Hatchway. The Parkland hidden at this moment by a WILD SECTION OF CORRIDOR WALL AND HATCHWAY which  when the hatch is opened  will REVEAL PARKLAND.,Response,Response,NA,NA,FALSE,You're more than welcome  Commander Riker.,Computer,TRUE,FALSE,428
102,Computer Voice,You're more than welcome  Commander Riker.,Which startles him a bit but he walks on and turns right at a sophisticated looking Holodeck Hatchway. The Parkland hidden at this moment by a WILD SECTION OF CORRIDOR WALL AND HATCHWAY which  when the hatch is opened  will REVEAL PARKLAND.,Conversation,Response,NA,NA,FALSE,You're more than welcome  Commander Riker.,Computer,TRUE,FALSE,428
102,Computer Voice,(continuing without delay) And if you care to enter  Commander...,,Alert,Alert,Entertainment,Holodeck,FALSE,And if you care to enter  Commander...,Computer,TRUE,FALSE,429
102,Computer Voice,(continuing without delay) And if you care to enter  Commander...,,Conversation,Alert,Entertainment,Holodeck,FALSE,And if you care to enter  Commander...,Computer,TRUE,FALSE,429
102,Riker,(snaps; interrupting) I do.,Immediately  the hatch slides open and we SEE THE PARKLAND (LOCATION). It looks (and is) real  including land contours  trees  and even a small stream nearby. Beyond that the Parkland stretches off for what appears to be miles and miles away to the horizon. As Riker ENTERS through it and stands inspecting the Parkland scene with genuine appreciation and then HEARS SOMEONE WHISTLING A MELODY  but doing it rather badly and laboriously. As he MOVES AWAY  seeking the source of the WHISTLING which will begin to grow LOUDER now. As Riker crosses  stepping from rock to rock. He makes a misstep  almost falls  then recovers and gets across. He looks back at the stone which caused it. As he walks  the WHISTLING is nearby now. He stops  calls:,Conversation,Statement,Entertainment,Holodeck,TRUE,I do.,Person,TRUE,FALSE,430
102,Riker,(snaps; interrupting) I do.,Immediately  the hatch slides open and we SEE THE PARKLAND (LOCATION). It looks (and is) real  including land contours  trees  and even a small stream nearby. Beyond that the Parkland stretches off for what appears to be miles and miles away to the horizon. As Riker ENTERS through it and stands inspecting the Parkland scene with genuine appreciation and then HEARS SOMEONE WHISTLING A MELODY  but doing it rather badly and laboriously. As he MOVES AWAY  seeking the source of the WHISTLING which will begin to grow LOUDER now. As Riker crosses  stepping from rock to rock. He makes a misstep  almost falls  then recovers and gets across. He looks back at the stone which caused it. As he walks  the WHISTLING is nearby now. He stops  calls:,Statement,Statement,Entertainment,Holodeck,TRUE,I do.,Person,TRUE,FALSE,430
104,Picard,(continuing; toward controls) Cargo One. (to Riker and Troi) Should be an interesting experience.,,Statement,Statement,IoT,Turbolift,TRUE,Cargo One.,Person,TRUE,FALSE,4
104,Tasha,This way  please. Aikido. One.,An Aikido Opponent MATERIALIZES (DISSOLVES IN) ON A MAT. The IMAGE remains rigid  immobile. The visitors are much impressed.,Statement,Statement,Entertainment,Holodeck,TRUE,Aikido. One.,Person,TRUE,FALSE,45
104,Tasha,(into the air) Aikido  vanish. I could create two -- even three  but one is really enough. As you fight with it  it learns  and before long it knows exactly how to defeat you.,The IMAGE DISSOLVES. Tasha goes to the panel  shuts down the controls  takes a towel from the wall  wipes off  and removes her jacket.,Command,Command,Entertainment,Holodeck,TRUE,Aikido  vanish.,Person,TRUE,FALSE,54
105,Picard,(to turbolift) Passenger accommodations.,The turbolift will go upwards for a ways  then travel horizontally. Meanwhile:,Statement,Statement,IoT,Turbolift,TRUE,Passenger accommodations.,Person,TRUE,FALSE,84
110,Riker,Computer  tell me Captain Picard's location!,,Wake Word,Command,InfoSeek,Locate,FALSE,Computer  tell me Captain Picard's location!,Person,TRUE,FALSE,326
110,Riker,Computer  tell me Captain Picard's location!,,Command,Command,InfoSeek,Locate,FALSE,Computer  tell me Captain Picard's location!,Person,TRUE,FALSE,326
110,Computer,Captain Picard is in Transporter Room Three.,,Response,Response,InfoSeek,Locate,FALSE,Captain Picard is in Transporter Room Three.,Computer,TRUE,FALSE,327
110,Riker,What? Computer  emergency order to Transporter Room Three...,,Wake Word,Command,Communications,Emergency,FALSE,Computer  emergency order to Transporter Room Three…,Person,TRUE,FALSE,328
110,Riker,What? Computer  emergency order to Transporter Room Three...,,Command,Command,Communications,Emergency,FALSE,Computer  emergency order to Transporter Room Three…,Person,TRUE,FALSE,328
110,Computer,(interrupting) New information. Captain Picard is no longer aboard the Enterprise.,CAMERA MOVING IN toward the alien vessel. as Picard MATERIALIZES  back on his flame-scarred only command post. He walks to his captain's chair and sits.,Alert,Alert,InfoSeek,Locate,FALSE,New information. Captain Picard is no longer aboard the Enterprise.,Computer,TRUE,FALSE,329
110,Computer,(interrupting) New information. Captain Picard is no longer aboard the Enterprise.,CAMERA MOVING IN toward the alien vessel. as Picard MATERIALIZES  back on his flame-scarred only command post. He walks to his captain's chair and sits.,Info,Alert,InfoSeek,Locate,FALSE,New information. Captain Picard is no longer aboard the Enterprise.,Computer,TRUE,FALSE,329
110,Bok,(to Com) Shields up  computer.,,Wake Word,Statement,IoT,NA,FALSE,Shields up  computer.,Person,TRUE,FALSE,332
110,Bok,(to Com) Shields up  computer.,,Statement,Statement,IoT,NA,FALSE,Shields up  computer.,Person,TRUE,FALSE,332
110,Computer,Shields in place.,,Response,Response,IoT,NA,FALSE,Shields in place.,Computer,TRUE,FALSE,333
111,Picard,Turbolift Control  do you read? This is the captain. Engineering  this is the bridge. Security -- this is the Captain. Computer? (waits) Computer on! Captain's log... Damn... I can't even make a log entry.,The SOUND is wrong  indicating that:,Wake Word,Command,Communications,NA,FALSE,Computer? (waits) Computer on!,Person,TRUE,FALSE,85
111,Picard,Turbolift Control  do you read? This is the captain. Engineering  this is the bridge. Security -- this is the Captain. Computer? (waits) Computer on! Captain's log... Damn... I can't even make a log entry.,The SOUND is wrong  indicating that:,Wake Word,Command,Communications,NA,FALSE,Computer? (waits) Computer on!,Person,TRUE,FALSE,85
