year,urbanicity,pop_category,rate_per_100000
1970,rural,Female,4.27551750771691
1970,rural,Male,86.37561113730044
1970,rural,Total,49.21973423766692
1970,small/mid,Female,5.381189795973387
1970,small/mid,Male,110.53633462114595
1970,small/mid,Total,60.09995182132897
1970,suburban,Female,3.9778041551578154
1970,suburban,Male,71.93257966484222
1970,suburban,Total,39.336489892231086
1970,urban,Female,10.801793212247986
1970,urban,Male,185.35611439923983
1970,urban,Total,100.93634784770028
1971,rural,Female,4.205911117264602
1971,rural,Male,84.09333253851196
1971,rural,Total,48.01580185338215
1971,small/mid,Female,5.480066157247688
1971,small/mid,Male,107.23902956253345
1971,small/mid,Total,58.90880041885163
1971,suburban,Female,3.9265087060936943
1971,suburban,Male,70.46972469142294
1971,suburban,Total,38.74066794900112
1971,urban,Female,10.61797787537687
1971,urban,Male,179.463706400985
1971,urban,Total,97.67646832118137
1972,rural,Female,4.150726085545693
1972,rural,Male,82.1006883734882
1972,rural,Total,46.98692972132959
1972,small/mid,Female,5.5793000152218655
1972,small/mid,Male,103.93725852771804
1972,small/mid,Total,57.65029036478929
1972,suburban,Female,3.9572548460437407
1972,suburban,Male,68.93234441704622
1972,suburban,Total,38.06683397985977
1972,urban,Female,10.483561507559791
1972,urban,Male,174.41411368330478
1972,urban,Total,94.88971208152988
1973,rural,Female,4.111339186541022
1973,rural,Male,80.64486585194926
1973,rural,Total,46.204314353005216
1973,small/mid,Female,5.672771196362456
1973,small/mid,Male,101.04338678026119
1973,small/mid,Total,56.51301934201346
1973,suburban,Female,3.9709396132498176
1973,suburban,Male,67.36509567276704
1973,suburban,Total,37.323865423152675
1973,urban,Female,10.365519872679265
1973,urban,Male,170.18489567841402
1973,urban,Total,92.40691605294171
1974,rural,Female,4.077253167808439
1974,rural,Male,79.2566871263475
1974,rural,Total,45.47540525461887
1974,small/mid,Female,5.765889876346426
1974,small/mid,Male,98.32061094405859
1974,small/mid,Total,55.45774929245573
1974,suburban,Female,4.012331015420962
1974,suburban,Male,66.35405810010084
1974,suburban,Total,36.88374228385629
1974,urban,Female,10.202680849755314
1974,urban,Male,165.40634374510674
1974,urban,Total,89.58803431371174
1975,rural,Female,4.0287700400961075
1975,rural,Male,77.66557002665576
1975,rural,Total,44.61159089838188
1975,small/mid,Female,5.863695693987788
1975,small/mid,Male,95.9030507762334
1975,small/mid,Total,54.542278602659174
1975,suburban,Female,4.046651381964675
1975,suburban,Male,65.33247939548451
1975,suburban,Total,36.42263919455052
1975,urban,Female,10.077911485999003
1975,urban,Male,161.3518855595347
1975,urban,Total,87.14651249032622
1976,rural,Female,3.9794428723652295
1976,rural,Male,76.1928711379802
1976,rural,Total,43.782070307503155
1976,small/mid,Female,5.949557386611189
1976,small/mid,Male,93.3514805646767
1976,small/mid,Total,53.56156634919343
1976,suburban,Female,4.082191279754002
1976,suburban,Male,64.4163719046062
1976,suburban,Total,36.01106749508936
1976,urban,Female,9.912359584674766
1976,urban,Male,156.6771339353388
1976,urban,Total,84.37648470096505
1977,rural,Female,3.9358143645777943
1977,rural,Male,74.77752690049924
1977,rural,Total,43.00656766105544
1977,small/mid,Female,6.035627747214794
1977,small/mid,Male,91.10050876695587
1977,small/mid,Total,52.692915201438005
1977,suburban,Female,4.1062043924986416
1977,suburban,Male,63.43935848042642
1977,suburban,Total,35.545325016967745
1977,urban,Female,9.788937827691058
1977,urban,Male,152.65020145670286
1977,urban,Total,81.97601624347728
1978,rural,Female,6.660610921874555
1978,rural,Male,76.33423328080752
1978,rural,Total,43.3829826506637
1978,small/mid,Female,7.944880234785554
1978,small/mid,Male,89.91976846846264
1978,small/mid,Total,52.45002754958091
1978,suburban,Female,4.90083844491278
1978,suburban,Male,64.84034452795032
1978,suburban,Total,35.942759026214404
1978,urban,Female,10.50626246938366
1978,urban,Male,148.54251869633217
1978,urban,Total,79.5055120471873
1979,rural,Female,6.816857330460057
1979,rural,Male,82.47592390415362
1979,rural,Total,45.18044706345348
1979,small/mid,Female,8.418635406996302
1979,small/mid,Male,97.33045083361863
1979,small/mid,Total,56.08110013359606
1979,suburban,Female,5.407495663679879
1979,suburban,Male,70.29283914745217
1979,suburban,Total,38.985647097729064
1979,urban,Female,11.812162489940857
1979,urban,Male,154.7494011880508
1979,urban,Total,86.76441372363917
1980,rural,Female,7.0415599806166105
1980,rural,Male,88.71724163855441
1980,rural,Total,47.05891367404023
1980,small/mid,Female,8.921766237049084
1980,small/mid,Male,104.7911790717449
1980,small/mid,Total,59.79070704932467
1980,suburban,Female,5.914821979706745
1980,suburban,Male,75.67852926741247
