year,urbanicity,pop_category,rate_per_100000
1983,rural,Black,1116.876176746556
1983,rural,Female,22.796988048192148
1983,rural,Male,573.7974692956521
1983,rural,Other,315.49022327000415
1983,rural,Total,248.44102618387316
1983,rural,White,154.64122063172084
1983,small/mid,Black,1137.577923752801
1983,small/mid,Female,26.55938782649073
1983,small/mid,Male,549.7468730253555
1983,small/mid,Other,87.4858216056891
1983,small/mid,Total,267.4626311897886
1983,small/mid,White,149.78001466808084
1983,suburban,Black,880.448517599027
1983,suburban,Female,15.210889123833189
1983,suburban,Male,366.838742216775
1983,suburban,Other,72.84611313953462
1983,suburban,Total,180.13372595587023
1983,suburban,White,104.28796678448609
1983,urban,Black,1111.245524863366
1983,urban,Female,24.4650993707429
1983,urban,Male,645.309008652794
1983,urban,Other,74.26026132603758
1983,urban,Total,329.4063222654966
1983,urban,White,106.94772664952038
1984,rural,Black,1139.2303616135348
1984,rural,Female,23.98948438844542
1984,rural,Male,588.4692070429666
1984,rural,Other,233.932232002894
1984,rural,Total,270.7526753628368
1984,rural,White,177.197711881123
1984,small/mid,Black,1211.4256290539656
1984,small/mid,Female,30.221398791190083
1984,small/mid,Male,595.5853556007088
1984,small/mid,Other,95.66993529420506
1984,small/mid,Total,289.34654565357687
1984,small/mid,White,166.56638551636945
1984,suburban,Black,978.074198291988
1984,suburban,Female,18.43380868702597
1984,suburban,Male,408.01507671729445
1984,suburban,Other,68.60549620635645
1984,suburban,Total,203.89295686984175
1984,suburban,White,121.7339238228563
1984,urban,Black,1281.1206170668468
1984,urban,Female,32.69487490901086
1984,urban,Male,746.8014173144794
1984,urban,Other,87.18131247388196
1984,urban,Total,385.6177987447106
1984,urban,White,140.83084396372843
1985,rural,Black,1171.0384802078672
1985,rural,Female,26.00679840609403
1985,rural,Male,609.5237441927867
1985,rural,Other,274.8291488197019
1985,rural,Total,288.069025600102
1985,rural,White,192.77584694366803
1985,small/mid,Black,1291.7420912754485
1985,small/mid,Female,33.9438030675861
1985,small/mid,Male,650.1031610167349
1985,small/mid,Other,107.34922003754072
1985,small/mid,Total,314.9038018277367
1985,small/mid,White,183.41516548701563
1985,suburban,Black,1029.4424239616392
1985,suburban,Female,19.297901943351967
1985,suburban,Male,435.61716157993027
1985,suburban,Other,74.92294855858464
1985,suburban,Total,218.519980720154
1985,suburban,White,130.6151629564723
1985,urban,Black,1385.4273702775015
1985,urban,Female,35.58486470856767
1985,urban,Male,814.1984030829057
1985,urban,Other,104.10631201349534
1985,urban,Total,421.1307772184973
1985,urban,White,153.81907250839623
1986,rural,Black,1226.4601117286122
1986,rural,Female,34.170468848332284
1986,rural,Male,740.1735677730093
1986,rural,Other,404.515464796798
1986,rural,Total,310.1951371233562
1986,rural,White,202.78144635889208
1986,small/mid,Black,1328.368410954927
1986,small/mid,Female,36.855217961759024
1986,small/mid,Male,674.4434358151196
1986,small/mid,Other,120.73006178538456
1986,small/mid,Total,326.7274602933651
1986,small/mid,White,189.5341625425206
1986,suburban,Black,1081.0010439341759
1986,suburban,Female,20.41139924167015
1986,suburban,Male,455.8812738785523
1986,suburban,Other,91.54931855604404
1986,suburban,Total,231.67563780325165
1986,suburban,White,133.5245583517324
1986,urban,Black,1497.945474211543
1986,urban,Female,39.984239372233766
1986,urban,Male,850.7885892383342
1986,urban,Other,123.22626004520815
1986,urban,Total,442.0824074554776
1986,urban,White,159.01751324867644
1987,rural,Black,1244.7154175712956
1987,rural,Female,33.30816088795389
1987,rural,Male,715.558524414429
1987,rural,Other,382.88153312424674
1987,rural,Total,299.6302105809906
1987,rural,White,197.37000801831445
1987,small/mid,Black,1421.723330515264
1987,small/mid,Female,37.557258252501704
1987,small/mid,Male,676.8047429664663
1987,small/mid,Other,121.88607270694685
1987,small/mid,Total,328.37395010621293
1987,small/mid,White,186.78423896085027
1987,suburban,Black,1167.793902457542
1987,suburban,Female,22.321157432721236
1987,suburban,Male,483.2828130811899
1987,suburban,Other,82.0991585844009
1987,suburban,Total,243.81540378553413
1987,suburban,White,131.81100861252415
1987,urban,Black,1483.1710098613796
1987,urban,Female,40.79038976736735
1987,urban,Male,926.235183095163
1987,urban,Other,117.20823969315495
1987,urban,Total,477.0724873452626
1987,urban,White,152.74383432942926
1988,rural,Black,1198.763714478389
1988,rural,Female,36.36123449858815
1988,rural,Male,668.7574708172968
1988,rural,Other,315.6575115999141
1988,rural,Total,293.67995153114487
1988,rural,White,200.84264274331179
1988,small/mid,Black,1515.8304992722158
1988,small/mid,Female,41.87609008012266
1988,small/mid,Male,707.197384169162
1988,small/mid,Other,122.60155201216489
1988,small/mid,Total,346.49654100590965
1988,small/mid,White,190.71732497848964
1988,suburban,Black,1210.7561527286907
1988,suburban,Female,25.305460287659944
1988,suburban,Male,495.0105586294391
1988,suburban,Other,91.40903771109024
1988,suburban,Total,249.20266090414458
1988,suburban,White,134.19087130638727
1988,urban,Black,1599.6917770610721
1988,urban,Female,44.78895314897402
1988,urban,Male,990.033749597789
1988,urban,Other,165.9884883287244
1988,urban,Total,510.9319146044961
1988,urban,White,154.64053786270262
1989,rural,Black,1313.5750605171818
1989,rural,Female,41.48887435497766
1989,rural,Male,704.7691742857176
1989,rural,Other,313.52748964239544
1989,rural,Total,313.02544303084176
1989,rural,White,217.90899311334024
1989,small/mid,Black,1663.7730377726652
1989,small/mid,Female,44.78162181285554
1989,small/mid,Male,744.6053204497078
1989,small/mid,Other,115.02106495974262
1989,small/mid,Total,369.19962647673066
1989,small/mid,White,199.00981356710972
1989,suburban,Black,1294.6891031596476
1989,suburban,Female,25.97243331269638
1989,suburban,Male,516.9860263668903
1989,suburban,Other,88.39148977624203
1989,suburban,Total,266.8347165710998
1989,suburban,White,145.01774622226947
1989,urban,Black,1679.9514560246962
1989,urban,Female,51.56156550191193
1989,urban,Male,1165.7190602954972
1989,urban,Other,177.74280329325398
1989,urban,Total,582.2543802888445
1989,urban,White,166.02283214007537
1990,rural,Asian,6.845564074479737
1990,rural,Black,1504.6040136499096
1990,rural,Female,50.53946967211141
1990,rural,Latino,530.7184545949045
1990,rural,Male,807.9560931878992
1990,rural,Native American,500.73858941939363
1990,rural,Total,353.05846396136724
1990,rural,White,251.44899478778856
1990,small/mid,Asian,129.4013871942342
1990,small/mid,Black,1870.1663794023548
1990,small/mid,Female,49.95486333997317
1990,small/mid,Latino,585.7465786901271
1990,small/mid,Male,825.3294727675726
1990,small/mid,Native American,541.5448613480282
1990,small/mid,Total,405.35579325294685
1990,small/mid,White,228.45000897599158
1990,suburban,Asian,11.20965952374961
1990,suburban,Black,1455.4029240576497
1990,suburban,Female,30.354802729179156
1990,suburban,Latino,453.45959892641463
1990,suburban,Male,555.40612984658
1990,suburban,Native American,242.2907488986784
1990,suburban,Total,289.05190980340086
1990,suburban,White,166.06657012423636
1990,urban,Asian,26.99177771477176
