SiteId,Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521 - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume,Name,Longitude,Latitude,Status
6867,30361338,2021-05-01T00:00:00,00:14:00,0,9,0,0,1,0,0,0,0,2,5,1,1,0,0,0,1,0,0,34,10,TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound,-0.694669624285713,54.158104731557,Active
6867,30361338,2021-05-01T00:00:00,00:29:00,1,5,0,0,1,0,0,0,0,1,2,2,0,0,1,0,0,0,0,35,6,TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound,-0.694669624285713,54.158104731557,Active
6867,30361338,2021-05-01T00:00:00,00:44:00,2,5,0,1,0,0,0,0,0,2,0,1,1,0,1,0,1,0,0,38,6,TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound,-0.694669624285713,54.158104731557,Active
6867,30361338,2021-05-01T00:00:00,00:59:00,3,4,0,3,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,34,7,TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound,-0.694669624285713,54.158104731557,Active
6867,30361338,2021-05-01T00:00:00,01:14:00,4,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,39,2,TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound,-0.694669624285713,54.158104731557,Active
6867,30361338,2021-05-01T00:00:00,01:29:00,5,3,0,1,2,0,0,0,0,1,2,1,2,0,0,0,0,0,0,34,6,TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound,-0.694669624285713,54.158104731557,Active
6867,30361338,2021-05-01T00:00:00,01:44:00,6,2,0,3,3,0,0,0,0,0,3,2,1,0,1,0,0,1,0,39,8,TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound,-0.694669624285713,54.158104731557,Active
6867,30361338,2021-05-01T00:00:00,01:59:00,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42,1,TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound,-0.694669624285713,54.158104731557,Active
6867,30361338,2021-05-01T00:00:00,02:14:00,8,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,34,2,TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound,-0.694669624285713,54.158104731557,Active
6867,30361338,2021-05-01T00:00:00,02:29:00,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32,1,TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound,-0.694669624285713,54.158104731557,Active
6867,30361338,2021-05-01T00:00:00,02:44:00,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32,1,TAME Site 30361338 on link A64 eastbound between B1248 near Norton-on-Derwent (east) and B1249- GPS Ref: 485338-474373- Eastbound,-0.694669624285713,54.158104731557,Active
