17,"t","Honey Bee Colonies: Released May 12, 2016, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
17,"t","Colony Health Stressors with Less than Five Colonies – United States: Annual 2015"
17,"t","[Percent of colonies affected by stressors anytime during the year. A colony may be affected by multiple stressors during the year]"
17,"h","","","","","","",""
17,"h","Item","Varroa","Other pests","","","",""
17,"h","","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
17,"h","","","","","","",""
17,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
17,"d","Colonies affected",19.8,12.5,2.2,4.9,15.5,20.8
17,"c",""
17,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
17,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
17,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
