expedition_id,member_id,peak_id,peak_name,year,season,sex,age,citizenship,expedition_role,hired,highpoint_metres,success,solo,oxygen_used,died,death_cause,death_height_metres,injured,injury_type,injury_height_metres
AMAD78301,AMAD78301-01,AMAD,Ama Dablam,1978,Autumn,M,40,France,Leader,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD78301,AMAD78301-02,AMAD,Ama Dablam,1978,Autumn,M,41,France,Deputy Leader,FALSE,6000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD78301,AMAD78301-03,AMAD,Ama Dablam,1978,Autumn,M,27,France,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD78301,AMAD78301-04,AMAD,Ama Dablam,1978,Autumn,M,40,France,Exp Doctor,FALSE,6000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD78301,AMAD78301-05,AMAD,Ama Dablam,1978,Autumn,M,34,France,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD78301,AMAD78301-06,AMAD,Ama Dablam,1978,Autumn,M,25,France,Climber,FALSE,6000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD78301,AMAD78301-07,AMAD,Ama Dablam,1978,Autumn,M,41,France,Climber,FALSE,6000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD78301,AMAD78301-08,AMAD,Ama Dablam,1978,Autumn,M,29,France,Climber,FALSE,6000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79101,AMAD79101-03,AMAD,Ama Dablam,1979,Spring,M,35,USA,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79101,AMAD79101-04,AMAD,Ama Dablam,1979,Spring,M,37,W Germany,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79101,AMAD79101-05,AMAD,Ama Dablam,1979,Spring,M,23,USA,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79101,AMAD79101-01,AMAD,Ama Dablam,1979,Spring,M,44,USA,Leader/Film Team,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79101,AMAD79101-06,AMAD,Ama Dablam,1979,Spring,M,25,USA,Film Team,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79101,AMAD79101-07,AMAD,Ama Dablam,1979,Spring,M,28,USA,Kayaker,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79101,AMAD79101-08,AMAD,Ama Dablam,1979,Spring,M,32,USA,Exp Doctor/Kayaker,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79101,AMAD79101-02,AMAD,Ama Dablam,1979,Spring,M,42,USA,Climbing Leader,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79101,AMAD79101-09,AMAD,Ama Dablam,1979,Spring,M,32,USA,Business Manager,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79101,AMAD79101-10,AMAD,Ama Dablam,1979,Spring,M,30,USA,Film Team,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79101,AMAD79101-11,AMAD,Ama Dablam,1979,Spring,M,28,USA,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79101,AMAD79101-12,AMAD,Ama Dablam,1979,Spring,M,35,USA,Film Team,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79101,AMAD79101-13,AMAD,Ama Dablam,1979,Spring,M,33,USA,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79101,AMAD79101-14,AMAD,Ama Dablam,1979,Spring,M,29,USA,Kayaker,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79101,AMAD79101-15,AMAD,Ama Dablam,1979,Spring,M,29,USA,Climber/Kayaker,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79101,AMAD79101-16,AMAD,Ama Dablam,1979,Spring,M,26,USA,Film Team,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79101,AMAD79101-18,AMAD,Ama Dablam,1979,Spring,M,23,Nepal,H-A Worker,TRUE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-03,AMAD,Ama Dablam,1979,Autumn,F,33,France,Member,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-08,AMAD,Ama Dablam,1979,Autumn,M,34,France,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-10,AMAD,Ama Dablam,1979,Autumn,M,58,France,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-11,AMAD,Ama Dablam,1979,Autumn,F,35,France,Member,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-12,AMAD,Ama Dablam,1979,Autumn,M,35,France,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-13,AMAD,Ama Dablam,1979,Autumn,M,31,France,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-14,AMAD,Ama Dablam,1979,Autumn,M,28,France,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-02,AMAD,Ama Dablam,1979,Autumn,M,37,France,Leader,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-19,AMAD,Ama Dablam,1979,Autumn,M,46,France,Member,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-20,AMAD,Ama Dablam,1979,Autumn,M,28,France,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-21,AMAD,Ama Dablam,1979,Autumn,M,31,France,Member,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-22,AMAD,Ama Dablam,1979,Autumn,M,31,France,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-23,AMAD,Ama Dablam,1979,Autumn,F,27,France,Member,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-04,AMAD,Ama Dablam,1979,Autumn,M,44,France,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-05,AMAD,Ama Dablam,1979,Autumn,M,29,France,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-06,AMAD,Ama Dablam,1979,Autumn,M,34,France,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-07,AMAD,Ama Dablam,1979,Autumn,M,36,France,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-09,AMAD,Ama Dablam,1979,Autumn,M,25,France,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-15,AMAD,Ama Dablam,1979,Autumn,M,31,France,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-16,AMAD,Ama Dablam,1979,Autumn,M,46,France,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-01,AMAD,Ama Dablam,1979,Autumn,M,29,France,Leader,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-17,AMAD,Ama Dablam,1979,Autumn,F,26,France,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-18,AMAD,Ama Dablam,1979,Autumn,M,42,France,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-26,AMAD,Ama Dablam,1979,Autumn,M,NA,Nepal,H-A Worker,TRUE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-24,AMAD,Ama Dablam,1979,Autumn,M,NA,Nepal,H-A Worker,TRUE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79301,AMAD79301-25,AMAD,Ama Dablam,1979,Autumn,M,NA,Nepal,H-A Worker,TRUE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79302,AMAD79302-02,AMAD,Ama Dablam,1979,Autumn,M,25,New Zealand,Climber,FALSE,6100,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79302,AMAD79302-03,AMAD,Ama Dablam,1979,Autumn,M,27,New Zealand,Climber,FALSE,6100,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,Avalanche,6100
AMAD79302,AMAD79302-01,AMAD,Ama Dablam,1979,Autumn,M,24,New Zealand,Leader,FALSE,6100,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,Avalanche,6100
AMAD79302,AMAD79302-04,AMAD,Ama Dablam,1979,Autumn,M,23,New Zealand,Climber,FALSE,6100,FALSE,FALSE,FALSE,TRUE,Avalanche,6100,FALSE,NA,NA
AMAD79303,AMAD79303-02,AMAD,Ama Dablam,1979,Autumn,M,37,Austria,Climber,FALSE,6000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79303,AMAD79303-03,AMAD,Ama Dablam,1979,Autumn,M,35,Austria,Climber,FALSE,6000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79303,AMAD79303-04,AMAD,Ama Dablam,1979,Autumn,M,35,Italy,Climber,FALSE,6000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79303,AMAD79303-01,AMAD,Ama Dablam,1979,Autumn,M,34,Austria,Leader,FALSE,6000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD79303,AMAD79303-05,AMAD,Ama Dablam,1979,Autumn,M,36,Austria,Climber,FALSE,6000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD80301,AMAD80301-01,AMAD,Ama Dablam,1980,Autumn,M,28,New Zealand,Leader,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD80301,AMAD80301-02,AMAD,Ama Dablam,1980,Autumn,M,33,New Zealand,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD80301,AMAD80301-03,AMAD,Ama Dablam,1980,Autumn,M,41,New Zealand,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD80301,AMAD80301-04,AMAD,Ama Dablam,1980,Autumn,M,19,New Zealand,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD80301,AMAD80301-05,AMAD,Ama Dablam,1980,Autumn,M,27,New Zealand,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD80301,AMAD80301-07,AMAD,Ama Dablam,1980,Autumn,M,38,Australia,BC Manager,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD80301,AMAD80301-06,AMAD,Ama Dablam,1980,Autumn,M,29,New Zealand,Climber,FALSE,5945,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD80302,AMAD80302-01,AMAD,Ama Dablam,1980,Autumn,M,31,Japan,Leader,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD80302,AMAD80302-02,AMAD,Ama Dablam,1980,Autumn,M,29,Japan,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD80302,AMAD80302-06,AMAD,Ama Dablam,1980,Autumn,M,22,Japan,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD80302,AMAD80302-05,AMAD,Ama Dablam,1980,Autumn,M,24,Japan,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD80302,AMAD80302-04,AMAD,Ama Dablam,1980,Autumn,M,24,Japan,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD80302,AMAD80302-03,AMAD,Ama Dablam,1980,Autumn,M,27,Japan,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81101,AMAD81101-03,AMAD,Ama Dablam,1981,Spring,M,28,Spain,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81101,AMAD81101-04,AMAD,Ama Dablam,1981,Spring,M,27,Spain,Exp Doctor,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81101,AMAD81101-02,AMAD,Ama Dablam,1981,Spring,M,35,Spain,Deputy Leader,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81101,AMAD81101-05,AMAD,Ama Dablam,1981,Spring,M,37,Spain,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81101,AMAD81101-06,AMAD,Ama Dablam,1981,Spring,M,43,France,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81101,AMAD81101-07,AMAD,Ama Dablam,1981,Spring,M,38,Spain,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81101,AMAD81101-08,AMAD,Ama Dablam,1981,Spring,M,23,Spain,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81101,AMAD81101-01,AMAD,Ama Dablam,1981,Spring,M,36,Spain,Leader,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81101,AMAD81101-09,AMAD,Ama Dablam,1981,Spring,M,48,Spain,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81101,AMAD81101-11,AMAD,Ama Dablam,1981,Spring,M,25,Nepal,H-A Worker,TRUE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81101,AMAD81101-12,AMAD,Ama Dablam,1981,Spring,M,26,Nepal,H-A Worker,TRUE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81101,AMAD81101-10,AMAD,Ama Dablam,1981,Spring,M,21,Nepal,H-A Worker,TRUE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81102,AMAD81102-02,AMAD,Ama Dablam,1981,Spring,M,34,USA,Climber,FALSE,6100,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81102,AMAD81102-03,AMAD,Ama Dablam,1981,Spring,M,36,Canada,Support,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81102,AMAD81102-04,AMAD,Ama Dablam,1981,Spring,M,25,Australia,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81102,AMAD81102-05,AMAD,Ama Dablam,1981,Spring,M,25,Australia,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81102,AMAD81102-06,AMAD,Ama Dablam,1981,Spring,M,24,Australia,Support,FALSE,5800,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81102,AMAD81102-07,AMAD,Ama Dablam,1981,Spring,M,25,Australia,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81102,AMAD81102-01,AMAD,Ama Dablam,1981,Spring,M,21,Australia,Leader,FALSE,6100,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81102,AMAD81102-08,AMAD,Ama Dablam,1981,Spring,M,35,USA,Climber,FALSE,5800,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81102,AMAD81102-09,AMAD,Ama Dablam,1981,Spring,F,22,Australia,Support,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81301,AMAD81301-02,AMAD,Ama Dablam,1981,Autumn,M,32,USA,Climber,FALSE,5945,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81301,AMAD81301-03,AMAD,Ama Dablam,1981,Autumn,M,33,USA,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81301,AMAD81301-04,AMAD,Ama Dablam,1981,Autumn,M,19,USA,Climber,FALSE,6155,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81301,AMAD81301-05,AMAD,Ama Dablam,1981,Autumn,M,28,USA,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81301,AMAD81301-06,AMAD,Ama Dablam,1981,Autumn,M,34,USA,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81301,AMAD81301-07,AMAD,Ama Dablam,1981,Autumn,M,NA,USA,Climber,FALSE,5945,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81301,AMAD81301-01,AMAD,Ama Dablam,1981,Autumn,M,36,USA,Leader,FALSE,6814,TRUE,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81301,AMAD81301-08,AMAD,Ama Dablam,1981,Autumn,F,18,USA,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81301,AMAD81301-09,AMAD,Ama Dablam,1981,Autumn,M,31,USA,Climber,FALSE,6814,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81302,AMAD81302-03,AMAD,Ama Dablam,1981,Autumn,M,30,Japan,Climber,FALSE,6000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
AMAD81302,AMAD81302-02,AMAD,Ama Dablam,1981,Autumn,M,37,Japan,Climbing Leader,FALSE,6000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
