brand,product,url,imgSrc,name,categories,specific,hex,lightness
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2528173sw?$tn$,shell,gem,1W1,#EFCBA4,0.790196078431373
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2529033sw?$50px$,linen,textile,1N1,#F3CEB0,0.82156862745098
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549910sw?$50px$,alabaster,gem,1C1,#F2CBB4,0.827450980392157
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2528170sw?$50px$,porcelain,misc,1N2,#F6C8A7,0.809803921568627
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2529037sw?$50px$,ivory,"gem, color",1C2,#F0C4AB,0.805882352941176
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2528172sw?$50px$,sand,rock,1W2,#F2C79D,0.782352941176471
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2529036sw?$50px$,cashmere,textile,1N3,#DFB38A,0.707843137254902
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2529034sw?$50px$,vanilla,food,2W1,#EEC29C,0.772549019607843
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549902sw?$50px$,bisque,food,2C1,#EAB498,0.756862745098039
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549903sw?$50px$,cashew,food,2N1,#DDAD8C,0.707843137254902
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549913sw?$50px$,teak,wood,2C2,#E5AE8F,0.729411764705882
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549907sw?$50px$,desert,rock,2N2,#E0AE8C,0.713725490196078
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2528175sw?$50px$,buff,color,2W2,#E1B186,0.703921568627451
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2529035sw?$50px$,buttercup,plant,3W1,#E2AD7F,0.692156862745098
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,https://images.ulta.com/is/image/Ulta/2549922sw?$50px$,camel,"color, animal",3N1,#D59C79,0.654901960784314
