product_id,currency,price_local,price_usd,is_free,is_recurring,rating_score,n_ratings,is_rated,top_creator,card_text
1,£,41.4,55.75,FALSE,FALSE,5.0,194,TRUE,FALSE,Headquarters Notion Productivity Template Productive Setups 5.0 (194)
2,£,110.64,149.0,FALSE,FALSE,,0,FALSE,FALSE,Headquarters Toolkit: Notion Productivity Bundle Productive Setups £11
3,€,199.99,230.83,FALSE,FALSE,4.8,51,TRUE,FALSE,Obsidian Starter Kit and community Sébastien Dubois 4.8 (51) €199.99
4,£,111.37,149.98,FALSE,FALSE,5.0,12,TRUE,FALSE,The Solopreneur Operating System Huy Nguyen 5.0 (12) £111.37
5,$,45.0,45.0,FALSE,FALSE,,7,TRUE,FALSE,Your ADHD Mynd - Notion Template (Recently Updated!) Braelyn | Mynd fo
6,£,0.0,0.0,TRUE,FALSE,4.9,373,TRUE,FALSE,Second Brain Template Heyismail 4.9 (373) £0.00+
7,$,4999.99,4999.99,FALSE,FALSE,,0,FALSE,FALSE,"🌟Lifetime Membership – One-Time Payment, Lifetime Access 💎 Hams AI Tec"
8,£,34.9,47.0,FALSE,FALSE,4.9,16,TRUE,FALSE,365 Substack Notes Templates Write • Build • Scale 4.9 (16) £34.90
9,£,241.33,325.0,FALSE,FALSE,5.0,3,TRUE,FALSE,Notion Complete Bundle Heyismail 5.0 (3) £241.33+
10,£,73.51,99.0,FALSE,FALSE,4.8,29,TRUE,FALSE,Notion For Businesses Heyismail 4.8 (29) £73.51+
11,£,73.51,99.0,FALSE,FALSE,4.8,5,TRUE,FALSE,💎 Untools Vault: Lifetime membership Untools 4.8 (5) £73.51
12,£,184.89,248.99,FALSE,FALSE,,35,TRUE,FALSE,8 Week Course: Mastering Color and Light for Story-Driven Art Misha Op
13,£,0.0,0.0,TRUE,FALSE,4.9,167,TRUE,FALSE,Notion Life OS Heyismail 4.9 (167) £0.00+
14,£,12.62,17.0,FALSE,FALSE,5.0,1,TRUE,FALSE,"Procedure Tracking Template Manan Parekh, MD 5.0 (1) £12.62"
15,£,72.03,97.0,FALSE,FALSE,4.8,24,TRUE,FALSE,Storyteller OS StoryFlint 4.8 (24) £72.03
16,$,27.0,27.0,FALSE,FALSE,,53,TRUE,FALSE,Italy Arrival Blueprint: Your First 90 Days in Italy MICHEL WILFRIED 4
17,£,14.11,19.0,FALSE,FALSE,5.0,74,TRUE,FALSE,Gamified Life OS: Solo Leveling Kevechino 5.0 (74) £14.11+
18,£,6.68,9.0,FALSE,FALSE,4.9,34,TRUE,FALSE,Smart Finance Jahaziel Guerra 4.9 (34) £6.68+
19,£,18.56,24.99,FALSE,FALSE,4.9,20,TRUE,FALSE,The Complete Cavalry Guide Heyalisa Motion 4.9 (20) £18.56
20,£,24.63,33.17,FALSE,FALSE,,0,FALSE,FALSE,The UGC Pitching System ✨💸 Rylie Lane £24.63
21,£,184.89,248.99,FALSE,FALSE,5.0,75,TRUE,TRUE,The Ultimate Notion Templates Bundle​ MrPugo Top creator 5.0 (75) £184
22,$,50.0,50.0,FALSE,FALSE,,0,FALSE,FALSE,The VB Toolkit ($50 off) LC Media Studio - by Mat Aleixo £58.66
23,$,14.0,14.0,FALSE,FALSE,4.8,35,TRUE,TRUE,Language Learning Hub 2.0 Anna Lenkovska Top creator 4.8 (35) $14
24,€,2975.0,3433.75,FALSE,FALSE,,0,FALSE,FALSE,3 left The Writer's Wand©️: 180SF Program (Schedule Flexible) Coach Na
25,£,20.05,27.0,FALSE,FALSE,,0,FALSE,FALSE,The Neuroscience-Optimized Morning Routine: A Science-Backed Framework
26,£,73.51,99.0,FALSE,FALSE,4.7,13,TRUE,FALSE,Notion Complete Bundle Pack Solt Wagner 4.7 (13) £73.51
27,£,73.51,99.0,FALSE,FALSE,5.0,8,TRUE,FALSE,Notion For Startups Heyismail 5.0 (8) £73.51+
28,£,40.33,54.31,FALSE,FALSE,,4,TRUE,FALSE,Iconic Life Planner ✧ Template Notion Complet & Esthétique Lydiaenvrai
29,$,40.0,40.0,FALSE,FALSE,,13,TRUE,FALSE,Productivity Hub: 12 Week Year & To-Do List Template Anna Lenkovska To
30,£,17.82,24.0,FALSE,FALSE,,0,FALSE,FALSE,THE AI MONETIZATION SYSTEM 3.0 Think Scale AI £17.82+
31,£,111.38,150.0,FALSE,FALSE,,0,FALSE,FALSE,CoLab: Notion Team Template Productive Setups £111.38
32,£,23.17,31.2,FALSE,FALSE,,0,FALSE,FALSE,METAKAIHOS — The Obsidian Vault for AI-Augmented Thinking metakaihos £
33,£,73.51,99.0,FALSE,FALSE,4.9,145,TRUE,TRUE,Business Hub for Notion MrPugo Top creator 4.9 (145) £73.51
34,£,147.77,199.0,FALSE,FALSE,,0,FALSE,FALSE,Multi-Business Owner OS notion4agencies £147.77
35,$,20.0,20.0,FALSE,FALSE,4.9,26,TRUE,TRUE,Travel Planner 2.0 Anna Lenkovska Top creator 4.9 (26) $20
36,£,220.54,297.0,FALSE,FALSE,5.0,5,TRUE,FALSE,4 left Complete Template Bundle iNotion 5.0 (5) £220.54
37,£,37.12,49.99,FALSE,FALSE,4.5,91,TRUE,FALSE,SimpliGen SimpliGen 4.5 (91) £37.12 £24.13
38,$,24.97,24.97,FALSE,TRUE,,168,TRUE,TRUE,ZimmWriter (Subscription) ZimmWriter (by Matt Zimmerman) Top creator 4
39,£,0.0,0.0,TRUE,FALSE,4.8,47,TRUE,FALSE,Houdini AI Assistant Radu Cius 4.8 (47) £0.00
40,£,28.96,39.0,FALSE,FALSE,3.9,11,TRUE,FALSE,89 left Claude For Lawyers - 360 Claude Prompts Kyle Maddie 3.9 (11) £
41,£,28.96,39.0,FALSE,FALSE,4.4,5,TRUE,FALSE,Claude Skills Pack Prompt Guy 4.4 (5) £28.96
42,£,73.51,99.0,FALSE,FALSE,5.0,15,TRUE,FALSE,CRAFTR 2.0 CRAFTR by PROMPTR Studios 5.0 (15) £73.51 £58.66
43,€,299.0,345.11,FALSE,FALSE,,41,TRUE,FALSE,ZeroToAi - Una introduzione (gentile) agli LLM e alla AI Generative Ma
44,£,140.34,189.0,FALSE,FALSE,,30,TRUE,FALSE,"Squareblack Blueprint - Roadmap, Examples, Templates for a HIGH PAID A"
45,£,28.96,39.0,FALSE,FALSE,5.0,1,TRUE,FALSE,My Complete Claude AI Collection Think Scale AI 5.0 (1) £28.96+
46,£,33.41,44.99,FALSE,FALSE,5.0,6,TRUE,FALSE,360 Splat Pro Ronski 5.0 (6) £33.41
47,£,28.96,39.0,FALSE,FALSE,,8,TRUE,FALSE,109 left McKinsey in 360 Claude Prompts - A Consultants' Playbook Kyle
48,$,15.0,15.0,FALSE,TRUE,5.0,13,TRUE,FALSE,NotebookLM Mastery - Premium Membership Mihailo Zoin 5.0 (13) $15 a mo
49,£,36.38,48.99,FALSE,FALSE,4.8,5,TRUE,FALSE,Job Search OS in Claude Code Aakash Gupta 4.8 (5) £36.38
50,£,513.95,692.14,FALSE,FALSE,4.9,7,TRUE,FALSE,FORMATION IA 3.0 CREATION DE VIDEOS COMPLETE LE LABO NOIR 4.9 (7) £513
51,£,80.94,109.0,FALSE,FALSE,5.0,3,TRUE,FALSE,AI Visualization Mastery Salmaan Mohamed 5.0 (3) £80.94
52,£,147.77,199.0,FALSE,FALSE,,3,TRUE,FALSE,ComfyUI WAN 2.2 Image-to-Video Animation Workflow Pack + Lifetime Upda
53,£,12.62,17.0,FALSE,FALSE,,1,TRUE,FALSE,AI Voice Assistant - Complete Setup & Build Guide (Build Your Own Jarv
54,£,370.53,499.0,FALSE,FALSE,,0,FALSE,FALSE,4 left Lifetime Bundle – Limited Time Offer ohneis £370.53+
55,£,36.38,48.99,FALSE,FALSE,4.8,6,TRUE,FALSE,PM Operating System in Claude Code Aakash Gupta 4.8 (6) £36.38
56,£,21.53,28.99,FALSE,FALSE,,5,TRUE,FALSE,The Faceless YouTube Engine: Create Faceless AI Videos Fast ⚡ Without
57,£,0.0,0.0,TRUE,FALSE,,53,TRUE,FALSE,TranscribeX - Local AI Transcription for macOS - 20% OFF Ethan Oawlly
58,£,36.38,48.99,FALSE,FALSE,,3,TRUE,FALSE,The Best Way® To Edit AI & Re-Human Your Writing Joshua Lisec Top crea
59,£,4.45,5.99,FALSE,FALSE,5.0,3,TRUE,FALSE,The Ultimate Gemini Notebook Toolkit Mubashir Burfat 5.0 (3) £4.45+
60,£,34.9,47.0,FALSE,FALSE,5.0,33,TRUE,FALSE,4 left Claude OS Ziks ⎸ Your AI Guy 5.0 (33) £34.90
61,£,7.42,9.99,FALSE,FALSE,,22,TRUE,FALSE,JSFILMZ VAULT (500 Seedance 2.0 Prompts) *WINDOWS & MAC BUT READ CAREF
62,£,72.03,97.0,FALSE,FALSE,,5,TRUE,FALSE,124 left SourceLens — The Smartest Keepa Overlay for Amazon OA Sellers
63,£,0.0,0.0,TRUE,FALSE,4.8,40,TRUE,FALSE,CLAUDE REMOTION BLUEPRINT - Step By Step Guide CHRONIXEL SHOP 4.8 (40)
64,£,380.96,513.04,FALSE,FALSE,,0,FALSE,FALSE,1 left Lucy A Touch of the Gods £380.96
65,$,89.99,89.99,FALSE,FALSE,2.3,3,TRUE,FALSE,Echoes Plus Echoes By R2bits 2.3 (3) $89.99 a year
66,£,111.38,150.0,FALSE,FALSE,,0,FALSE,FALSE,4 left The Complete AI Bundle Ziks ⎸ Your AI Guy £111.38
67,£,28.96,39.0,FALSE,FALSE,5.0,2,TRUE,FALSE,23 left The Consultant's Guide To Claude Skills Kyle Maddie 5.0 (2) £2
68,£,15.59,21.0,FALSE,FALSE,,4,TRUE,FALSE,The Original Character Journal — Starter Kit Flux Destiny Universe 4.8
69,$,14.99,14.99,FALSE,FALSE,,0,FALSE,FALSE,"Suno AI Complete 8-in-1 Bundle (2,500+ Prompts) Travis Nicholson $14.9"
70,£,48.27,65.01,FALSE,FALSE,3.0,2,TRUE,FALSE,Consultants' AI Bundle 2026 - Top 9 AI Resources Kyle Maddie 3.0 (2) £
71,$,39.99,39.99,FALSE,FALSE,,109,TRUE,FALSE,RenderZero AI Studio - AI Image and Video Generation LIFETIME ACCESS P
72,£,29.69,39.98,FALSE,FALSE,4.8,5,TRUE,FALSE,RenderZero Animate - LIFETIME ACCESS PromptGeek 4.8 (5) £29.69 £22.27
73,£,110.64,149.0,FALSE,FALSE,,0,FALSE,FALSE,"GRC (Governance, Risk, and Compliance) Excel Templates Pack ExcelLog £"
74,£,74.25,99.99,FALSE,FALSE,,0,FALSE,FALSE,Cybersecurity All-in-One Bundle ExcelLog £74.25
75,£,148.5,199.99,FALSE,FALSE,,7,TRUE,FALSE,Project Management Templates + Advanced Project Plan & Portfolio Excel
76,$,0.0,0.0,TRUE,FALSE,,125,TRUE,FALSE,The ultimate Kristjan Küllamaggi (Qullamaggie) deep dive - data and re
