barrels08,barrelsA08,charge120,charge240,city08,city08U,cityA08,cityA08U,cityCD,cityE,cityUF,co2,co2A,co2TailpipeAGpm,co2TailpipeGpm,comb08,comb08U,combA08,combA08U,combE,combinedCD,combinedUF,cylinders,displ,drive,engId,eng_dscr,feScore,fuelCost08,fuelCostA08,fuelType,fuelType1,ghgScore,ghgScoreA,highway08,highway08U,highwayA08,highwayA08U,highwayCD,highwayE,highwayUF,hlv,hpv,id,lv2,lv4,make,model,mpgData,phevBlended,pv2,pv4,range,rangeCity,rangeCityA,rangeHwy,rangeHwyA,trany,UCity,UCityA,UHighway,UHighwayA,VClass,year,youSaveSpend,guzzler,trans_dscr,tCharger,sCharger,atvType,fuelType2,rangeA,evMotor,mfrCode,c240Dscr,charge240b,c240bDscr,createdOn,modifiedOn,startStop,phevCity,phevHwy,phevComb
15.695714285714287,0,0,0,19,0,0,0,0,0,0,-1,-1,0,423.1904761904762,21,0,0,0,0,0,0,4,2,Rear-Wheel Drive,9011,(FFS),-1,1900,0,Regular,Regular Gasoline,-1,-1,25,0,0,0,0,0,0,0,0,1,0,0,Alfa Romeo,Spider Veloce 2000,Y,FALSE,0,0,0,0,0,0,0,Manual 5-spd,23.3333,0,35,0,Two Seaters,1985,-2250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,NA,0,0,0
29.96454545454546,0,0,0,9,0,0,0,0,0,0,-1,-1,0,807.9090909090909,11,0,0,0,0,0,0,12,4.9,Rear-Wheel Drive,22020,(GUZZLER),-1,3600,0,Regular,Regular Gasoline,-1,-1,14,0,0,0,0,0,0,0,0,10,0,0,Ferrari,Testarossa,N,FALSE,0,0,0,0,0,0,0,Manual 5-spd,11,0,19,0,Two Seaters,1985,-10750,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,NA,0,0,0
12.207777777777778,0,0,0,23,0,0,0,0,0,0,-1,-1,0,329.14814814814815,27,0,0,0,0,0,0,4,2.2,Front-Wheel Drive,2100,(FFS),-1,1450,0,Regular,Regular Gasoline,-1,-1,33,0,0,0,0,0,0,19,77,100,0,0,Dodge,Charger,Y,FALSE,0,0,0,0,0,0,0,Manual 5-spd,29,0,47,0,Subcompact Cars,1985,0,NA,SIL,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,NA,0,0,0
29.96454545454546,0,0,0,10,0,0,0,0,0,0,-1,-1,0,807.9090909090909,11,0,0,0,0,0,0,8,5.2,Rear-Wheel Drive,2850,NA,-1,3600,0,Regular,Regular Gasoline,-1,-1,12,0,0,0,0,0,0,0,0,1000,0,0,Dodge,B150/B250 Wagon 2WD,N,FALSE,0,0,0,0,0,0,0,Automatic 3-spd,12.2222,0,16.6667,0,Vans,1985,-10750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,NA,0,0,0
17.347894736842107,0,0,0,17,0,0,0,0,0,0,-1,-1,0,467.7368421052632,19,0,0,0,0,0,0,4,2.2,4-Wheel or All-Wheel Drive,66031,"(FFS,TRBO)",-1,2600,0,Premium,Premium Gasoline,-1,-1,23,0,0,0,0,0,0,0,0,10000,0,14,Subaru,Legacy AWD Turbo,N,FALSE,0,90,0,0,0,0,0,Manual 5-spd,21,0,32,0,Compact Cars,1993,-5750,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,0,NA,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,NA,0,0,0
14.98227272727273,0,0,0,21,0,0,0,0,0,0,-1,-1,0,403.95454545454544,22,0,0,0,0,0,0,4,1.8,Front-Wheel Drive,66020,(FFS),-1,1800,0,Regular,Regular Gasoline,-1,-1,24,0,0,0,0,0,0,0,0,10001,0,15,Subaru,Loyale,N,FALSE,0,88,0,0,0,0,0,Automatic 3-spd,27,0,33,0,Compact Cars,1993,-1750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,NA,0,0,0
13.1844,0,0,0,22,0,0,0,0,0,0,-1,-1,0,355.48,25,0,0,0,0,0,0,4,1.8,Front-Wheel Drive,66020,(FFS),-1,1600,0,Regular,Regular Gasoline,-1,-1,29,0,0,0,0,0,0,0,0,10002,0,15,Subaru,Loyale,Y,FALSE,0,88,0,0,0,0,0,Manual 5-spd,28,0,41,0,Compact Cars,1993,-750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,NA,0,0,0
13.73375,0,0,0,23,0,0,0,0,0,0,-1,-1,0,370.2916666666667,24,0,0,0,0,0,0,4,1.6,Front-Wheel Drive,57005,(FFS),-1,1650,0,Regular,Regular Gasoline,-1,-1,26,0,0,0,0,0,0,0,0,10003,0,13,Toyota,Corolla,Y,FALSE,0,89,0,0,0,0,0,Automatic 3-spd,29,0,37,0,Compact Cars,1993,-1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,NA,0,0,0
12.677307692307693,0,0,0,23,0,0,0,0,0,0,-1,-1,0,341.8076923076923,26,0,0,0,0,0,0,4,1.6,Front-Wheel Drive,57005,(FFS),-1,1550,0,Regular,Regular Gasoline,-1,-1,31,0,0,0,0,0,0,0,0,10004,0,13,Toyota,Corolla,Y,FALSE,0,89,0,0,0,0,0,Manual 5-spd,30,0,43,0,Compact Cars,1993,-500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,NA,0,0,0
13.1844,0,0,0,23,0,0,0,0,0,0,-1,-1,0,355.48,25,0,0,0,0,0,0,4,1.8,Front-Wheel Drive,57006,(FFS),-1,1600,0,Regular,Regular Gasoline,-1,-1,30,0,0,0,0,0,0,0,0,10005,0,13,Toyota,Corolla,Y,FALSE,0,89,0,0,0,0,0,Automatic 4-spd,29,0,42,0,Compact Cars,1993,-750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,NA,0,0,0
