MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20210713,AK,"433,133.18","149,435.11",0.00,0.00,0.00,0.00,2021-07-13,2021-07-19,2
20210706,AK,"433,133.18","149,435.11",0.00,0.00,0.00,0.00,2021-07-06,2021-07-12,2
20210629,AK,"500,539.66","82,028.63",0.00,0.00,0.00,0.00,2021-06-29,2021-07-05,2
20210622,AK,"500,539.66","82,028.63",0.00,0.00,0.00,0.00,2021-06-22,2021-06-28,2
20210615,AK,"500,539.66","82,028.63",0.00,0.00,0.00,0.00,2021-06-15,2021-06-21,2
20210608,AK,"500,539.66","82,028.63",0.00,0.00,0.00,0.00,2021-06-08,2021-06-14,2
20210601,AK,"461,993.45","120,574.84",0.00,0.00,0.00,0.00,2021-06-01,2021-06-07,2
20210525,AK,"461,993.45","120,574.84",0.00,0.00,0.00,0.00,2021-05-25,2021-05-31,2
20210518,AK,"461,993.45","120,574.84",0.00,0.00,0.00,0.00,2021-05-18,2021-05-24,2
20210511,AK,"461,993.45","120,574.84",0.00,0.00,0.00,0.00,2021-05-11,2021-05-17,2
20210504,AK,"461,993.45","120,574.84",0.00,0.00,0.00,0.00,2021-05-04,2021-05-10,2
20210427,AK,"461,993.45","120,574.84",0.00,0.00,0.00,0.00,2021-04-27,2021-05-03,2
20210420,AK,"461,993.45","120,574.84",0.00,0.00,0.00,0.00,2021-04-20,2021-04-26,2
20210413,AK,"461,993.45","120,574.84",0.00,0.00,0.00,0.00,2021-04-13,2021-04-19,2
20210406,AK,"413,010.13","169,558.16",0.00,0.00,0.00,0.00,2021-04-06,2021-04-12,2
20210330,AK,"380,607.81","201,960.48",0.00,0.00,0.00,0.00,2021-03-30,2021-04-05,2
20210323,AK,"380,607.81","201,960.48",0.00,0.00,0.00,0.00,2021-03-23,2021-03-29,2
20210316,AK,"380,607.81","201,960.48",0.00,0.00,0.00,0.00,2021-03-16,2021-03-22,2
20210309,AK,"380,607.81","201,960.48",0.00,0.00,0.00,0.00,2021-03-09,2021-03-15,2
20210302,AK,"459,066.75","123,501.54",0.00,0.00,0.00,0.00,2021-03-02,2021-03-08,2
20210223,AK,"474,664.89","107,903.39",0.00,0.00,0.00,0.00,2021-02-23,2021-03-01,2
20210216,AK,"474,664.89","107,903.39",0.00,0.00,0.00,0.00,2021-02-16,2021-02-22,2
20210209,AK,"474,664.89","107,903.39",0.00,0.00,0.00,0.00,2021-02-09,2021-02-15,2
20210202,AK,"469,523.28","113,045.01",0.00,0.00,0.00,0.00,2021-02-02,2021-02-08,2
20210126,AK,"489,505.15","93,063.14",0.00,0.00,0.00,0.00,2021-01-26,2021-02-01,2
20210119,AK,"489,505.15","93,063.14",0.00,0.00,0.00,0.00,2021-01-19,2021-01-25,2
20210112,AK,"489,505.15","93,063.14",0.00,0.00,0.00,0.00,2021-01-12,2021-01-18,2
20210105,AK,"532,707.03","49,861.26",0.00,0.00,0.00,0.00,2021-01-05,2021-01-11,2
20201229,AK,"532,707.03","49,861.26",0.00,0.00,0.00,0.00,2020-12-29,2021-01-04,2
20201222,AK,"532,707.03","49,861.26",0.00,0.00,0.00,0.00,2020-12-22,2020-12-28,2
20201215,AK,"517,815.00","64,753.29",0.00,0.00,0.00,0.00,2020-12-15,2020-12-21,2
20201208,AK,"517,815.00","64,753.29",0.00,0.00,0.00,0.00,2020-12-08,2020-12-14,2
20201201,AK,"517,831.12","64,737.17",0.00,0.00,0.00,0.00,2020-12-01,2020-12-07,2
20201124,AK,"517,831.12","64,737.17",0.00,0.00,0.00,0.00,2020-11-24,2020-11-30,2
20201117,AK,"517,831.12","64,737.17",0.00,0.00,0.00,0.00,2020-11-17,2020-11-23,2
20201110,AK,"517,831.12","59,798.12","4,939.05",0.00,0.00,0.00,2020-11-10,2020-11-16,2
20201103,AK,"517,831.12","59,798.12","4,939.05",0.00,0.00,0.00,2020-11-03,2020-11-09,2
20201027,AK,"511,546.50","66,082.74","4,939.05",0.00,0.00,0.00,2020-10-27,2020-11-02,2
20201020,AK,"498,161.25","79,467.99","4,939.05",0.00,0.00,0.00,2020-10-20,2020-10-26,2
20201013,AK,"498,161.25","79,467.99","4,939.05",0.00,0.00,0.00,2020-10-13,2020-10-19,2
20201006,AK,"498,161.25","79,467.99","4,939.05",0.00,0.00,0.00,2020-10-06,2020-10-12,2
20200929,AK,"453,502.50","124,465.71","4,600.08",0.00,0.00,0.00,2020-09-29,2020-10-05,2
20200922,AK,"409,208.11","163,959.05","9,401.13",0.00,0.00,0.00,2020-09-22,2020-09-28,2
20200915,AK,"409,208.11","163,959.05","9,401.13",0.00,0.00,0.00,2020-09-15,2020-09-21,2
20200908,AK,"398,327.74","174,839.41","9,401.13",0.00,0.00,0.00,2020-09-08,2020-09-14,2
20200901,AK,"381,333.33","191,833.82","9,401.13",0.00,0.00,0.00,2020-09-01,2020-09-07,2
20200825,AK,"520,286.55","57,480.68","4,801.06",0.00,0.00,0.00,2020-08-25,2020-08-31,2
20200818,AK,"537,571.85","44,996.44",0.00,0.00,0.00,0.00,2020-08-18,2020-08-24,2
20200811,AK,"537,571.85","44,996.44",0.00,0.00,0.00,0.00,2020-08-11,2020-08-17,2
20200804,AK,"537,571.85","44,996.44",0.00,0.00,0.00,0.00,2020-08-04,2020-08-10,2
20200728,AK,"552,016.84","30,551.45",0.00,0.00,0.00,0.00,2020-07-28,2020-08-03,2
20200721,AK,"552,016.84","30,551.45",0.00,0.00,0.00,0.00,2020-07-21,2020-07-27,2
20200714,AK,"552,016.84","30,551.45",0.00,0.00,0.00,0.00,2020-07-14,2020-07-20,2
20200707,AK,"550,063.89","32,504.40",0.00,0.00,0.00,0.00,2020-07-07,2020-07-13,2
20200630,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2020-06-30,2020-07-06,2
20200623,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2020-06-23,2020-06-29,2
20200616,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2020-06-16,2020-06-22,2
20200609,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2020-06-09,2020-06-15,2
20200602,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2020-06-02,2020-06-08,2
20200526,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2020-05-26,2020-06-01,2
20200519,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2020-05-19,2020-05-25,2
20200512,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2020-05-12,2020-05-18,2
20200505,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2020-05-05,2020-05-11,2
20200428,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2020-04-28,2020-05-04,2
20200421,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2020-04-21,2020-04-27,2
20200414,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2020-04-14,2020-04-20,2
20200407,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2020-04-07,2020-04-13,2
20200331,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2020-03-31,2020-04-06,2
20200324,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2020-03-24,2020-03-30,2
20200317,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2020-03-17,2020-03-23,2
20200310,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2020-03-10,2020-03-16,2
20200303,AK,"546,589.46","35,978.83",0.00,0.00,0.00,0.00,2020-03-03,2020-03-09,2
20200225,AK,"546,589.46","35,978.83",0.00,0.00,0.00,0.00,2020-02-25,2020-03-02,2
20200218,AK,"536,454.37","46,113.92",0.00,0.00,0.00,0.00,2020-02-18,2020-02-24,2
20200211,AK,"526,072.97","56,495.32",0.00,0.00,0.00,0.00,2020-02-11,2020-02-17,2
20200204,AK,"526,072.97","56,495.32",0.00,0.00,0.00,0.00,2020-02-04,2020-02-10,2
20200128,AK,"526,072.97","56,495.32",0.00,0.00,0.00,0.00,2020-01-28,2020-02-03,2
20200121,AK,"546,589.46","35,978.83",0.00,0.00,0.00,0.00,2020-01-21,2020-01-27,2
20200114,AK,"546,589.46","31,146.11","4,832.72",0.00,0.00,0.00,2020-01-14,2020-01-20,2
20200107,AK,"546,589.46","31,146.11","4,832.72",0.00,0.00,0.00,2020-01-07,2020-01-13,2
20191231,AK,"542,875.08","34,860.49","4,832.72",0.00,0.00,0.00,2019-12-31,2020-01-06,2
20191224,AK,"542,875.09","34,860.46","4,832.73",0.00,0.00,0.00,2019-12-24,2019-12-30,2
20191217,AK,"542,875.09","34,860.46","4,832.73",0.00,0.00,0.00,2019-12-17,2019-12-23,2
20191210,AK,"538,761.38","38,974.18","4,832.73",0.00,0.00,0.00,2019-12-10,2019-12-16,2
20191203,AK,"538,761.38","38,974.18","4,832.73",0.00,0.00,0.00,2019-12-03,2019-12-09,2
20191126,AK,"531,160.52","46,575.04","4,832.73",0.00,0.00,0.00,2019-11-26,2019-12-02,2
20191119,AK,"531,160.52","46,575.04","4,832.73",0.00,0.00,0.00,2019-11-19,2019-11-25,2
20191112,AK,"526,038.27","33,467.04","23,062.98",0.00,0.00,0.00,2019-11-12,2019-11-18,2
20191105,AK,"526,038.27","33,467.04","23,062.98",0.00,0.00,0.00,2019-11-05,2019-11-11,2
20191029,AK,"526,038.27","33,467.04","11,398.80","11,664.18",0.00,0.00,2019-10-29,2019-11-04,2
20191022,AK,"520,130.57","34,529.01","16,244.53","11,664.18",0.00,0.00,2019-10-22,2019-10-28,2
20191015,AK,"520,130.57","34,529.01","16,244.53","11,664.18",0.00,0.00,2019-10-15,2019-10-21,2
20191008,AK,"516,395.67","36,899.37","17,609.02","6,563.17","5,101.06",0.00,2019-10-08,2019-10-14,2
20191001,AK,"516,395.50","36,899.53","17,609.08","6,563.14","5,101.04",0.00,2019-10-01,2019-10-07,2
20190924,AK,"479,133.51","43,108.41","44,913.57","10,311.77","5,101.04",0.00,2019-09-24,2019-09-30,2
20190917,AK,"443,822.69","69,515.66","35,037.61","25,445.19","8,747.13",0.00,2019-09-17,2019-09-23,2
20190910,AK,"413,373.55","65,249.27","64,526.42","30,671.93","8,747.13",0.00,2019-09-10,2019-09-16,2
20190903,AK,"402,550.33","76,072.49","64,526.42","30,671.93","8,747.13",0.00,2019-09-03,2019-09-09,2
20190827,AK,"388,412.31","90,210.51","64,526.42","30,671.93","8,747.13",0.00,2019-08-27,2019-09-02,2
20190820,AK,"388,412.31","128,949.03","38,499.36","19,027.17","7,680.42",0.00,2019-08-20,2019-08-26,2
20190813,AK,"404,159.59","122,336.65","34,127.61","16,843.40","5,101.04",0.00,2019-08-13,2019-08-19,2
20190806,AK,"296,295.66","218,453.66","56,154.79","6,563.14","5,101.04",0.00,2019-08-06,2019-08-12,2
20190730,AK,"176,941.36","263,077.45","108,819.33","28,629.11","5,101.04",0.00,2019-07-30,2019-08-05,2
20190723,AK,"176,941.36","263,077.45","108,819.33","28,629.11","5,101.04",0.00,2019-07-23,2019-07-29,2
20190716,AK,"178,779.73","263,401.60","128,722.78","6,563.14","5,101.04",0.00,2019-07-16,2019-07-22,2
20190709,AK,"219,361.50","332,661.11","20,945.00","4,499.64","5,101.04",0.00,2019-07-09,2019-07-15,2
20190702,AK,"510,602.16","55,780.26","6,585.16","4,499.66","5,101.06",0.00,2019-07-02,2019-07-08,2
20190625,AK,"510,601.80","55,780.55","6,585.25","4,499.64","5,101.04",0.00,2019-06-25,2019-07-01,2
20190618,AK,"510,601.80","55,780.55","6,585.25","4,499.64","5,101.04",0.00,2019-06-18,2019-06-24,2
20190611,AK,"548,626.31","17,756.04","6,585.25","4,499.64","5,101.04",0.00,2019-06-11,2019-06-17,2
20190604,AK,"548,626.31","17,756.04","6,585.25","4,499.64","5,101.04",0.00,2019-06-04,2019-06-10,2
20190528,AK,"548,626.36","17,756.05","6,585.16","4,499.66","5,101.06",0.00,2019-05-28,2019-06-03,2
20190521,AK,"548,626.31","17,756.04","6,585.25","4,499.64","5,101.04",0.00,2019-05-21,2019-05-27,2
20190514,AK,"548,626.31","21,068.93","7,470.47","5,402.58",0.00,0.00,2019-05-14,2019-05-20,2
20190507,AK,"548,626.36","21,068.88","7,470.45","5,402.60",0.00,0.00,2019-05-07,2019-05-13,2
20190430,AK,"548,626.36","12,157.67","11,928.36","9,855.91",0.00,0.00,2019-04-30,2019-05-06,2
20190423,AK,"548,626.36","12,157.67","10,560.12","11,224.15",0.00,0.00,2019-04-23,2019-04-29,2
20190416,AK,"548,626.36","12,157.67","10,560.12","11,224.15",0.00,0.00,2019-04-16,2019-04-22,2
20190409,AK,"548,626.36","12,157.67","10,560.12","11,224.15",0.00,0.00,2019-04-09,2019-04-15,2
20190402,AK,"548,626.31","12,157.63","10,560.19","11,224.15",0.00,0.00,2019-04-02,2019-04-08,2
20190326,AK,"548,626.31","12,157.63","10,560.19","11,224.15",0.00,0.00,2019-03-26,2019-04-01,2
20190319,AK,"548,626.31","12,157.63","10,560.19","11,224.15",0.00,0.00,2019-03-19,2019-03-25,2
20190312,AK,"548,626.31","12,157.63","10,560.19","11,224.15",0.00,0.00,2019-03-12,2019-03-18,2
20190305,AK,"548,626.31","12,157.63","10,560.19","11,224.15",0.00,0.00,2019-03-05,2019-03-11,2
20190226,AK,"548,626.31","12,157.63","10,560.19","11,224.15",0.00,0.00,2019-02-26,2019-03-04,2
20190219,AK,"548,626.31","20,244.82","7,771.97","5,925.19",0.00,0.00,2019-02-19,2019-02-25,2
20190212,AK,"548,626.31","20,244.82","7,771.97","5,925.19",0.00,0.00,2019-02-12,2019-02-18,2
20190205,AK,"548,626.31","20,244.82","7,771.97","5,925.19",0.00,0.00,2019-02-05,2019-02-11,2
20190129,AK,"548,626.31","20,244.82","7,771.97","5,925.19",0.00,0.00,2019-01-29,2019-02-04,2
20190122,AK,"548,626.31","20,244.82","7,771.97","5,925.19",0.00,0.00,2019-01-22,2019-01-28,2
20190115,AK,"548,626.31","20,244.82","7,771.97","5,925.19",0.00,0.00,2019-01-15,2019-01-21,2
20190108,AK,"548,626.36","20,244.83","7,771.90","5,925.20",0.00,0.00,2019-01-08,2019-01-14,2
20190101,AK,"548,626.31","20,244.82","7,771.97","5,925.19",0.00,0.00,2019-01-01,2019-01-07,2
20181225,AK,"548,626.31","20,244.82","1,651.10","12,046.05",0.00,0.00,2018-12-25,2018-12-31,2
20181218,AK,"548,626.31","20,244.82","1,651.10","12,046.05",0.00,0.00,2018-12-18,2018-12-24,2
20181211,AK,"548,626.31","20,244.82","1,651.10","12,046.05",0.00,0.00,2018-12-11,2018-12-17,2
20181204,AK,"548,626.31","20,244.82","1,651.10","12,046.05",0.00,0.00,2018-12-04,2018-12-10,2
20181127,AK,"548,626.31","20,244.82","1,651.10","12,046.05",0.00,0.00,2018-11-27,2018-12-03,2
20181120,AK,"548,626.31","20,244.82","1,651.10","12,046.05",0.00,0.00,2018-11-20,2018-11-26,2
20181113,AK,"548,626.31","20,244.82","1,651.10","12,046.05",0.00,0.00,2018-11-13,2018-11-19,2
20181106,AK,"548,626.31","20,244.82","1,651.10","12,046.05",0.00,0.00,2018-11-06,2018-11-12,2
20181030,AK,"548,626.31","20,244.82","1,651.10","12,046.05",0.00,0.00,2018-10-30,2018-11-05,2
20181023,AK,"548,626.31","20,244.82","1,651.10","12,046.05",0.00,0.00,2018-10-23,2018-10-29,2
20181016,AK,"548,626.31","20,244.82","1,651.10","12,046.05",0.00,0.00,2018-10-16,2018-10-22,2
20181009,AK,"548,583.91","20,327.74","1,651.04","12,005.59",0.00,0.00,2018-10-09,2018-10-15,2
20181002,AK,"548,583.91","20,327.74","1,651.04","12,005.59",0.00,0.00,2018-10-02,2018-10-08,2
20180925,AK,"557,237.31","11,674.35","1,651.04","12,005.59",0.00,0.00,2018-09-25,2018-10-01,2
20180918,AK,"557,237.31","11,674.35","13,656.64",0.00,0.00,0.00,2018-09-18,2018-09-24,2
20180911,AK,"557,237.31","11,674.35","13,656.64",0.00,0.00,0.00,2018-09-11,2018-09-17,2
20180904,AK,"557,237.31","11,674.35","13,656.64",0.00,0.00,0.00,2018-09-04,2018-09-10,2
20180828,AK,"557,237.31","11,674.35","13,656.64",0.00,0.00,0.00,2018-08-28,2018-09-03,2
20180821,AK,"557,237.31","11,674.35","13,656.64",0.00,0.00,0.00,2018-08-21,2018-08-27,2
20180814,AK,"549,358.86","19,552.79","13,656.64",0.00,0.00,0.00,2018-08-14,2018-08-20,2
20180807,AK,"549,358.91","19,552.86","13,656.53",0.00,0.00,0.00,2018-08-07,2018-08-13,2
20180731,AK,"549,358.88","19,552.82","13,656.58",0.00,0.00,0.00,2018-07-31,2018-08-06,2
20180724,AK,"546,175.67","22,736.04","13,656.58",0.00,0.00,0.00,2018-07-24,2018-07-30,2
20180717,AK,"546,175.67","22,736.04","13,656.58",0.00,0.00,0.00,2018-07-17,2018-07-23,2
20180710,AK,"546,177.67","36,390.62",0.00,0.00,0.00,0.00,2018-07-10,2018-07-16,2
20180703,AK,"546,177.63","36,390.66",0.00,0.00,0.00,0.00,2018-07-03,2018-07-09,2
20180626,AK,"546,177.67","36,390.62",0.00,0.00,0.00,0.00,2018-06-26,2018-07-02,2
20180619,AK,"546,177.67","36,390.62",0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,2
20180612,AK,"571,063.18","11,505.11",0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,2
20180605,AK,"571,063.18","11,505.11",0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,2
20180529,AK,"571,063.18","11,505.11",0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,2
20180522,AK,"571,063.18","11,505.11",0.00,0.00,0.00,0.00,2018-05-22,2018-05-28,2
20180515,AK,"520,290.11","62,278.18",0.00,0.00,0.00,0.00,2018-05-15,2018-05-21,2
20180508,AK,"520,290.25","62,278.04",0.00,0.00,0.00,0.00,2018-05-08,2018-05-14,2
20180501,AK,"520,290.11","62,278.18",0.00,0.00,0.00,0.00,2018-05-01,2018-05-07,2
20180424,AK,"520,290.25","62,278.04",0.00,0.00,0.00,0.00,2018-04-24,2018-04-30,2
20180417,AK,"520,290.11","46,686.28","15,591.90",0.00,0.00,0.00,2018-04-17,2018-04-23,2
20180410,AK,"520,290.11","46,686.28","15,591.90",0.00,0.00,0.00,2018-04-10,2018-04-16,2
20180403,AK,"520,290.25","46,686.17","15,591.87",0.00,0.00,0.00,2018-04-03,2018-04-09,2
20180327,AK,"461,214.14","105,762.28","15,591.87",0.00,0.00,0.00,2018-03-27,2018-04-02,2
20180320,AK,"461,214.13","105,762.26","15,591.90",0.00,0.00,0.00,2018-03-20,2018-03-26,2
20180313,AK,"427,560.35","139,416.04","15,591.90",0.00,0.00,0.00,2018-03-13,2018-03-19,2
20180306,AK,"427,560.35","139,416.04","15,591.90",0.00,0.00,0.00,2018-03-06,2018-03-12,2
20180227,AK,"427,560.34","155,007.94",0.00,0.00,0.00,0.00,2018-02-27,2018-03-05,2
20180220,AK,"427,560.35","155,007.94",0.00,0.00,0.00,0.00,2018-02-20,2018-02-26,2
20180213,AK,"427,560.34","155,007.94",0.00,0.00,0.00,0.00,2018-02-13,2018-02-19,2
20180206,AK,"427,560.35","155,007.94",0.00,0.00,0.00,0.00,2018-02-06,2018-02-12,2
20180130,AK,"374,568.49","207,999.80",0.00,0.00,0.00,0.00,2018-01-30,2018-02-05,2
20180123,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2018-01-23,2018-01-29,2
20180116,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2018-01-16,2018-01-22,2
20180109,AK,"582,568.29",0.00,0.00,0.00,0.00,0.00,2018-01-09,2018-01-15,2
