Année;Mois;Service;Gare de départ;Gare d'arrivée;Durée moyenne du trajet (min);Nombre de circulations prévues;Nombre de trains annulés;Commentaire (facultatif) annulations;Nombre de trains en retard au départ;Retard moyen des trains en retard au départ (min);Retard moyen de tous les trains au départ (min);Commentaire (facultatif) retards au départ;Nombre de trains en retard à l'arrivée;Retard moyen des trains en retard à l'arrivée (min);Retard moyen de tous les trains à l'arrivée (min);Commentaire (facultatif) retards à l'arrivée;% trains en retard pour causes externes (météo, obstacles, colis suspects, malveillance, mouvements sociaux, etc.);% trains en retard à cause infrastructure ferroviaire (maintenance, travaux);% trains en retard à cause gestion trafic (circulation sur ligne ferroviaire, interactions réseaux);% trains en retard à cause matériel roulant;% trains en retard à cause gestion en gare et réutilisation de matériel;% trains en retard à cause prise en compte voyageurs (affluence, gestions PSH, correspondances);Nombre trains en retard > 15min;Retard moyen trains en retard > 15min;Nombre trains en retard > 30min;Nombre trains en retard > 60min;Période;Retard pour causes externes;Retard à cause infrastructure ferroviaire;Retard à cause gestion trafic;Retard à cause matériel roulant;Retard à cause gestion en gare et réutilisation de matériel;Retard à cause prise en compte voyageurs
2017;9.0;National;PARIS EST;METZ;85.1337792642;299.0;0.0;;15.0;11.55;0.752006688963;;17.0;13.7941176471;0.419843924192;;0.25;0.0;0.166666666667;0.416666666667;0.166666666667;0.0;6.0;24.0333333333;1.0;0.0;2017-09;25.0;0.0;16.6666666667;41.666666666699996;16.6666666667;0.0
2017;9.0;National;REIMS;PARIS EST;47.064516129;218.0;1.0;;10.0;14.6533333333;1.26351766513;;23.0;13.5702898551;1.13755760369;;0.25;0.375;0.125;0.125;0.0625;0.0625;9.0;21.4981481481;1.0;0.0;2017-09;25.0;37.5;12.5;12.5;6.25;6.25
2017;9.0;National;PARIS EST;STRASBOURG;116.234939759;333.0;1.0;;20.0;13.6941666667;1.13925702811;;19.0;21.5324561404;1.58639558233;;0.214285714286;0.214285714286;0.0714285714286;0.285714285714;0.214285714286;0.0;14.0;24.694047619;3.0;0.0;2017-09;21.428571428599998;21.428571428599998;7.14285714286;28.5714285714;21.428571428599998;0.0
2017;9.0;National;PARIS LYON;AVIGNON TGV;161.089583333;481.0;1.0;;36.0;20.9884259259;1.40621527778;;61.0;26.5666666667;4.78854166667;;0.155172413793;0.120689655172;0.310344827586;0.344827586207;0.0344827586207;0.0344827586207;40.0;34.0475;21.0;5.0;2017-09;15.517241379300001;12.0689655172;31.034482758600003;34.4827586207;3.44827586207;3.44827586207
2017;9.0;National;PARIS LYON;BELLEGARDE (AIN);164.452631579;190.0;0.0;;16.0;20.9635416667;1.72894736842;;38.0;23.151754386;6.00885964912;;0.166666666667;0.25;0.25;0.305555555556;0.0;0.0277777777778;26.0;28.4012820513;8.0;1.0;2017-09;16.6666666667;25.0;25.0;30.5555555556;0.0;2.7777777777800003
2017;9.0;National;PARIS LYON;BESANCON FRANCHE COMTE TGV;128.521052632;191.0;1.0;;18.0;19.9638888889;1.83877192982;;18.0;31.587962963;5.03368421053;;0.111111111111;0.111111111111;0.222222222222;0.5;0.0;0.0555555555556;15.0;35.7966666667;8.0;1.0;2017-09;11.1111111111;11.1111111111;22.2222222222;50.0;0.0;5.555555555560001
2017;9.0;National;CHAMBERY CHALLES LES EAUX;PARIS LYON;183.918269231;208.0;0.0;;49.0;12.5193877551;3.81690705128;;38.0;25.9214912281;6.4453525641;;0.0588235294118;0.352941176471;0.382352941176;0.176470588235;0.0294117647059;0.0;31.0;29.0774193548;11.0;1.0;2017-09;5.882352941180001;35.294117647099995;38.2352941176;17.6470588235;2.9411764705900003;0.0
2017;9.0;National;PARIS LYON;GRENOBLE;186.327102804;216.0;2.0;;24.0;20.4701388889;2.21168224299;;37.0;36.6216216216;6.57943925234;;0.108108108108;0.189189189189;0.27027027027;0.351351351351;0.0810810810811;0.0;24.0;49.6875;13.0;6.0;2017-09;10.810810810800001;18.918918918899998;27.027027027;35.1351351351;8.10810810811;0.0
2017;9.0;National;LYON PART DIEU;PARIS LYON;121.283333333;661.0;1.0;;141.0;13.0839243499;3.89805555556;;122.0;21.3848360656;5.35356060606;;0.0490196078431;0.323529411765;0.294117647059;0.186274509804;0.127450980392;0.0196078431373;70.0;28.0764285714;20.0;3.0;2017-09;4.90196078431;32.352941176499996;29.4117647059;18.627450980400003;12.7450980392;1.96078431373
2017;9.0;National;PARIS LYON;MACON LOCHE;97.4378109453;201.0;0.0;;23.0;18.115942029;2.14170812604;;26.0;25.6634615385;5.1447761194;;0.0;0.173913043478;0.391304347826;0.347826086957;0.0434782608696;0.0434782608696;16.0;33.8854166667;9.0;1.0;2017-09;0.0;17.3913043478;39.1304347826;34.7826086957;4.3478260869600005;4.3478260869600005
