0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4,state
0,d_18950101,0,0,0,0,0,100,0,0,0,0,0,alabama
0,d_18950201,0,0,0,0,0,100,0,0,0,0,0,alabama
0,d_18950301,0,0,0,0,0,100,0,0,0,0,0,alabama
0,d_18950401,0,0,0,0,0,100,0,0,0,0,0,alabama
0,d_18950501,0,0,0,0,0,100,0,0,0,0,0,alabama
0,d_18950601,0,0,0,0,0,100,0,0,0,0,0,alabama
0,d_18950701,0,0,0,0,0,100,0,0,0,0,0,alabama
0,d_18950801,0,0,0,0,0,100,0,0,0,0,0,alabama
72.8,d_18950901,19.9,0.7,0,0,0,0,7.3,0.1,0,0,0,alabama
47.4,d_18951001,51.6,29.7,0.6,0,0,0,1,0,0,0,0,alabama
53.5,d_18951101,46.2,24.4,0,0,0,0,0.2,0,0,0,0,alabama
19.4,d_18951201,80.7,61.2,13.2,3.6,0,0,0,0,0,0,0,alabama
18.9,d_18960101,81,53.8,5.5,0,0,0,0,0,0,0,0,alabama
39.2,d_18960201,60.8,34.2,4.8,0,0,0,0,0,0,0,0,alabama
13.5,d_18960301,86.5,61.8,7.3,0,0,0,0,0,0,0,0,alabama
11,d_18960401,89,60.7,7.4,0,0,0,0,0,0,0,0,alabama
4.5,d_18960501,95.6,85.4,16,2.1,0,0,0,0,0,0,0,alabama
45.4,d_18960601,54.7,30.5,6.5,1,0,0,0,0,0,0,0,alabama
47,d_18960701,53,24.7,1.6,0,0,0,0,0,0,0,0,alabama
48.5,d_18960801,51.5,21.1,5.3,0.5,0,0,0,0,0,0,0,alabama
33.8,d_18960901,66.3,34.6,4,0.6,0,0,0,0,0,0,0,alabama
33.5,d_18961001,66.5,30.3,6.5,1.5,0,0,0,0,0,0,0,alabama
27,d_18961101,73,40.7,5.3,0.4,0,0,0,0,0,0,0,alabama
6.6,d_18961201,93.4,79.1,46.3,19.7,4.5,0,0,0,0,0,0,alabama
2,d_18970101,97.9,86.5,52.1,21.6,3.3,0,0,0,0,0,0,alabama
24.9,d_18970201,74.9,64.7,39.3,18,2.1,0,0.3,0,0,0,0,alabama
42.6,d_18970301,45.4,30.4,8.2,2.4,0,0,12,8.9,0,0,0,alabama
44.5,d_18970401,46.7,27.5,4.4,0,0,0,8.8,0.1,0,0,0,alabama
41.5,d_18970501,53,36.2,7.2,1.4,0,0,5.5,0.1,0,0,0,alabama
35.8,d_18970601,58.5,39.6,5.6,1,0,0,5.7,0,0,0,0,alabama
35,d_18970701,61.4,40.3,5,1.2,0,0,3.6,0.3,0,0,0,alabama
50.5,d_18970801,46.5,30.9,8,1.7,0,0,3,0.2,0,0,0,alabama
57.5,d_18970901,40,24.7,2.3,0.2,0,0,2.5,0,0,0,0,alabama
51.2,d_18971001,43.8,29.7,7.6,1.2,0,0,5.1,1.6,0,0,0,alabama
32.2,d_18971101,67.8,51.4,28.7,17.6,1.3,0,0,0,0,0,0,alabama
0.4,d_18971201,99.6,93.3,77,60.6,24.3,0,0,0,0,0,0,alabama
0.4,d_18980101,99.5,95.4,76,64.9,44,0,0,0,0,0,0,alabama
0,d_18980201,99.9,93.2,81.3,71.8,57.3,0,0,0,0,0,0,alabama
0.2,d_18980301,99.9,92.1,78,71.7,54.4,0,0,0,0,0,0,alabama
0.7,d_18980401,99.3,91.2,77.3,70.7,40.3,0,0,0,0,0,0,alabama
0,d_18980501,100,99.6,91.1,88.3,83.2,0,0,0,0,0,0,alabama
0.2,d_18980601,99.8,95.9,87.1,82.3,61.5,0,0,0,0,0,0,alabama
3.7,d_18980701,96.3,89.4,80.9,63.5,23,0,0,0,0,0,0,alabama
11.5,d_18980801,88.5,69,15.6,6.5,1.7,0,0,0,0,0,0,alabama
11.9,d_18980901,88,70.2,28.2,11.6,4.1,0,0,0,0,0,0,alabama
31.8,d_18981001,67.9,47.7,13.8,4.5,0.8,0,0.4,0,0,0,0,alabama
63.6,d_18981101,23.4,11.4,0.1,0,0,0,12.9,2.2,0,0,0,alabama
36.2,d_18981201,25.4,13.1,3.9,0,0,0,38.2,25.1,1.3,0,0,alabama
39.8,d_18990101,18.1,9.2,0.7,0,0,0,42.1,30.4,16.2,4.9,0,alabama
19.2,d_18990201,5.4,0.6,0,0,0,0,75.3,58.8,35.6,23,12.1,alabama
19.1,d_18990301,0,0,0,0,0,0,80.9,61.1,30.5,17.1,6.2,alabama
46.8,d_18990401,0.4,0,0,0,0,0,52.7,36.2,15.8,7.9,1.2,alabama
73.3,d_18990501,10.7,0.4,0,0,0,0,16,7.4,0,0,0,alabama
65.9,d_18990601,22.8,7.6,0,0,0,0,11.3,4.6,0,0,0,alabama
80.6,d_18990701,10.2,0,0,0,0,0,9.1,1.6,0,0,0,alabama
45.1,d_18990801,51.8,26.7,0.7,0,0,0,3.1,0.4,0,0,0,alabama
36.3,d_18990901,62.1,45.4,13.3,2.8,0,0,1.5,0.1,0,0,0,alabama
26.7,d_18991001,71.6,56.2,23,13,0,0,1.6,0,0,0,0,alabama
9.3,d_18991101,90.7,73.1,52.8,36.6,2.4,0,0,0,0,0,0,alabama
0.6,d_18991201,99.5,92.7,55.2,16.4,1.2,0,0,0,0,0,0,alabama
0.9,d_19000101,99.2,96.5,46,8.9,0.1,0,0,0,0,0,0,alabama
54.7,d_19000201,45.3,15.9,0.2,0,0,0,0.1,0,0,0,0,alabama
70.4,d_19000301,23.1,5.1,0,0,0,0,6.5,0.4,0,0,0,alabama
86,d_19000401,0.9,0.2,0,0,0,0,13.1,1.5,0,0,0,alabama
94.6,d_19000501,1.1,0.3,0,0,0,0,4.3,0.1,0,0,0,alabama
4.6,d_19000601,0,0,0,0,0,0,95.4,74.4,29.4,6.8,0,alabama
18.9,d_19000701,0,0,0,0,0,0,81,61.7,32.6,14.9,0,alabama
16.1,d_19000801,0,0,0,0,0,0,83.9,58.2,32.7,13.2,1,alabama
11.6,d_19000901,0,0,0,0,0,0,88.4,58.9,32.1,12.4,0.4,alabama
0,d_19001001,0,0,0,0,0,0,99.9,98.8,61.8,47.5,18.7,alabama
25.5,d_19001101,0,0,0,0,0,0,74.6,64,43.4,28,9.7,alabama
20.7,d_19001201,0,0,0,0,0,0,79.2,68.1,48.9,29.5,8.8,alabama
37.2,d_19010101,0,0,0,0,0,0,62.7,46.2,10.9,3.1,0.1,alabama
18,d_19010201,0,0,0,0,0,0,82,51,18.4,7.1,0.3,alabama
51.2,d_19010301,20.7,8.5,0.6,0,0,0,28,7.5,0.7,0,0,alabama
46.8,d_19010401,16.8,10.8,0.8,0,0,0,36.4,10.6,0.5,0,0,alabama
33.7,d_19010501,9.8,2.8,0,0,0,0,56.6,39.4,3.3,0.7,0,alabama
41.5,d_19010601,10.6,3.2,0,0,0,0,48,24.2,1.2,0,0,alabama
49,d_19010701,41.2,24,6.5,0.5,0,0,9.8,0,0,0,0,alabama
48.8,d_19010801,8.6,2.5,0,0,0,0,42.7,23.6,1.9,0,0,alabama
50.3,d_19010901,5.4,1,0,0,0,0,44.3,30.6,9.9,0.9,0,alabama
54.9,d_19011001,9.4,2.2,0,0,0,0,35.7,22,1.3,0,0,alabama
58.6,d_19011101,12.8,3.9,0.1,0,0,0,28.5,15.9,0,0,0,alabama
57.9,d_19011201,1.3,0,0,0,0,0,40.8,25.8,4.7,0,0,alabama
57.4,d_19020101,12.3,2,0,0,0,0,30.4,17.2,0.2,0,0,alabama
60.1,d_19020201,4.6,0.1,0,0,0,0,35.3,15.3,0.3,0,0,alabama
20.4,d_19020301,0,0,0,0,0,0,79.6,49.3,14,0.1,0,alabama
25.7,d_19020401,0,0,0,0,0,0,74.3,42.1,7.9,0.1,0,alabama
57.6,d_19020501,26.2,5.9,0.1,0,0,0,16.2,6,0,0,0,alabama
41.8,d_19020601,57.8,34.4,5.2,0.4,0,0,0.4,0,0,0,0,alabama
34.4,d_19020701,65.4,36.2,5.4,0.9,0.1,0,0.1,0,0,0,0,alabama
48.1,d_19020801,51.8,24.1,3.7,0.2,0,0,0,0,0,0,0,alabama
25.2,d_19020901,74.8,44.3,13.2,4.6,0,0,0,0,0,0,0,alabama
48,d_19021001,45,24.9,8.8,1.4,0,0,7,0.9,0,0,0,alabama
28.8,d_19021101,70.1,40.9,10.1,0.9,0,0,1.2,0,0,0,0,alabama
4.9,d_19021201,95,83.5,34.9,17.8,3.5,0,0,0,0,0,0,alabama
12.2,d_19030101,87.7,76.5,30,15.7,1.1,0,0,0,0,0,0,alabama
80.5,d_19030201,7.7,0.2,0,0,0,0,11.8,4.2,0,0,0,alabama
68.6,d_19030301,0,0,0,0,0,0,31.4,7.3,0.2,0,0,alabama
63.9,d_19030401,0,0,0,0,0,0,36.1,6.3,0.7,0,0,alabama
25.1,d_19030501,0,0,0,0,0,0,74.9,37.6,3.5,1.7,0,alabama
30,d_19030601,0,0,0,0,0,0,69.9,32.8,5.3,2.2,0.4,alabama
46.6,d_19030701,1.4,0,0,0,0,0,51.9,14.1,2.2,0.8,0,alabama
49.9,d_19030801,0.1,0,0,0,0,0,50,12.8,1.5,0.3,0,alabama
83.4,d_19030901,5.2,1.3,0,0,0,0,11.4,4.3,1.8,0.7,0,alabama
73.9,d_19031001,6.6,2.8,0,0,0,0,19.6,5.7,2.1,0.9,0,alabama
22.4,d_19031101,75.4,43.8,11.5,3.5,0,0,2,0.6,0,0,0,alabama
19.1,d_19031201,80.3,66.2,31.3,13.6,2.5,0,0.6,0,0,0,0,alabama
28.9,d_19040101,70,56.4,23.9,11.5,1.1,0,1.2,0,0,0,0,alabama
11.8,d_19040201,88.2,78,54.5,43.4,28.8,0,0,0,0,0,0,alabama
2.6,d_19040301,97.4,93.7,78.7,65.2,39.5,0,0,0,0,0,0,alabama
1.3,d_19040401,98.7,95.4,84.3,71.2,49.7,0,0,0,0,0,0,alabama
0,d_19040501,100,98.9,89.7,76.2,52.9,0,0,0,0,0,0,alabama
0,d_19040601,99.9,99.9,96,65.1,32,0,0,0,0,0,0,alabama
0,d_19040701,100.1,100.1,86.3,56.9,21.9,0,0,0,0,0,0,alabama
0,d_19040801,99.9,95.1,44.8,23.8,5.4,0,0,0,0,0,0,alabama
0,d_19040901,100,98.2,54.6,21.2,4.9,0,0,0,0,0,0,alabama
0,d_19041001,99.9,99.9,88.3,56.9,12.8,0,0,0,0,0,0,alabama
0.1,d_19041101,99.9,96.8,76.7,58.7,25.3,0,0,0,0,0,0,alabama
0.1,d_19041201,99.9,95.6,68.5,34.5,9.2,0,0,0,0,0,0,alabama
5.9,d_19050101,94.1,76.6,23.7,8.1,1.5,0,0,0,0,0,0,alabama
52.6,d_19050201,47.3,22.9,6.1,1.8,0,0,0,0,0,0,0,alabama
38.8,d_19050301,61.1,31.3,8.9,2.8,0.1,0,0,0,0,0,0,alabama
33.2,d_19050401,66.9,40.2,10.4,2.2,0,0,0,0,0,0,0,alabama
31.8,d_19050501,68.2,37.8,7.1,3,0,0,0,0,0,0,0,alabama
71.1,d_19050601,28.3,16.5,2.8,0.2,0,0,0.7,0,0,0,0,alabama
74.8,d_19050701,18.7,7.3,1.6,0.1,0,0,6.5,0.1,0,0,0,alabama
61.4,d_19050801,12.3,5,0,0,0,0,26.3,8.6,0,0,0,alabama
68,d_19050901,12.3,6,0,0,0,0,19.7,4.5,0,0,0,alabama
59.4,d_19051001,10.9,3.4,0,0,0,0,29.7,11.5,0,0,0,alabama
51.6,d_19051101,47.7,21.9,4.4,0,0,0,0.7,0,0,0,0,alabama
77.8,d_19051201,7.2,2.4,0,0,0,0,15,2.2,0,0,0,alabama
74.5,d_19060101,4.5,1.1,0,0,0,0,20.8,6.2,0,0,0,alabama
51,d_19060201,46.1,18.5,2.8,0.4,0,0,2.9,0,0,0,0,alabama
66,d_19060301,21.8,11.1,0.9,0,0,0,12.2,0.4,0,0,0,alabama
54.9,d_19060401,44.9,24.8,5.3,0.4,0,0,0.2,0,0,0,0,alabama
53.1,d_19060501,46.8,23.4,2.4,0,0,0,0.2,0,0,0,0,alabama
62.5,d_19060601,37.1,19.7,3.4,1.1,0,0,0.4,0,0,0,0,alabama
61.4,d_19060701,31.4,20.8,1.2,0,0,0,7.1,0.1,0,0,0,alabama
60,d_19060801,24.8,13.5,0,0,0,0,15.2,2.4,0,0,0,alabama
52.4,d_19060901,2.7,0,0,0,0,0,44.9,14.1,1.4,0,0,alabama
48.5,d_19061001,0,0,0,0,0,0,51.6,26.3,4.7,0.2,0,alabama
41,d_19061101,0,0,0,0,0,0,59,35.3,14.6,3.2,0,alabama
66,d_19061201,2.9,0,0,0,0,0,31,14.3,2.2,0,0,alabama
62.7,d_19070101,1.1,0,0,0,0,0,36.3,17.3,3.8,0.4,0,alabama
64.6,d_19070201,10.7,1.7,0,0,0,0,24.5,15.8,4.9,2.1,0,alabama
66,d_19070301,23.3,8.3,0,0,0,0,10.6,5.1,0.9,0,0,alabama
79.4,d_19070401,17,1.2,0,0,0,0,3.6,1,0,0,0,alabama
66.9,d_19070501,0,0,0,0,0,0,33.1,13.9,0.8,0,0,alabama
53.7,d_19070601,44.7,13.9,0.6,0,0,0,1.5,0.1,0,0,0,alabama
45,d_19070701,55,24.3,0,0,0,0,0,0,0,0,0,alabama
56.3,d_19070801,43.7,19.7,1.4,0,0,0,0,0,0,0,0,alabama
68,d_19070901,15.4,3.5,0,0,0,0,16.6,3.3,0,0,0,alabama
69.1,d_19071001,8.2,0.9,0,0,0,0,22.7,5.5,0,0,0,alabama
45.9,d_19071101,0.6,0,0,0,0,0,53.4,25.8,5.4,0,0,alabama
18.8,d_19071201,0,0,0,0,0,0,81.2,70.7,41.4,21,4.8,alabama
33,d_19080101,0,0,0,0,0,0,67.1,45,23.9,12.3,0.6,alabama
57,d_19080201,2.2,0,0,0,0,0,40.9,32.1,21.1,10.3,3.3,alabama
61.2,d_19080301,2.7,0,0,0,0,0,36.2,30,16.5,10.2,4,alabama
50.1,d_19080401,2.3,0,0,0,0,0,47.5,40.5,25.6,16.4,7.7,alabama
31.4,d_19080501,0.4,0,0,0,0,0,68.2,48,29.4,14.6,0,alabama
42.3,d_19080601,7.5,3,0,0,0,0,50.2,35.4,4,0,0,alabama
30.6,d_19080701,6.8,2.2,0,0,0,0,62.6,40.9,13.1,0.6,0,alabama
52.6,d_19080801,12.3,6.7,0,0,0,0,35,13,0.2,0,0,alabama
69,d_19080901,22.9,8.1,0,0,0,0,8.1,1.4,0,0,0,alabama
77.7,d_19081001,19.4,5.8,0,0,0,0,2.9,0.4,0,0,0,alabama
38.6,d_19081101,61.3,34.1,9.8,3.1,0,0,0.2,0,0,0,0,alabama
35.1,d_19081201,64.9,29.5,0.1,0,0,0,0,0,0,0,0,alabama
9.7,d_19090101,90.3,77.3,55.1,44.4,22,0,0,0,0,0,0,alabama
11.1,d_19090201,88.9,71.4,57.1,38.7,3.3,0,0,0,0,0,0,alabama
49.2,d_19090301,49.1,33,12.6,4.6,1.7,0,1.8,0.4,0,0,0,alabama
55,d_19090401,35.7,24.2,8.5,2.1,0.1,0,9.1,1.2,0,0,0,alabama
63.6,d_19090501,17.5,9.4,1.5,0.6,0,0,18.9,5.2,0,0,0,alabama
25.3,d_19090601,5.9,3.1,1.2,0.4,0,0,68.8,47.9,11.9,4.1,0,alabama
24,d_19090701,4.9,2.5,0.1,0,0,0,71.1,47.3,14.5,6.1,0.2,alabama
21.4,d_19090801,2.6,1,0,0,0,0,76,57.4,26.6,12.9,6.4,alabama
17.4,d_19090901,1,0.1,0,0,0,0,81.7,68.6,16.4,5.7,0,alabama
8.4,d_19091001,0.2,0,0,0,0,0,91.4,81.7,43.4,9.1,1.9,alabama
28.7,d_19091101,4.5,0.5,0,0,0,0,66.8,39,3.2,0,0,alabama
69.7,d_19091201,5.6,0.8,0,0,0,0,24.6,8.5,0,0,0,alabama
73.1,d_19100101,21.3,5.6,0.7,0,0,0,5.6,1.8,0,0,0,alabama
39.7,d_19100201,56.2,25.6,1,0,0,0,4.2,2.4,0.2,0,0,alabama
2.1,d_19100301,97.9,96.6,88.6,70.8,27.6,0,0,0,0,0,0,alabama
1.1,d_19100401,98.9,97.5,81,66.3,44.7,0,0,0,0,0,0,alabama
0.2,d_19100501,99.8,98,81.4,51.7,15.2,0,0,0,0,0,0,alabama
4.6,d_19100601,95.4,90.1,21.3,4.6,0,0,0,0,0,0,0,alabama
21.8,d_19100701,78.2,30.1,0,0,0,0,0,0,0,0,0,alabama
36.6,d_19100801,63.3,12.4,0,0,0,0,0,0,0,0,0,alabama
17.6,d_19100901,82.4,39.3,0,0,0,0,0,0,0,0,0,alabama
57.1,d_19101001,42.8,6.5,0,0,0,0,0,0,0,0,0,alabama
21.5,d_19101101,78.5,41.2,2.2,0,0,0,0,0,0,0,0,alabama
78.5,d_19101201,21.5,4.3,0,0,0,0,0,0,0,0,0,alabama
66.8,d_19110101,30.3,17.7,1.8,0,0,0,2.8,0,0,0,0,alabama
48,d_19110201,52.1,25.8,6.8,4,0.6,0,0,0,0,0,0,alabama
0,d_19110301,100,96,61.8,31.2,8.6,0,0,0,0,0,0,alabama
10.5,d_19110401,89.5,79.6,50.6,23.3,0,0,0,0,0,0,0,alabama
11.1,d_19110501,89,77.5,39.6,8.1,0.3,0,0,0,0,0,0,alabama
12,d_19110601,87.9,70.7,22.7,2.8,0,0,0,0,0,0,0,alabama
15.7,d_19110701,84.4,70.4,29.1,4.1,0,0,0,0,0,0,0,alabama
27.9,d_19110801,67.8,52,12.6,1.4,0,0,4.3,0,0,0,0,alabama
30.5,d_19110901,64.1,42.8,4.5,0.4,0,0,5.4,0,0,0,0,alabama
33.5,d_19111001,57.7,30.2,6.4,1.6,0,0,8.8,2.4,0,0,0,alabama
68.8,d_19111101,18.7,6.2,0,0,0,0,12.3,0.3,0,0,0,alabama
44.6,d_19111201,0,0,0,0,0,0,55.4,38.3,18.8,10.6,0,alabama
54.5,d_19120101,0,0,0,0,0,0,45.5,24.1,1.8,0,0,alabama
40.3,d_19120201,0,0,0,0,0,0,59.7,35,6.2,1.1,0,alabama
6.5,d_19120301,0,0,0,0,0,0,93.5,76.2,28.2,10.8,2.3,alabama
0,d_19120401,0,0,0,0,0,0,100,98.6,80.2,48.2,10.4,alabama
0,d_19120501,0,0,0,0,0,0,100,97,55,22.7,2.2,alabama
0,d_19120601,0,0,0,0,0,0,100.1,99.9,74.7,41.3,2.5,alabama
0.1,d_19120701,0,0,0,0,0,0,100,94.2,71.5,41,0.8,alabama
0,d_19120801,0,0,0,0,0,0,100,98.9,86.8,61.7,8.7,alabama
0,d_19120901,0,0,0,0,0,0,100,98.6,66.2,27.1,1.5,alabama
0,d_19121001,0,0,0,0,0,0,99.9,98,56.4,12.2,0.6,alabama
0.8,d_19121101,0,0,0,0,0,0,99.1,92.8,36.5,6.1,0.4,alabama
5.9,d_19121201,0,0,0,0,0,0,94.1,73.6,19.1,3.3,0,alabama
43.9,d_19130101,0,0,0,0,0,0,56.2,19,1.4,0.3,0,alabama
26,d_19130201,0.3,0,0,0,0,0,73.7,43.4,4.4,0.8,0,alabama
15.9,d_19130301,0,0,0,0,0,0,84,65.4,22.1,3.3,0,alabama
35.7,d_19130401,1.8,0.1,0,0,0,0,62.6,42.5,11.3,0,0,alabama
53.5,d_19130501,5.4,0.2,0,0,0,0,41.1,13.8,0,0,0,alabama
74,d_19130601,8.8,1.1,0,0,0,0,17.2,0.5,0,0,0,alabama
72.5,d_19130701,10.5,1.4,0,0,0,0,17,7.3,0,0,0,alabama
71.6,d_19130801,6.3,0.3,0,0,0,0,22.1,9.2,0,0,0,alabama
63.2,d_19130901,2.2,0.3,0,0,0,0,34.6,17.9,0.9,0,0,alabama
72.5,d_19131001,12.8,5.6,0.4,0,0,0,14.7,8.2,1,0,0,alabama
51,d_19131101,39.8,20.1,6.9,2.1,0,0,9.2,6.7,0,0,0,alabama
15.6,d_19131201,84,72,46.1,23.6,2.5,0,0.4,0,0,0,0,alabama
11.4,d_19140101,88.6,80.6,56.5,29.4,2.9,0,0,0,0,0,0,alabama
10.8,d_19140201,89.1,84.1,66.4,40,8.5,0,0,0,0,0,0,alabama
9,d_19140301,91.1,88.7,77.3,52.7,15,0,0,0,0,0,0,alabama
2.1,d_19140401,97.9,93.1,77.1,53.9,12.6,0,0,0,0,0,0,alabama
0.5,d_19140501,99.5,97.1,81.2,56.1,15.1,0,0,0,0,0,0,alabama
0,d_19140601,100.1,100.1,100,99.2,86.6,0,0,0,0,0,0,alabama
0,d_19140701,100.1,100.1,100.1,98.7,85,0,0,0,0,0,0,alabama
0,d_19140801,99.9,99.4,83.9,59.8,21,0,0,0,0,0,0,alabama
3,d_19140901,97.1,93,40.1,15.8,2.5,0,0,0,0,0,0,alabama
11.3,d_19141001,88.7,57.4,8.3,0.4,0,0,0,0,0,0,0,alabama
19.9,d_19141101,80.1,34.1,6.8,1.9,0,0,0,0,0,0,0,alabama
59.7,d_19141201,40.3,9,0,0,0,0,0,0,0,0,0,alabama
82.9,d_19150101,15.4,5,0,0,0,0,1.7,0.9,0,0,0,alabama
71.1,d_19150201,8.3,1.2,0,0,0,0,20.6,6.1,0.8,0,0,alabama
75.4,d_19150301,12.8,2.3,0,0,0,0,11.7,2.9,0.7,0,0,alabama
55.2,d_19150401,42.6,25.2,1.5,0,0,0,2.1,1.6,0,0,0,alabama
53,d_19150501,45,30.7,5.4,0.9,0,0,2,0.8,0,0,0,alabama
50,d_19150601,50.1,36.9,8.4,1.1,0,0,0,0,0,0,0,alabama
42.8,d_19150701,57.1,36.2,3.2,0,0,0,0,0,0,0,0,alabama
37,d_19150801,63.1,17.6,0.1,0,0,0,0,0,0,0,0,alabama
50.4,d_19150901,49.6,14.9,0,0,0,0,0,0,0,0,0,alabama
62,d_19151001,38,8.7,0,0,0,0,0,0,0,0,0,alabama
64.6,d_19151101,35.4,15.8,0,0,0,0,0,0,0,0,0,alabama
62.7,d_19151201,14.7,10,0.2,0,0,0,22.6,5.7,0,0,0,alabama
24.7,d_19160101,9.8,2.7,0,0,0,0,65.5,40.5,2.4,0,0,alabama
45.5,d_19160201,20.6,13.4,5,0.4,0,0,33.9,11.7,0,0,0,alabama
67.5,d_19160301,27.8,17.6,9.6,5.1,0,0,4.7,0,0,0,0,alabama
60.3,d_19160401,39.7,22.3,9.3,1.1,0,0,0,0,0,0,0,alabama
62,d_19160501,37.9,16.2,2.3,0.3,0,0,0,0,0,0,0,alabama
38.6,d_19160601,61.5,33.8,1.9,0,0,0,0,0,0,0,0,alabama
39.2,d_19160701,0,0,0,0,0,0,60.7,36.3,0.8,0,0,alabama
44.9,d_19160801,0,0,0,0,0,0,55.1,30.5,4.9,0,0,alabama
67.4,d_19160901,4.4,0.1,0,0,0,0,28.1,12.4,2.4,0,0,alabama
69.4,d_19161001,6.6,0.4,0,0,0,0,24.1,13.4,3.4,1.5,0,alabama
71.1,d_19161101,4.2,0.1,0,0,0,0,24.6,14.3,3.6,2.1,0,alabama
44,d_19161201,0,0,0,0,0,0,56,25.7,11.1,5,3.1,alabama
6.8,d_19170101,0,0,0,0,0,0,93.1,71.5,27.1,15.7,5.9,alabama
8.6,d_19170201,0,0,0,0,0,0,91.4,78.6,34.7,19.6,6.8,alabama
0.5,d_19170301,0,0,0,0,0,0,99.5,97.2,70.9,40.9,18.4,alabama
70.1,d_19170401,20.2,2,0,0,0,0,9.6,2.4,0,0,0,alabama
59,d_19170501,33.7,7,0,0,0,0,7.4,2,0,0,0,alabama
48.5,d_19170601,32.4,13.5,0.3,0,0,0,19.2,2.9,0,0,0,alabama
54.1,d_19170701,14.9,8.6,0.4,0,0,0,30.9,15.6,1,0,0,alabama
46.3,d_19170801,9.4,3.7,0,0,0,0,44.4,29.1,7.5,3.1,0.7,alabama
29.3,d_19170901,4,1.2,0.1,0,0,0,66.7,50.1,16,7.8,1.8,alabama
46.1,d_19171001,8.4,3.7,0.3,0,0,0,45.5,25.3,6.2,1.3,0,alabama
61.4,d_19171101,18.4,8.5,1,0.1,0,0,20.3,9.8,1.1,0,0,alabama
18.4,d_19171201,81.5,57.7,19.8,6.9,0,0,0.1,0,0,0,0,alabama
50.3,d_19180101,46,26.5,5.1,1.2,0,0,3.7,1.1,0,0,0,alabama
41.8,d_19180201,56.5,38,11.2,2.4,0.1,0,1.6,0.1,0,0,0,alabama
8,d_19180301,92,72.9,39.1,24.1,9,0,0,0,0,0,0,alabama
26,d_19180401,74.1,42.8,19.3,12.1,4,0,0,0,0,0,0,alabama
1.1,d_19180501,98.8,93.3,35.2,13.4,1.9,0,0,0,0,0,0,alabama
0,d_19180601,100.1,100.1,82.7,49.8,7.1,0,0,0,0,0,0,alabama
0,d_19180701,100.1,99.9,78.1,47.7,13.6,0,0,0,0,0,0,alabama
0.8,d_19180801,99.2,95.7,70.2,29.9,1,0,0,0,0,0,0,alabama
14.7,d_19180901,85.3,57.4,11.3,0.5,0,0,0,0,0,0,0,alabama
56.9,d_19181001,43,24,1.4,0.1,0,0,0.2,0,0,0,0,alabama
75.9,d_19181101,6.2,0.4,0,0,0,0,17.9,3.9,0,0,0,alabama
18.7,d_19181201,0,0,0,0,0,0,81.3,65.2,16.6,3.1,0,alabama
30.5,d_19190101,0.4,0,0,0,0,0,69.1,40.7,4.3,0.3,0,alabama
16.8,d_19190201,0.1,0,0,0,0,0,83.1,77.5,50.3,26.9,3.5,alabama
15.6,d_19190301,0,0,0,0,0,0,84.5,79.5,56.7,28.4,4,alabama
16.7,d_19190401,0.3,0,0,0,0,0,82.9,74.3,54,29,5.5,alabama
7.6,d_19190501,0,0,0,0,0,0,92.4,83.2,65.1,46.5,13.5,alabama
4.6,d_19190601,0,0,0,0,0,0,95.4,86.4,57.1,37,6.5,alabama
28.9,d_19190701,2,0,0,0,0,0,69.1,58.9,39,15.9,3.8,alabama
19.3,d_19190801,0,0,0,0,0,0,80.7,66.9,51,29.2,5.5,alabama
30.8,d_19190901,0.8,0,0,0,0,0,68.4,55.4,11.8,2.2,0,alabama
19,d_19191001,0,0,0,0,0,0,81,67,13,3.3,0.2,alabama
20.8,d_19191101,0.2,0,0,0,0,0,79,65.7,12.7,6.6,0,alabama
13.2,d_19191201,0.3,0,0,0,0,0,86.6,67.2,27.6,10.6,0.4,alabama
4.1,d_19200101,0,0,0,0,0,0,95.9,86.5,50.9,32.3,16.3,alabama
17.8,d_19200201,0,0,0,0,0,0,82.3,62.9,32.8,20.5,2,alabama
15.4,d_19200301,0,0,0,0,0,0,84.7,63.9,38.5,27.2,10.4,alabama
6.6,d_19200401,0,0,0,0,0,0,93.3,85,64.1,42.5,17.6,alabama
16.9,d_19200501,0,0,0,0,0,0,83.1,70.4,42.8,21.9,4.5,alabama
10.4,d_19200601,0,0,0,0,0,0,89.5,80.5,58.4,42.8,14,alabama
18.5,d_19200701,0,0,0,0,0,0,81.5,70.8,44.7,29,11.4,alabama
17.2,d_19200801,0,0,0,0,0,0,82.7,72.6,50.3,40,24.5,alabama
23.1,d_19200901,0,0,0,0,0,0,76.8,61.9,38.7,25.6,11.6,alabama
39.3,d_19201001,2.8,0.6,0,0,0,0,58,46.1,24.6,14.6,0.4,alabama
34.9,d_19201101,3.5,0.8,0,0,0,0,61.6,50.4,26.8,14.8,1.2,alabama
13.6,d_19201201,0,0,0,0,0,0,86.4,60.9,26.8,15.9,1.7,alabama
75.4,d_19210101,3.2,0,0,0,0,0,21.5,12,2.1,0,0,alabama
69,d_19210201,10.1,1.6,0.1,0,0,0,21.1,11.4,2.2,0.6,0,alabama
63.3,d_19210301,22.4,6.4,0.3,0,0,0,14.4,2.8,0.1,0,0,alabama
65.2,d_19210401,4.9,0.3,0,0,0,0,29.7,10.9,0.8,0,0,alabama
65.8,d_19210501,32.6,12.6,1.6,0,0,0,1.6,0.2,0,0,0,alabama
