state_census_code,state,sector,observations,employment,members,covered,p_members,p_covered,state_abbreviation,year
11,Maine,Priv. Construction,85,16917.986666666664,2207.3308333333334,2420.31,0.13047243654727936,0.14306135475635529,ME,1983
11,Maine,Priv. Construction,93,20170.48583333333,2207.774166666666,2207.774166666666,0.10945567488670349,0.10945567488670349,ME,1984
11,Maine,Priv. Construction,95,23411.725833333334,2490.9525,2787.8625,0.10639764368534088,0.11907975375652313,ME,1985
11,Maine,Priv. Construction,89,22873.157500000005,1917.4616666666666,1917.4616666666666,0.08383021503686905,0.08383021503686905,ME,1986
11,Maine,Priv. Construction,114,28033.174166666664,3377.0625,3377.0625,0.12046664953231812,0.12046664953231812,ME,1987
11,Maine,Priv. Construction,117,30535.29000000001,2734.355,2976.2108333333335,0.08954737335443497,0.09746790677309036,ME,1988
11,Maine,Priv. Construction,119,30998.330833333326,1531.7,1531.7,0.04941233620047569,0.04941233620047569,ME,1989
11,Maine,Priv. Construction,109,29471.67666666665,1959.8199999999997,1959.8199999999997,0.06649842113256454,0.06649842113256454,ME,1990
11,Maine,Priv. Construction,78,22490.89916666666,2024.9016666666666,2279.2533333333336,0.09003204852342606,0.1013411357998848,ME,1991
11,Maine,Priv. Construction,62,19440.281666666673,262.0466666666667,904.1266666666666,0.013479571789503098,0.04650789871811867,ME,1992
11,Maine,Priv. Construction,59,17021.609166666665,734.7975,734.7975,0.04316851124167442,0.04316851124167442,ME,1993
11,Maine,Priv. Construction,55,16919.59935833333,707.2949833333333,707.2949833333333,0.04180329293012619,0.04180329293012619,ME,1994
11,Maine,Priv. Construction,57,17311.569533333335,543.747475,543.747475,0.03140948340296745,0.03140948340296745,ME,1995
11,Maine,Priv. Construction,86,27921.78450833332,818.0460583333333,818.0460583333333,0.02929777093231678,0.02929777093231678,ME,1996
11,Maine,Priv. Construction,82,26906.417391666662,1885.899875,1885.899875,0.07009108364582062,0.07009108364582062,ME,1997
11,Maine,Priv. Construction,74,23274.096725,1022.1781333333333,1293.7554166666666,0.04391913115978241,0.055587783455848694,ME,1998
11,Maine,Priv. Construction,81,26588.32856666667,2936.5296083333333,3278.2769249999997,0.11044430732727051,0.12329759448766708,ME,1999
11,Maine,Priv. Construction,97,32630.082408333354,3711.748716666667,4452.372966666667,0.11375235766172409,0.13644994795322418,ME,2000
11,Maine,Priv. Construction,150,36287.23905000002,2666.97775,2666.97775,0.07349629700183868,0.07349629700183868,ME,2001
11,Maine,Priv. Construction,174,34179.83595833334,1626.3307666666667,1626.3307666666667,0.04758158326148987,0.04758158326148987,ME,2002
11,Maine,Priv. Construction,152,28681.50931666667,2619.2594249999997,2619.2594249999997,0.09132222831249237,0.09132222831249237,ME,2003
11,Maine,Priv. Construction,155,28509.79985833335,878.3229166666665,1032.6946666666665,0.030807754024863243,0.03622244670987129,ME,2004
11,Maine,Priv. Construction,164,27619.19881666668,1700.9500249999999,1887.7384833333335,0.06158578395843506,0.06834878027439117,ME,2005
11,Maine,Priv. Construction,172,29992.38136666666,1941.6968416666666,2115.640475,0.0647396668791771,0.07053926587104797,ME,2006
11,Maine,Priv. Construction,169,31187.50192500002,1315.8549666666665,1315.8549666666665,0.04219174012541771,0.04219174012541771,ME,2007
11,Maine,Priv. Construction,143,25941.819266666676,698.1332083333333,1209.5066166666666,0.026911497116088867,0.04662381485104561,ME,2008
11,Maine,Priv. Construction,140,24023.330033333343,1022.826075,1690.5121916666667,0.04257636517286301,0.07036960124969482,ME,2009
11,Maine,Priv. Construction,130,21652.839508333338,1268.0129333333334,1268.0129333333334,0.0585610456764698,0.0585610456764698,ME,2010
11,Maine,Priv. Construction,140,25645.973541666677,1551.8184499999998,1736.1245833333332,0.06050924211740494,0.06769579648971558,ME,2011
11,Maine,Priv. Construction,133,25016.05491666665,343.6477,343.6477,0.013737086206674576,0.013737086206674576,ME,2012
11,Maine,Priv. Construction,109,22569.492641666657,699.1414,1134.9243333333334,0.030977275222539902,0.05028577148914337,ME,2013
11,Maine,Priv. Construction,100,24255.934575,1253.3904916666668,1253.3904916666668,0.051673561334609985,0.051673561334609985,ME,2014
11,Maine,Priv. Construction,56,18801.095608333333,1068.50335,1068.50335,0.0568319708108902,0.0568319708108902,ME,2015
11,Maine,Priv. Construction,55,22260.3101,1036.66085,1423.0845166666666,0.04656992107629776,0.0639292299747467,ME,2016
11,Maine,Priv. Construction,66,28457.491716666656,0,0,0,0,ME,2017
11,Maine,Priv. Construction,49,22338.36020833334,1763.8983749999998,1763.8983749999998,0.07896275073289871,0.07896275073289871,ME,2018
11,Maine,Priv. Construction,55,28270.77206666667,1028.8239166666667,1028.8239166666667,0.036391787230968475,0.036391787230968475,ME,2019
11,Maine,Priv. Construction,59,30004.53373333333,3140.37085,3140.37085,0.10466320812702179,0.10466320812702179,ME,2020
11,Maine,Priv. Construction,48,27835.76141666667,2541.0358,2541.0358,0.09128673374652863,0.09128673374652863,ME,2021
11,Maine,Priv. Construction,40,25318.842399999998,0,0,0,0,ME,2022
11,Maine,Priv. Manufacturing,670,121360.08999999988,30076.976666666655,30814.055833333325,0.2478325217962265,0.2539060115814209,ME,1983
11,Maine,Priv. Manufacturing,635,124521.55999999997,32233.25583333333,34377.42166666666,0.2588568329811096,0.2760760486125946,ME,1984
11,Maine,Priv. Manufacturing,485,112041.0524999999,29738.361666666657,32010.61999999999,0.26542380452156067,0.2857043743133545,ME,1985
11,Maine,Priv. Manufacturing,440,112671.21333333335,30997.77916666667,33198.3825,0.2751171290874481,0.29464831948280334,ME,1986
11,Maine,Priv. Manufacturing,442,109480.28666666664,30974.871666666666,33639.79083333333,0.282926470041275,0.30726802349090576,ME,1987
11,Maine,Priv. Manufacturing,464,116862.43666666662,26990.49916666668,29695.572500000006,0.23095957934856415,0.2541070878505707,ME,1988
11,Maine,Priv. Manufacturing,411,105142.62916666664,20689.376666666663,21952.700833333332,0.19677439332008362,0.20878972113132477,ME,1989
11,Maine,Priv. Manufacturing,383,102040.56083333334,25091.034999999996,27514.733333333334,0.24589276313781738,0.2696450650691986,ME,1990
11,Maine,Priv. Manufacturing,351,98660.3100000001,25205.808333333334,28068.435,0.25548073649406433,0.2844957113265991,ME,1991
11,Maine,Priv. Manufacturing,365,102752.46750000009,23914.410833333328,25097.970833333333,0.23273806273937225,0.2442566305398941,ME,1992
11,Maine,Priv. Manufacturing,344,100146.79750000007,20133.687499999996,21559.234999999997,0.20104175806045532,0.2152763307094574,ME,1993
11,Maine,Priv. Manufacturing,310,92608.69889166667,18494.343216666664,19066.124274999995,0.19970417022705078,0.2058783322572708,ME,1994
11,Maine,Priv. Manufacturing,291,91303.81310000001,20022.53079166667,21571.78538333334,0.2192956656217575,0.23626379668712616,ME,1995
11,Maine,Priv. Manufacturing,322,103679.52305833333,24465.293883333332,25614.004549999994,0.23597034811973572,0.24704979360103607,ME,1996
11,Maine,Priv. Manufacturing,325,102081.40052500006,24993.61039166666,25621.18499999999,0.24483999609947205,0.25098779797554016,ME,1997
11,Maine,Priv. Manufacturing,319,98909.80927499998,23954.446399999997,24197.558391666666,0.24218474328517914,0.24464266002178192,ME,1998
11,Maine,Priv. Manufacturing,314,100783.50318333332,27637.693208333327,27637.693208333327,0.2742283344268799,0.2742283344268799,ME,1999
11,Maine,Priv. Manufacturing,264,83867.241425,18975.2847,20450.939266666668,0.22625383734703064,0.24384894967079163,ME,2000
11,Maine,Priv. Manufacturing,325,74914.12775833337,18392.346549999995,19104.080016666663,0.24551239609718323,0.25501304864883423,ME,2001
11,Maine,Priv. Manufacturing,370,68978.24822499997,18380.171083333327,18734.90744166666,0.2664632797241211,0.27160602807998657,ME,2002
11,Maine,Priv. Manufacturing,384,70152.16368333329,16981.53946666666,17394.349708333328,0.24206721782684326,0.2479517161846161,ME,2003
11,Maine,Priv. Manufacturing,375,68196.27924166666,15045.061591666668,15446.658833333335,0.22061410546302795,0.22650295495986938,ME,2004
11,Maine,Priv. Manufacturing,382,64587.39768333334,11872.59713333334,12539.114500000009,0.18382219970226288,0.19414182007312775,ME,2005
11,Maine,Priv. Manufacturing,377,64814.64920833331,11048.548616666669,11048.548616666669,0.17046375572681427,0.17046375572681427,ME,2006
11,Maine,Priv. Manufacturing,386,67264.11856666667,11033.748433333336,11214.388750000002,0.16403616964817047,0.16672170162200928,ME,2007
11,Maine,Priv. Manufacturing,344,61276.043825,11883.299741666664,12224.2688,0.19393059611320496,0.1994950771331787,ME,2008
