Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
IDCJAC0009,066062,1858,01,01,,,
IDCJAC0009,066062,1858,01,02,,,
IDCJAC0009,066062,1858,01,03,,,
IDCJAC0009,066062,1858,01,04,,,
IDCJAC0009,066062,1858,01,05,,,
IDCJAC0009,066062,1858,01,06,,,
IDCJAC0009,066062,1858,01,07,,,
IDCJAC0009,066062,1858,01,08,,,
IDCJAC0009,066062,1858,01,09,,,
IDCJAC0009,066062,1858,01,10,,,
IDCJAC0009,066062,1858,01,11,,,
IDCJAC0009,066062,1858,01,12,,,
IDCJAC0009,066062,1858,01,13,,,
IDCJAC0009,066062,1858,01,14,,,
IDCJAC0009,066062,1858,01,15,,,
IDCJAC0009,066062,1858,01,16,,,
IDCJAC0009,066062,1858,01,17,,,
IDCJAC0009,066062,1858,01,18,,,
IDCJAC0009,066062,1858,01,19,,,
IDCJAC0009,066062,1858,01,20,,,
IDCJAC0009,066062,1858,01,21,,,
IDCJAC0009,066062,1858,01,22,,,
IDCJAC0009,066062,1858,01,23,,,
IDCJAC0009,066062,1858,01,24,,,
IDCJAC0009,066062,1858,01,25,,,
IDCJAC0009,066062,1858,01,26,,,
IDCJAC0009,066062,1858,01,27,,,
IDCJAC0009,066062,1858,01,28,,,
IDCJAC0009,066062,1858,01,29,,,
IDCJAC0009,066062,1858,01,30,,,
IDCJAC0009,066062,1858,01,31,,,
IDCJAC0009,066062,1858,02,01,,,
IDCJAC0009,066062,1858,02,02,,,
IDCJAC0009,066062,1858,02,03,,,
IDCJAC0009,066062,1858,02,04,,,
IDCJAC0009,066062,1858,02,05,,,
IDCJAC0009,066062,1858,02,06,,,
IDCJAC0009,066062,1858,02,07,,,
IDCJAC0009,066062,1858,02,08,,,
IDCJAC0009,066062,1858,02,09,,,
IDCJAC0009,066062,1858,02,10,,,
IDCJAC0009,066062,1858,02,11,,,
IDCJAC0009,066062,1858,02,12,,,
IDCJAC0009,066062,1858,02,13,,,
IDCJAC0009,066062,1858,02,14,,,
IDCJAC0009,066062,1858,02,15,,,
IDCJAC0009,066062,1858,02,16,,,
IDCJAC0009,066062,1858,02,17,,,
IDCJAC0009,066062,1858,02,18,,,
IDCJAC0009,066062,1858,02,19,,,
IDCJAC0009,066062,1858,02,20,,,
IDCJAC0009,066062,1858,02,21,,,
IDCJAC0009,066062,1858,02,22,,,
IDCJAC0009,066062,1858,02,23,,,
IDCJAC0009,066062,1858,02,24,,,
IDCJAC0009,066062,1858,02,25,,,
IDCJAC0009,066062,1858,02,26,,,
IDCJAC0009,066062,1858,02,27,,,
IDCJAC0009,066062,1858,02,28,,,
IDCJAC0009,066062,1858,03,01,,,
IDCJAC0009,066062,1858,03,02,,,
IDCJAC0009,066062,1858,03,03,,,
IDCJAC0009,066062,1858,03,04,,,
IDCJAC0009,066062,1858,03,05,,,
IDCJAC0009,066062,1858,03,06,,,
IDCJAC0009,066062,1858,03,07,,,
IDCJAC0009,066062,1858,03,08,,,
IDCJAC0009,066062,1858,03,09,,,
IDCJAC0009,066062,1858,03,10,,,
IDCJAC0009,066062,1858,03,11,,,
IDCJAC0009,066062,1858,03,12,,,
IDCJAC0009,066062,1858,03,13,,,
IDCJAC0009,066062,1858,03,14,,,
IDCJAC0009,066062,1858,03,15,,,
IDCJAC0009,066062,1858,03,16,,,
IDCJAC0009,066062,1858,03,17,,,
IDCJAC0009,066062,1858,03,18,,,
IDCJAC0009,066062,1858,03,19,,,
IDCJAC0009,066062,1858,03,20,,,
IDCJAC0009,066062,1858,03,21,,,
IDCJAC0009,066062,1858,03,22,,,
IDCJAC0009,066062,1858,03,23,,,
IDCJAC0009,066062,1858,03,24,,,
IDCJAC0009,066062,1858,03,25,,,
IDCJAC0009,066062,1858,03,26,,,
IDCJAC0009,066062,1858,03,27,,,
IDCJAC0009,066062,1858,03,28,,,
IDCJAC0009,066062,1858,03,29,,,
IDCJAC0009,066062,1858,03,30,,,
IDCJAC0009,066062,1858,03,31,,,
IDCJAC0009,066062,1858,04,01,,,
IDCJAC0009,066062,1858,04,02,,,
IDCJAC0009,066062,1858,04,03,,,
IDCJAC0009,066062,1858,04,04,,,
IDCJAC0009,066062,1858,04,05,,,
IDCJAC0009,066062,1858,04,06,,,
IDCJAC0009,066062,1858,04,07,,,
IDCJAC0009,066062,1858,04,08,,,
IDCJAC0009,066062,1858,04,09,,,
IDCJAC0009,066062,1858,04,10,,,
IDCJAC0009,066062,1858,04,11,,,
IDCJAC0009,066062,1858,04,12,,,
IDCJAC0009,066062,1858,04,13,,,
IDCJAC0009,066062,1858,04,14,,,
IDCJAC0009,066062,1858,04,15,,,
IDCJAC0009,066062,1858,04,16,,,
IDCJAC0009,066062,1858,04,17,,,
IDCJAC0009,066062,1858,04,18,,,
IDCJAC0009,066062,1858,04,19,,,
IDCJAC0009,066062,1858,04,20,,,
IDCJAC0009,066062,1858,04,21,,,
IDCJAC0009,066062,1858,04,22,,,
IDCJAC0009,066062,1858,04,23,,,
IDCJAC0009,066062,1858,04,24,,,
IDCJAC0009,066062,1858,04,25,,,
IDCJAC0009,066062,1858,04,26,,,
IDCJAC0009,066062,1858,04,27,,,
IDCJAC0009,066062,1858,04,28,,,
IDCJAC0009,066062,1858,04,29,,,
IDCJAC0009,066062,1858,04,30,,,
IDCJAC0009,066062,1858,05,01,,,
IDCJAC0009,066062,1858,05,02,,,
IDCJAC0009,066062,1858,05,03,,,
IDCJAC0009,066062,1858,05,04,,,
IDCJAC0009,066062,1858,05,05,,,
IDCJAC0009,066062,1858,05,06,,,
IDCJAC0009,066062,1858,05,07,,,
IDCJAC0009,066062,1858,05,08,,,
IDCJAC0009,066062,1858,05,09,,,
IDCJAC0009,066062,1858,05,10,,,
IDCJAC0009,066062,1858,05,11,,,
IDCJAC0009,066062,1858,05,12,,,
IDCJAC0009,066062,1858,05,13,,,
IDCJAC0009,066062,1858,05,14,,,
IDCJAC0009,066062,1858,05,15,,,
IDCJAC0009,066062,1858,05,16,,,
