Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
IDCJAC0009,086232,1964,01,01,,,
IDCJAC0009,086232,1964,01,02,,,
IDCJAC0009,086232,1964,01,03,,,
IDCJAC0009,086232,1964,01,04,,,
IDCJAC0009,086232,1964,01,05,,,
IDCJAC0009,086232,1964,01,06,,,
IDCJAC0009,086232,1964,01,07,,,
IDCJAC0009,086232,1964,01,08,,,
IDCJAC0009,086232,1964,01,09,,,
IDCJAC0009,086232,1964,01,10,,,
IDCJAC0009,086232,1964,01,11,,,
IDCJAC0009,086232,1964,01,12,,,
IDCJAC0009,086232,1964,01,13,,,
IDCJAC0009,086232,1964,01,14,,,
IDCJAC0009,086232,1964,01,15,,,
IDCJAC0009,086232,1964,01,16,,,
IDCJAC0009,086232,1964,01,17,,,
IDCJAC0009,086232,1964,01,18,,,
IDCJAC0009,086232,1964,01,19,,,
IDCJAC0009,086232,1964,01,20,,,
IDCJAC0009,086232,1964,01,21,,,
IDCJAC0009,086232,1964,01,22,,,
IDCJAC0009,086232,1964,01,23,,,
IDCJAC0009,086232,1964,01,24,,,
IDCJAC0009,086232,1964,01,25,,,
IDCJAC0009,086232,1964,01,26,,,
IDCJAC0009,086232,1964,01,27,,,
IDCJAC0009,086232,1964,01,28,,,
IDCJAC0009,086232,1964,01,29,,,
IDCJAC0009,086232,1964,01,30,,,
IDCJAC0009,086232,1964,01,31,,,
IDCJAC0009,086232,1964,02,01,,,
IDCJAC0009,086232,1964,02,02,,,
IDCJAC0009,086232,1964,02,03,,,
IDCJAC0009,086232,1964,02,04,,,
IDCJAC0009,086232,1964,02,05,,,
IDCJAC0009,086232,1964,02,06,,,
IDCJAC0009,086232,1964,02,07,,,
IDCJAC0009,086232,1964,02,08,,,
IDCJAC0009,086232,1964,02,09,,,
IDCJAC0009,086232,1964,02,10,,,
IDCJAC0009,086232,1964,02,11,,,
IDCJAC0009,086232,1964,02,12,,,
IDCJAC0009,086232,1964,02,13,,,
IDCJAC0009,086232,1964,02,14,,,
IDCJAC0009,086232,1964,02,15,,,
IDCJAC0009,086232,1964,02,16,,,
IDCJAC0009,086232,1964,02,17,,,
IDCJAC0009,086232,1964,02,18,,,
IDCJAC0009,086232,1964,02,19,,,
IDCJAC0009,086232,1964,02,20,,,
IDCJAC0009,086232,1964,02,21,,,
IDCJAC0009,086232,1964,02,22,,,
IDCJAC0009,086232,1964,02,23,,,
IDCJAC0009,086232,1964,02,24,,,
IDCJAC0009,086232,1964,02,25,,,
IDCJAC0009,086232,1964,02,26,,,
IDCJAC0009,086232,1964,02,27,,,
IDCJAC0009,086232,1964,02,28,,,
IDCJAC0009,086232,1964,02,29,,,
IDCJAC0009,086232,1964,03,01,,,
IDCJAC0009,086232,1964,03,02,,,
IDCJAC0009,086232,1964,03,03,,,
IDCJAC0009,086232,1964,03,04,,,
IDCJAC0009,086232,1964,03,05,,,
IDCJAC0009,086232,1964,03,06,,,
IDCJAC0009,086232,1964,03,07,,,
IDCJAC0009,086232,1964,03,08,,,
IDCJAC0009,086232,1964,03,09,,,
IDCJAC0009,086232,1964,03,10,,,
IDCJAC0009,086232,1964,03,11,,,
IDCJAC0009,086232,1964,03,12,,,
IDCJAC0009,086232,1964,03,13,,,
IDCJAC0009,086232,1964,03,14,,,
IDCJAC0009,086232,1964,03,15,,,
IDCJAC0009,086232,1964,03,16,,,
IDCJAC0009,086232,1964,03,17,,,
IDCJAC0009,086232,1964,03,18,,,
IDCJAC0009,086232,1964,03,19,,,
IDCJAC0009,086232,1964,03,20,,,
IDCJAC0009,086232,1964,03,21,,,
IDCJAC0009,086232,1964,03,22,,,
IDCJAC0009,086232,1964,03,23,,,
IDCJAC0009,086232,1964,03,24,,,
IDCJAC0009,086232,1964,03,25,,,
IDCJAC0009,086232,1964,03,26,,,
IDCJAC0009,086232,1964,03,27,,,
IDCJAC0009,086232,1964,03,28,,,
IDCJAC0009,086232,1964,03,29,,,
IDCJAC0009,086232,1964,03,30,,,
IDCJAC0009,086232,1964,03,31,,,
IDCJAC0009,086232,1964,04,01,,,
IDCJAC0009,086232,1964,04,02,,,
IDCJAC0009,086232,1964,04,03,,,
IDCJAC0009,086232,1964,04,04,,,
IDCJAC0009,086232,1964,04,05,,,
IDCJAC0009,086232,1964,04,06,,,
IDCJAC0009,086232,1964,04,07,,,
IDCJAC0009,086232,1964,04,08,,,
IDCJAC0009,086232,1964,04,09,,,
IDCJAC0009,086232,1964,04,10,,,
IDCJAC0009,086232,1964,04,11,,,
IDCJAC0009,086232,1964,04,12,,,
IDCJAC0009,086232,1964,04,13,,,
IDCJAC0009,086232,1964,04,14,,,
IDCJAC0009,086232,1964,04,15,0.0,,Y
IDCJAC0009,086232,1964,04,16,0.0,,Y
IDCJAC0009,086232,1964,04,17,0.0,,Y
IDCJAC0009,086232,1964,04,18,0.3,1,Y
IDCJAC0009,086232,1964,04,19,0.0,,Y
IDCJAC0009,086232,1964,04,20,12.4,1,Y
IDCJAC0009,086232,1964,04,21,10.7,1,Y
IDCJAC0009,086232,1964,04,22,3.6,1,Y
IDCJAC0009,086232,1964,04,23,7.9,1,Y
IDCJAC0009,086232,1964,04,24,3.8,1,Y
IDCJAC0009,086232,1964,04,25,0.0,,Y
IDCJAC0009,086232,1964,04,26,1.3,1,Y
IDCJAC0009,086232,1964,04,27,6.1,1,Y
IDCJAC0009,086232,1964,04,28,4.6,1,Y
IDCJAC0009,086232,1964,04,29,0.0,,Y
IDCJAC0009,086232,1964,04,30,0.0,,Y
IDCJAC0009,086232,1964,05,01,1.3,1,Y
IDCJAC0009,086232,1964,05,02,0.8,1,Y
IDCJAC0009,086232,1964,05,03,13.0,1,Y
IDCJAC0009,086232,1964,05,04,2.8,1,Y
IDCJAC0009,086232,1964,05,05,0.3,1,Y
IDCJAC0009,086232,1964,05,06,0.0,,Y
IDCJAC0009,086232,1964,05,07,0.0,,Y
IDCJAC0009,086232,1964,05,08,0.0,,Y
IDCJAC0009,086232,1964,05,09,0.0,,Y
IDCJAC0009,086232,1964,05,10,0.0,,Y
IDCJAC0009,086232,1964,05,11,2.3,1,Y
IDCJAC0009,086232,1964,05,12,8.6,1,Y
IDCJAC0009,086232,1964,05,13,0.0,,Y
IDCJAC0009,086232,1964,05,14,0.3,1,Y
IDCJAC0009,086232,1964,05,15,5.1,1,Y
IDCJAC0009,086232,1964,05,16,0.3,1,Y
IDCJAC0009,086232,1964,05,17,0.0,,Y
IDCJAC0009,086232,1964,05,18,0.0,,Y
IDCJAC0009,086232,1964,05,19,0.0,,Y
IDCJAC0009,086232,1964,05,20,0.0,,Y
IDCJAC0009,086232,1964,05,21,0.0,,Y
IDCJAC0009,086232,1964,05,22,0.0,,Y
IDCJAC0009,086232,1964,05,23,0.0,,Y
IDCJAC0009,086232,1964,05,24,0.0,,Y
IDCJAC0009,086232,1964,05,25,0.0,,Y
IDCJAC0009,086232,1964,05,26,11.9,1,Y
IDCJAC0009,086232,1964,05,27,6.4,1,Y
IDCJAC0009,086232,1964,05,28,0.3,1,Y
IDCJAC0009,086232,1964,05,29,0.0,,Y
IDCJAC0009,086232,1964,05,30,0.0,,Y
IDCJAC0009,086232,1964,05,31,21.8,1,Y
IDCJAC0009,086232,1964,06,01,2.5,1,Y
IDCJAC0009,086232,1964,06,02,0.0,,Y
IDCJAC0009,086232,1964,06,03,5.6,1,Y
IDCJAC0009,086232,1964,06,04,6.1,1,Y
IDCJAC0009,086232,1964,06,05,0.8,1,Y
IDCJAC0009,086232,1964,06,06,0.0,,Y
IDCJAC0009,086232,1964,06,07,0.0,,Y
IDCJAC0009,086232,1964,06,08,0.0,,Y
IDCJAC0009,086232,1964,06,09,0.0,,Y
IDCJAC0009,086232,1964,06,10,0.0,,Y
IDCJAC0009,086232,1964,06,11,0.3,1,Y
IDCJAC0009,086232,1964,06,12,0.3,1,Y
IDCJAC0009,086232,1964,06,13,0.0,,Y
IDCJAC0009,086232,1964,06,14,0.0,,Y
IDCJAC0009,086232,1964,06,15,0.5,1,Y
IDCJAC0009,086232,1964,06,16,0.0,,Y
IDCJAC0009,086232,1964,06,17,0.0,,Y
IDCJAC0009,086232,1964,06,18,5.3,1,Y
IDCJAC0009,086232,1964,06,19,0.3,1,Y
IDCJAC0009,086232,1964,06,20,3.0,1,Y
IDCJAC0009,086232,1964,06,21,4.1,1,Y
IDCJAC0009,086232,1964,06,22,0.5,1,Y
IDCJAC0009,086232,1964,06,23,1.0,1,Y
IDCJAC0009,086232,1964,06,24,0.0,,Y
