12,"t","Honey Bee Colonies: Released August 1, 2017, by the National Agricultural Statistics Service (NASS), Agricultural Statistics Board, United States Department of Agriculture (USDA)."
12,"t","Colony Health Stressors with Five or More Colonies – States and United States: January-March 2017"
12,"t","[Percent of colonies affected by stressors anytime during the quarter. A colony may be affected by multiple stressors during the quarter]"
12,"h","","","","","","",""
12,"h","","Varroa","Other pests","","","",""
12,"h","State","mites","and parasites 1/","Diseases 2/","Pesticides","Other 3/","Unknown"
12,"h","","","","","","",""
12,"u","","(percent)","(percent)","(percent)","(percent)","(percent)","(percent)"
12,"d","Alabama",15.3,10.9,0.2,3.6,7.5,10.4
12,"d","Arizona",35.6,2.1,3.8,1.7,6.5,2.1
12,"d","Arkansas",23.7,13.8,"(Z)",0.3,3.6,0.6
12,"d","California",38.0,12.8,7.6,9.2,6.6,6.3
12,"d","Colorado",17.0,"(Z)","(Z)",0.9,2.6,0.4
12,"d","Connecticut",51.5,1.5,-,-,6.1,5.6
12,"d","Florida",37.6,14.8,1.5,14.2,6.2,17.9
12,"d","Georgia",35.3,7.0,0.2,2.6,4.4,1.8
12,"d","Hawaii",1.2,2.1,0.2,-,0.1,0.1
12,"d","Idaho",74.2,42.3,42.3,21.2,1.7,0.4
12,"d","",,,,,,
12,"d","Illinois",24.3,11.8,0.6,4.2,10.2,7.9
12,"d","Indiana",15.8,8.0,5.2,4.1,10.4,7.1
12,"d","Iowa",33.6,8.3,8.4,12.0,11.9,11.7
12,"d","Kansas",47.1,2.9,-,3.6,16.4,14.3
12,"d","Kentucky",31.9,11.5,0.4,3.8,16.0,7.5
12,"d","Louisiana",20.5,8.5,0.1,2.2,5.2,2.3
12,"d","Maine",23.9,20.9,30.5,8.1,26.3,-
12,"d","Maryland",11.3,3.3,1.0,1.0,11.9,4.3
12,"d","Massachusetts",32.0,5.6,2.9,4.5,10.5,5.2
12,"d","Michigan",7.9,0.3,"(Z)",1.9,1.1,3.9
12,"d","",,,,,,
12,"d","Minnesota",2.1,0.4,0.1,1.0,8.8,5.8
12,"d","Mississippi",41.7,35.3,"(Z)",0.1,0.5,1.4
12,"d","Missouri",16.2,15.2,0.5,2.6,5.4,5.3
12,"d","Montana",34.0,13.6,"(Z)",2.3,5.6,0.1
12,"d","Nebraska",14.9,0.3,0.4,-,2.2,1.2
12,"d","New Jersey",16.3,0.7,0.3,0.1,0.8,0.6
12,"d","New Mexico",93.9,-,87.4,-,2.0,-
12,"d","New York",20.4,9.4,9.8,4.4,13.2,10.9
12,"d","North Carolina",34.7,17.4,0.2,1.5,7.2,3.9
12,"d","North Dakota",0.8,-,-,-,0.2,0.1
12,"d","",,,,,,
12,"d","Ohio",25.8,11.6,0.6,0.1,5.2,16.5
12,"d","Oklahoma",11.9,1.0,"(Z)",0.1,0.5,0.3
12,"d","Oregon",28.7,8.5,10.1,9.1,15.4,8.5
12,"d","Pennsylvania",21.0,2.4,0.8,2.9,3.6,7.3
12,"d","South Carolina",12.6,5.3,0.4,1.1,2.7,1.8
12,"d","South Dakota",2.9,-,-,"(Z)",0.2,0.3
12,"d","Tennessee",28.6,12.6,0.9,2.4,8.1,7.0
12,"d","Texas",36.2,22.5,2.0,5.1,3.5,3.6
12,"d","Utah",38.7,"(Z)",0.1,-,2.0,0.3
12,"d","Vermont",6.0,0.7,2.1,0.2,0.9,2.1
12,"d","",,,,,,
12,"d","Virginia",21.4,12.8,2.8,3.2,7.4,8.4
12,"d","Washington",6.8,0.1,"(Z)","(Z)",8.1,4.4
12,"d","West Virginia",15.8,1.0,0.2,-,11.9,1.3
12,"d","Wisconsin",19.0,1.9,1.1,2.0,4.0,10.5
12,"d","Wyoming",0.2,-,0.2,-,0.6,"(Z)"
12,"d","",,,,,,
12,"d","Other States 4/",3.4,0.8,6.6,2.6,1.8,2.5
12,"d","",,,,,,
12,"d","United States",42.2,15.6,7.1,8.9,7.2,7.4
12,"c",""
12,"f","-  Represents zero."
12,"f","(Z)  Less than half of the unit shown."
12,"f","1/ Tracheal mites, nosema, hive beetle, wax moths, etc."
12,"f","2/ Includes American and European foulbrood, chalkbrood, stonebrood, paralysis (acute and chronic), kashmir, deformed wing, sacbrood, IAPV, Lake Sinai II, etc."
12,"f","3/ Includes weather, starvation, insufficient forage, queen failure, hive damage/destroyed, etc."
12,"f","4/ Alaska, Delaware, Nevada, New Hampshire, and Rhode Island not published separately to avoid disclosing data for individual operations."
