opportunity_id,funding_opportunity_number,funding_opportunity_title,opportunity_category,opportunity_category_explanation,expected_number_of_awards,cost_sharing_or_matching_requirement,version,posted_date,last_updated_date,original_closing_date_for_applications,current_closing_date_for_applications,archive_date,estimated_total_program_funding,award_ceiling,award_floor,agency_name,description,link_to_additional_information,grantor_contact_information,eligibility_individuals,eligibility_state_governments,eligibility_county_governments,eligibility_independent_school_districts,eligibility_city_or_township_governments,eligibility_special_district_governments,eligibility_native_american_tribal_governments_federally_recognized,eligibility_native_american_tribal_organizations_other,eligibility_nonprofits_501c3,eligibility_nonprofits_non_501c3,eligibility_for_profit,eligibility_small_businesses,eligibility_private_institutions_of_higher_education,eligibility_public_institutions_of_higher_education,eligibility_public_indian_housing_authorities,eligibility_others,eligibility_unrestricted,additional_information_on_eligibility,funding_cooperative_agreement,funding_grant,funding_procurement_contract,funding_other,cfda_numbers,category_agriculture,category_arts,category_business,category_community_development,category_consumer_protection,category_disaster,category_education,category_employment,category_energy,category_environment,category_food,category_health,category_housing,category_humanities,category_iija,category_income_security,category_info,category_law,category_natural_resources,category_opportunity_zone,category_regional_development,category_science,category_transportation,category_other,category_explanation
40112,DHS-FEMACAPSSSE-08-001,Community Assistance Program State Support Services,Discretionary,NA,52,TRUE,1,2007-11-28,2007-11-28,NA,NA,NA,7500000,7500000,0,Department of Homeland Security - FEMA,"There is a 25 percent non-federal match for all States receiving CAP-SSSE funds. As long as CAP-SSSE continues and a State maintains skill capability and meets performance goals, a State should expect to receive funding. However, annual State funding levels may vary depending on needs, capability, performance, FEMA priorities, and the availability of funds.",Link to Program's website,"If you have difficulty accessing the full announcement electronically, please contact:Bianca Costa Grants Management Specialist Phone 202-786-9503Point of Contact",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"FEMA Regional Offices in conjunction with FEMA Headquarters award funding to eligible States. The grant agreement is the administrative and funding mechanism which ensures FEMA with a single method of delivering Federal financial assistance to States. Under CFR 60.25, Governors have exercised their prerogative of designating a “State Coordinating Agency” that is best able to carry out the flood loss reduction activities of the NFIP.",FALSE,TRUE,FALSE,FALSE,97.023 -- Community Assistance Program State Support Services Element (CAP-SSSE),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"The purpose of the Community Assistance Program – State Support Services Element (CAP-SSSE) is to provide, through a State grant mechanism, a means to ensure that communities participating in the National Flood Insurance Program (NFIP) are achieving the flood loss reduction objectives of the NFIP. CAP-SSSE is intended to accomplish this by funding States to provide technical assistance to NFIP communities and to evaluate community performance in implementing NFIP floodplain management activities with the goal of building community and State floodplain management expertise and capability."
40113,DHS-FEMACAPSSSE-08-001,Community Assistance Program State Support Services,Discretionary,NA,52,TRUE,1,2007-11-28,2007-11-28,NA,NA,NA,7500000,7500000,0,Department of Homeland Security - FEMA,"There is a 25 percent non-federal match for all States receiving CAP-SSSE funds. As long as CAP-SSSE continues and a State maintains skill capability and meets performance goals, a State should expect to receive funding. However, annual State funding levels may vary depending on needs, capability, performance, FEMA priorities, and the availability of funds.",Link to Program's website,"If you have difficulty accessing the full announcement electronically, please contact:Bianca Costa Grants Management Specialist Phone 202-786-9503Point of Contact",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"FEMA Regional Offices in conjunction with FEMA Headquarters award funding to eligible States. The grant agreement is the administrative and funding mechanism which ensures FEMA with a single method of delivering Federal financial assistance to States. Under CFR 60.25, Governors have exercised their prerogative of designating a “State Coordinating Agency” that is best able to carry out the flood loss reduction activities of the NFIP.",FALSE,TRUE,FALSE,FALSE,97.023 -- Community Assistance Program State Support Services Element (CAP-SSSE),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"The purpose of the Community Assistance Program – State Support Services Element (CAP-SSSE) is to provide, through a State grant mechanism, a means to ensure that communities participating in the National Flood Insurance Program (NFIP) are achieving the flood loss reduction objectives of the NFIP. CAP-SSSE is intended to accomplish this by funding States to provide technical assistance to NFIP communities and to evaluate community performance in implementing NFIP floodplain management activities with the goal of building community and State floodplain management expertise and capability."
42048,FWS-R4-FLEXFUND,Southeast Region Flex Funds,Discretionary,NA,25,FALSE,3,2008-06-17,2008-06-18,NA,NA,NA,300000,300000,1,Region 4,"The Endangered Species Program of the Southeast Region provides financial assistance on a competitive baiss to educators, researchers, non-federal agencies, private businesses, individuals and other partners interested in the conservation and recovery of endangered, threatened, candidate, and/or species of conservation interest.",Link to Application Package and Additional Information,"If you have difficulty accessing the full announcement electronically, please contact:Richard Gooch Chief Phone 4046797124Office email",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Applicants should have a demonstrated knowledge and understanding of the biology and conservation needs of endangered, threatened, candidate, and species of conservation interest to the U.S. Fish and Wildlife Service in the southeastern U.S., Puerto Rico, and the U.S. Virgin Islands.",FALSE,TRUE,FALSE,FALSE,00.000 -- Not Elsewhere Classified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
42423,306-08-027-RFI,Alternative Development Program,Discretionary,NA,1,FALSE,1,2008-07-22,2008-07-22,NA,NA,NA,150000000,150000000,0,Thailand USAID-Bangkok,"The United States Government, represented by the United States Agency for International Development (USAID), anticipates issuing a request for applications to implement an Alternative Development Program to increase licit and commercially viable agricultural-based alternatives for rural Afghans with the goal of significantly reducing and ultimately eradicating poppy production throughout Afghanistan. Subject to the availability of funds, this competitively awarded five year Cooperative Agreement shall focus across those provinces within the north, east and west of Afghanistan where poppy eradication has been showing success, security issues are comparatively reduced and opportunities are most abundant. Examples of current priority provinces are Nangarhar, Nuristan, Kunar and Laghman, Badakhshan, and Takhar. The Agreement shall be outcomes based focused on results. Applicants shall compete with proposed solutions that meet the requirements of the RFA and are tailored to an optimal technical / business approach. The goal is to contribute to the creation of full and part-time and year-round and seasonal jobs, increased sales, strengthened associations, increased exports and improved access to services to promote licit economic growth and positive alternatives to the illicit economy for farmers and non-farmers alike. The Applicants proposal shall directly link to the Afghanistan National Development Strategy (ANDS). Applicants should consider revenue generation and cost recovery, anti-corruption, gender, Afghanization (increased use of Afghan staff and local firms and NGOs, local project ownership, local sourcing of other goods and services, etc.) and local governance as important cross-cutting issues that must be included in all programmatic elements USAID will advise applicants of project objectives and desired outcome, but will not specify specific requirements or methodology. Applicants will have the opportunity to propose innovative, cost effective solutions for the Program. This solicitation will be accomplished using full and open competition and all interested parties are invited to apply. USAID especially encourages Afghan and/or regional contractors to consider this opportunity alone or in partnership with other organizations. Applicants are expected to provide a Program Description (PD), Performance Metrics & Measurement Plan and, a Quality Assurance Surveillance Plan (QASP) as part of the application package. Prevailing regulations do not allow Applicants to propose monetary incentives; however, Applicants may propose other innovative approaches to create incentives for program success.",NA,"If you have difficulty accessing the full announcement electronically, please contact:Fedon Capas Senior Acquisition&Assistance Phone 66-2-263-7436fcapas@usaid.gov",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,TRUE,FALSE,FALSE,FALSE,98.001 -- USAID Foreign Assistance for Programs Overseas,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
45657,04-563,Developing Country Collaborations in Plant Genome Research (DCC-PGR),Discretionary,NA,NA,TRUE,2,2004-03-22,2009-03-03,NA,NA,NA,NA,NA,NA,National Science Foundation,"This letter is to call your attention to a new activity that will support research collaboration between US scientists and scientists in developing countries as part of ongoing or new Plant Genome Research Program awards. The Developing Country Collaborations in Plant Genome Research (DCC-PGR) is an addendum to the NSF Program Solicitation, NSF 04-510, Plant Genome Research Program (PGRP) (http://www.nsf.gov/pubsys/ods/getpub.cfm?nsf04510). The intent of DCC-PGR awards is to support collaborative research linking US researchers with partners from developing countries to solve problems of mutual interest in agriculture, energy and the environment, while placing US and international researchers at the center of a global network of scientific excellence. The long-term goal of these collaborative research efforts is a greater and sustained engagement with developing countries in plant biotechnology research. In order to realize the full potential of biotechnology for the developing world, the technology must target crops grown locally in the developing countries and the traits that are most relevant to the local farmers and consumers. At the same time, proposals should meet the broad goals of the PGRP described in the current Program Solicitation. Of special interest are those research projects that build on prior PGRP investments and that tackle problems specific to crops grown in the developing world. A request for supplemental funding should be made under an existing PGRP award. Support can also be requested within a proposal for a new or renewal PGRP award. Proposed collaborative activities are encouraged that focus on research problems important to developing countries and that include scientist-to-scientist interactions potentially leading to long-term partnerships among participating laboratories. The exchange of ideas and people should be reciprocal and should be built on equal partnerships among U.S. scientists and scientists of developing nations. Examples of activities to be supported would include, but not be limited to: joint research projects; and long-term (1 year) or short-term (1-3 months) exchange visits that are reciprocal exchanges of investigators and students between the US and developing countries. Collaborations should be developed that bring complementary sets of expertise to bear on problems of importance to the participants from developing countries, and that meet their identified needs.",NSF Publication 04-563,"If you have difficulty accessing the full announcement electronically, please contact:NSF Grants.gov Assistance(e-mail)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,All currently active PGRP awardees are eligible to apply for a supplement under this Dear Colleague Letter. Scientists at institutions from,FALSE,TRUE,FALSE,FALSE,47.074 -- Biological Sciences,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA
45793,PD-98-1680,Ocean Technology and Interdisciplinary Coordination,Discretionary,NA,NA,FALSE,30,2009-03-05,2023-05-20,2009-08-15,2024-02-15,2030-03-17,NA,NA,NA,National Science Foundation,"The Oceanographic Technology and Interdisciplinary Coordination (OTIC) Program supports a broad range of research and technology development activities. Unsolicited proposals are accepted for instrumentation development that has broad applicability to ocean science research projects and that enhance observational, experimental or analytical capabilities of the ocean science research community. Specific announcements for funding opportunities are made for additional projects involving Improvements in Facilities, Communications, and Equipment at Biological Field Stations and Marine Laboratories (FSML) and the National Ocean Partnership Program.",NSF Program Desccription PD-98-1680,"If you have difficulty accessing the full announcement electronically, please contact:NSF grants.gov support grantsgovsupport@nsf.govIf you have any problems linking to this funding announcement, please contact the email address above.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,TRUE,FALSE,FALSE,47.050 -- Geosciences,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA
45810,PD-98-1331,Sociology,Discretionary,NA,NA,FALSE,50,2009-03-06,2023-05-20,2009-08-15,NA,NA,NA,NA,NA,National Science Foundation,"The Sociology Program supports basic research on all forms of human social organization— societies, institutions, groups and demography— and processes of individual and institutional change. The program encourages theoretically focused empirical investigations aimed at improving the explanation of fundamental social processes. This includes research on organizations and organizational behavior, population dynamics, social movements, social groups, labor force participation, stratification and mobility, family, social networks, socialization, gender, race and the sociology of science and technology. The program supports both original data collection and secondary data analysis that use the full range of quantitative and qualitative methodological tools. Theoretically grounded projects that offer methodological innovations and improvements for data collection and analysis are also welcomed. Principal Investigators should selectPD 98-1331in the program announcement/solicitation block on the proposal cover sheet for submission of regular research projects to the sociology program. Projects are evaluated using the two foundation-wide criteria, intellectual merit and broader impacts. In assessing the intellectual merit of proposed research, four components are key to securing support from the Sociology Program: (1) the issues investigated must be theoretically grounded; (2) the research should be based on empirical observation or be subject to empirical validation or illustration; (3) the research design must be appropriate to the questions asked; and (4) the proposed research must advance our understanding of social processes, structures and methods. NSF also offers a number of specialized funding opportunities through its crosscutting and cross-directorate activities; some of the sociology-related opportunities are listed below. Crosscutting Research & Training Opportunities: ADVANCE: Increasing the Participation and Advancement of Women in Academic Science and Engineering Careers Faculty Early Career Development (CAREER) Program Graduate Research Fellowship Program (GRFP) Major Research Instrumentation (MRI) Program Mid-scale Research Infrastructure Programs SBE Postdoctoral Research Fellowships (SPRF) Research Experiences for Undergraduates (REU) Research at Undergraduate Institutions (RUI) Small Business Innovation Research (SBIR) Program To get information about these programs and others, please visit thecross-cutting and NSF-wide active funding opportunitiessearch page. NSF's mission calls for the broadening of opportunities for and expanding participation of groups, institutions and geographic regions that are underrepresented in STEM disciplines, which is essential to the health and vitality of science and engineering. NSF is committed to this principle of diversity and deems it central to the programs, projects and activities it considers and supports. NSF is also committed to public access to publications and data, unless there are countervailing interests that prohibit or limit public access to data, including matters of personally identifiable information of research participants, privacy or other issues of vulnerability such as economic, social or other security interests, etc.). SeePublic Access to Results of NSF-Funded ResearchandData Management for NSF SBE Directorate Proposals and Awards for more information.",NSF Program Desccription PD-98-1331,"If you have difficulty accessing the full announcement electronically, please contact:NSF grants.gov support grantsgovsupport@nsf.govIf you have any problems linking to this funding announcement, please contact the email address above.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,TRUE,FALSE,FALSE,"47.075 -- Social, Behavioral, and Economic Sciences",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA
45812,PD-98-1311,Linguistics,Discretionary,NA,NA,FALSE,43,2009-03-06,2023-08-02,2009-07-15,2024-01-15,2031-08-14,6000000,NA,NA,National Science Foundation,"The Linguistics Program supports basic science in the domain of human language, encompassing investigations of the grammatical properties of individual human languages, and of natural language in general. Research areas include syntax, semantics, morphology, phonetics and phonology. The program encourages projects that are interdisciplinary in methodological or theoretical perspective, and that address questions that cross disciplinary boundaries, such as (but not limited to): What are the psychological processes involved in the production, perception, and comprehension of language? What are the computational properties of language and/or the language processor that make fluent production, incremental comprehension or rapid learning possible? How do the acoustic and physiological properties of speech inform our theories of natural language and/or language processing? What role does human neurobiology play in shaping the various grammatical properties of language? How does language develop in natural learning contexts across the life-span? What social and cultural factors underlie language variation and change? Because NSF's mandate is to support basic research, the Linguistics Program does not fund research that takes as its primary goal improved clinical practice or applied policy, nor does it support work to develop or assess pedagogical methods or tools for language instruction. The Linguistics Program accepts proposals for a variety of project types: research proposals from scholars with PhDs or equivalent degrees, proposals for Doctoral Dissertation Research Improvement (LING-DDRI) awards, and CAREER proposals. We will also consider proposals for conferences. Funding requests for conference support should be submitted in accordance with the Conference Proposals section of Chapter II of NSF's Proposal & Award Policies & Procedures Guide (PAPPG). NSF's Division of Behavioral and Cognitive Sciences (BCS), in partnership with the National Endowment for the Humanities and in collaboration with programs in other NSF Directorates, supports efforts to develop and advance knowledge and infrastructure that will enable the analysis of languages that are both understudied and at risk of falling out of use. In recognition of the critical relevance of these languages to understanding the range and limits of human linguistic and cultural variation, BCS accepts research and dissertation proposals in response to solicitations NSF Dynamic Language Infrastructure - NEH Documenting Endangered Languages (DLI-DEL) and Dynamic Language Infrastructure - Doctoral Dissertation Research Improvement Grants (DLI-DDRI). For more information about Multidisciplinary Research and Training Opportunities, please visit the SBE Office of Multidisciplinary Activities web site.",NSF Program Desccription PD-98-1311,"If you have difficulty accessing the full announcement electronically, please contact:NSF grants.gov support grantsgovsupport@nsf.govIf you have any problems linking to this funding announcement, please contact the email address above.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,TRUE,FALSE,FALSE,"47.075 -- Social, Behavioral, and Economic Sciences",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA
45817,PD-09-7252,"Perception, Action & Cognition",Discretionary,NA,35,FALSE,62,2009-03-06,2023-08-09,2009-08-01,2024-02-01,2024-03-02,7300000,NA,NA,National Science Foundation,"The aim of the PAC program is to support empirically grounded, theoretically engaged and methodologically sophisticated research in a wide range of topic areas related to human perceptual, motor, and cognitive processes and their interactions. The PAC program welcomes a wide range of perspectives and a variety of methodologies (including computational modeling if the goal is to expand explanatory theories of human perception, action, or cognition). PAC strongly encourages proposals that examine human behavior in realistic (or real-world) scenarios, with more inclusive subject populations than have been used historically. It is expected that knowledge gained from PAC-supported projects will have a clear and direct path towards benefitting society. PAC is open to co-review of proposals submitted to other programs both within the Social, Behavioral, and Economic Sciences Directorate and across other directorates. Note: Proposals may be returned without review if the primary goal of the research is to understand (1) structure/function mappings between PAC processes and neural activity; (2) clinical populations per se; or (3) behavior of non-human animals without a clear and direct impact on our understanding of human perception, action or cognition. Before submitting a proposal, investigators are encouraged to email sbe-pac@nsf.gov with a one-page summary of the proposed research (modeled after the Project Summary page of a standard proposal and including a description of both Intellectual Merit and Broader Impacts) in order to confirm appropriateness of the work for the PAC program. PIs are strongly encouraged to submit the Single Copy Document titled “List of Suggested Reviewers” with their full proposal. Sharing of data and other materials is an expectation for funded research. Please consult the NSFDear Colleague Letter: Effective Practices for Data for more details. Interested in talking with a program director? Send a one-page description of the proposed research to sbe-pac@nsf.gov.",NSF Program Desccription PD-09-7252,"If you have difficulty accessing the full announcement electronically, please contact:NSF grants.gov support grantsgovsupport@nsf.govIf you have any problems linking to this funding announcement, please contact the email address above.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,TRUE,FALSE,FALSE,"47.075 -- Social, Behavioral, and Economic Sciences",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA
46236,PD-08-1698,Developmental Sciences,Discretionary,NA,28,FALSE,43,2009-03-23,2023-09-28,2009-07-15,2024-01-30,2032-08-29,6000000,NA,NA,National Science Foundation,"DS supports basic research that increases our understanding of cognitive, linguistic, social, cultural and biological processes related to human development across the lifespan. Research supported by this program will add to our knowledge of the underlying developmental processes that support social, cognitive and behavioral functioning, thereby illuminating ways for individuals to live productive lives as members of society. DS supports research that addresses developmental processes within the domains of cognitive, social, emotional and motor development across the lifespan by working with any appropriate populations for the topics of interest including infants, children, adolescents, adults and non-human animals. The program also supports research investigating factors that affect developmental change, including family, peers, school, community, culture, media, physical, genetic and epigenetic influences. Additional priorities include research that incorporates multidisciplinary, multi-method, microgenetic and longitudinal approaches; develops new methods, models and theories for studying development; includes participants from a range of ethnicities, socioeconomic backgrounds and cultures; and integrates different processes (e.g., memory, emotion, perception, cognition), levels of analysis (e.g., behavioral, social, neural) and time scales. The budgets and durations of supported projects vary widely and are greatly influenced by the nature of the project. Investigators should focus on innovative, potentially transformative research plans and then develop a budget to support those activities, rather than starting with a budget number and working up to that value. While there are no specific rules about budget limitations, a typical project funded through the DS program is approximately three years in duration with a total cost budget, including both direct and indirect costs, between $100,000 and $200,000 per year. Interested applicants are urged to explore the NSF awards database for the DS program to review examples of awards that have been made. The DS program also accepts proposals for workshops and small conferences. These typically have total cost budgets, including direct and indirect costs, of approximately $35,000.Prospective PIs are encouraged to send a 1-page summary of the proposed activities to the DS program directors in advance of submitting a conference/workshop proposal to ascertain its fit to the program. In addition to consulting the NSF awards database, it is often useful for interested applicants to submit (via email) a summary of no more than one page so that a program director can advise the investigator on the fit of the project for DS prior to preparation of a full proposal. New investigators are encouraged to solicit assistance in the preparation of their project proposals via consultation with senior researchers in their area, pre-submission review by colleagues and attendance at symposia and events at professional conferences geared towards educating investigators seeking federal funding. The Developmental Sciences Program is always interested in identifying new reviewers. Potential reviewers should have a Ph.D. in psychology or a related field and have a demonstrated area of expertise relevant to developmental science. Individuals interested in reviewing for the program should send a short description of their areas of expertise (two sentences) and their CV to a Developmental Sciences program director.",NSF Program Desccription PD-08-1698,"If you have difficulty accessing the full announcement electronically, please contact:NSF grants.gov support grantsgovsupport@nsf.govIf you have any problems linking to this funding announcement, please contact the email address above.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,TRUE,FALSE,FALSE,"47.075 -- Social, Behavioral, and Economic Sciences",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA
