tconst,genres
tt0020356,Comedy
tt0020823,Drama
tt0020823,Romance
tt0020985,Comedy
tt0020985,Drama
tt0021268,Comedy
tt0021377,Comedy
tt0021377,Romance
tt0021381,Adventure
tt0021381,Crime
tt0021381,Romance
tt0023039,Drama
tt0024869,Crime
tt0024869,Drama
tt0024869,Romance
tt0025006,Western
tt0025037,Drama
tt0025037,Fantasy
tt0025037,Romance
tt0027456,Comedy
tt0027456,Musical
tt0027456,Romance
tt0027923,Comedy
tt0027923,Mystery
tt0027923,Romance
tt0028310,Drama
tt0028310,Romance
tt0028576,Comedy
tt0028576,Crime
tt0028576,Mystery
tt0028763,Drama
tt0028843,Comedy
tt0028843,Musical
tt0029894,Comedy
tt0029894,Drama
tt0029992,Drama
tt0029992,Family
tt0029992,Fantasy
tt0030027,Action
tt0030027,Crime
tt0030027,Drama
tt0030241,Comedy
tt0030241,Romance
tt0030897,Comedy
tt0030897,Music
tt0030897,Romance
tt0031490,Comedy
tt0031490,Crime
tt0031490,Drama
tt0032338,Comedy
tt0032338,Drama
tt0032338,Romance
tt0034862,Comedy
tt0034862,Drama
tt0034862,Music
tt0036014,Comedy
tt0036014,Music
tt0036014,Romance
tt0036711,Crime
tt0036711,Drama
tt0036711,Film-Noir
tt0036988,Comedy
tt0036988,History
tt0036988,Musical
tt0037242,Comedy
tt0037242,Romance
tt0037242,War
tt0037595,Comedy
tt0037595,Romance
tt0038125,Drama
tt0038125,Thriller
tt0038606,Comedy
tt0038606,Musical
tt0038606,Romance
tt0038833,Crime
tt0038833,Drama
tt0039203,Comedy
tt0039203,Family
tt0039231,Action
tt0039231,Adventure
tt0039231,Comedy
tt0039266,Comedy
tt0039266,Drama
tt0039473,Western
tt0039562,Drama
tt0039562,Fantasy
tt0040443,Adventure
tt0040443,Comedy
tt0040443,Crime
tt0040848,Musical
tt0041099,NA
tt0041473,Comedy
tt0041473,Drama
tt0041473,Family
tt0041475,Comedy
tt0041475,Musical
tt0041528,Crime
tt0041528,Drama
tt0041528,Film-Noir
tt0042568,Musical
tt0042665,Drama
tt0042665,Romance
tt0044008,Drama
tt0044008,Family
tt0044008,Fantasy
tt0044708,Drama
tt0044708,Romance
tt0044715,Drama
tt0046250,Comedy
tt0046250,Romance
tt0046487,Comedy
tt0047673,Comedy
tt0047673,Musical
tt0047673,Romance
tt0047939,Documentary
tt0048104,Comedy
tt0051147,Comedy
tt0051147,Romance
tt0051493,Music
tt0051493,Romance
tt0052047,Action
tt0052047,Comedy
tt0052047,Romance
tt0052284,Drama
tt0052284,War
tt0052897,Comedy
tt0054271,Adventure
tt0054271,Crime
tt0054271,Mystery
tt0056334,Comedy
tt0056334,Drama
tt0057541,Comedy
tt0057541,Musical
tt0057541,Romance
tt0057637,Comedy
tt0057637,Fantasy
tt0057637,Romance
tt0057916,Drama
tt0057916,Fantasy
tt0058197,Comedy
tt0059004,Comedy
tt0059004,Drama
tt0059004,Musical
tt0059026,Animation
tt0059026,Comedy
tt0059026,Drama
tt0059032,Family
tt0059032,Fantasy
tt0060236,Family
tt0060345,Animation
tt0060345,Comedy
tt0060345,Family
tt0061844,Drama
tt0061844,Western
tt0064037,Drama
tt0065040,Adventure
tt0065040,Family
tt0066975,Drama
tt0066975,Fantasy
tt0066975,Romance
tt0067209,Drama
tt0067209,Family
tt0067400,Family
tt0067400,Sci-Fi
tt0068683,Comedy
tt0068708,Drama
tt0068708,Horror
tt0068708,Mystery
tt0068720,Drama
tt0068720,Family
tt0070004,Drama
tt0071222,Horror
tt0071222,Mystery
tt0071222,Thriller
tt0071613,Comedy
tt0073751,Animation
tt0073751,Family
tt0073751,Fantasy
tt0074813,Comedy
tt0074813,Romance
tt0075128,Adventure
tt0075128,Family
tt0075128,Fantasy
tt0075449,Drama
tt0075449,Western
tt0075846,Drama
tt0075875,Comedy
tt0075988,Comedy
tt0075988,Drama
tt0075988,Family
tt0076213,Comedy
tt0076213,Fantasy
tt0076448,Animation
tt0076448,Drama
tt0076448,Family
tt0076783,Drama
tt0077281,Sci-Fi
tt0077333,Drama
tt0077333,Family
tt0077465,Comedy
tt0077710,Comedy
tt0078132,Drama
tt0078132,Horror
tt0078764,Drama
tt0078764,Fantasy
tt0078968,Drama
tt0079828,Adventure
tt0079828,Animation
tt0079828,Comedy
tt0080531,Adventure
tt0080531,Drama
tt0080531,Family
tt0080532,Drama
tt0080532,Music
tt0080822,Comedy
tt0081190,Drama
tt0081190,Family
tt0081190,Fantasy
tt0081340,Animation
tt0081340,Comedy
tt0081340,Family
tt0081793,Horror
tt0081793,Thriller
tt0085231,Comedy
tt0085231,Family
tt0085282,Drama
tt0085282,Family
tt0085334,Comedy
tt0085334,Family
tt0085593,Drama
tt0085933,Drama
tt0085933,War
tt0087056,Drama
tt0087056,Family
tt0087056,Fantasy
tt0087548,Music
tt0087797,Drama
tt0087797,Family
tt0087797,Fantasy
tt0088106,Comedy
tt0088106,Romance
tt0089038,Horror
tt0089038,Mystery
tt0089285,Drama
tt0089731,Family
tt0089731,Fantasy
tt0090838,Drama
tt0090839,Drama
tt0090840,Drama
tt0090840,Family
tt0091975,Fantasy
tt0091975,Music
tt0092167,Comedy
tt0092167,Family
tt0092167,Sci-Fi
tt0092756,Drama
tt0092756,Family
tt0092756,Fantasy
tt0093198,Drama
tt0093877,Comedy
tt0093877,Drama
tt0093877,Romance
tt0094754,Comedy
tt0094754,History
tt0094873,Drama
tt0095107,Comedy
tt0095107,Family
tt0095107,Fantasy
tt0095347,Drama
tt0095416,Family
tt0095416,Music
tt0095589,Drama
tt0096376,Comedy
tt0096376,Drama
tt0096376,Family
tt0097126,Drama
tt0097157,Drama
tt0097157,Thriller
tt0097601,Adventure
tt0097601,Comedy
tt0097958,Comedy
tt0099263,Family
tt0099263,Fantasy
tt0099263,Musical
tt0099711,Comedy
tt0099711,Fantasy
tt0099711,Sci-Fi
tt0099780,Drama
tt0099787,Drama
tt0099787,Family
tt0099930,Drama
tt0100173,Comedy
tt0100173,Family
tt0100173,Fantasy
tt0101301,Comedy
tt0101301,Family
tt0101301,Romance
tt0101348,Adventure
tt0101348,Crime
tt0101348,Family
tt0101580,Drama
tt0101580,Romance
tt0102285,Comedy
tt0102285,Romance
tt0102285,Thriller
tt0102821,Crime
tt0102821,Drama
tt0102821,Thriller
tt0103960,Drama
tt0103961,Comedy
tt0103961,Romance
tt0104940,Comedy
tt0104940,Drama
tt0104940,Family
tt0105694,Comedy
tt0105694,Drama
tt0107688,Animation
tt0107688,Family
tt0107688,Fantasy
tt0109425,Comedy
tt0109425,Drama
tt0109425,Family
tt0110732,Drama
tt0110732,Family
tt0112509,Musical
tt0112667,Drama
tt0112667,Fantasy
tt0112668,Adventure
tt0112668,Animation
tt0112668,Drama
tt0113321,Comedy
tt0113321,Drama
tt0113321,Romance
tt0115891,Comedy
tt0115891,Fantasy
tt0115892,Drama
tt0115892,Family
tt0115893,Animation
tt0115893,Fantasy
tt0115893,Short
tt0116092,Comedy
tt0116092,Fantasy
tt0116189,Family
tt0116321,Animation
tt0116321,Short
tt0116544,Comedy
tt0116544,Romance
tt0116717,Comedy
tt0116984,Documentary
tt0116984,Music
tt0117109,Comedy
tt0117109,Family
tt0117109,Horror
tt0118201,Drama
tt0118692,Animation
tt0118692,Family
tt0118692,Fantasy
tt0120489,Comedy
tt0120489,Romance
tt0122019,Adventure
tt0122019,Animation
tt0122019,Family
tt0122244,Musical
tt0122260,Drama
tt0122272,Drama
tt0122272,Family
tt0122494,Adventure
tt0122494,Animation
tt0122494,Family
tt0123179,Animation
tt0123179,Comedy
tt0123179,Drama
tt0124013,Comedy
tt0124013,Family
tt0124013,Musical
tt0125465,Drama
tt0125945,Comedy
tt0126946,Drama
tt0126946,Music
tt0128083,Comedy
tt0128083,Family
tt0128083,Fantasy
tt0128995,Animation
tt0128995,Family
tt0129145,Comedy
tt0129359,Comedy
tt0129359,Drama
tt0129359,Family
tt0129827,Drama
tt0135187,Drama
