tag_id,event_id,visible,timestamp,location_long,location_lat,ground_speed,height_above_ellipsoid,algorithm_marked_outlier,manually_marked_outlier,study_name
Ares,3395610551,TRUE,2017-06-24T01:03:57Z,-5.113851,50.170315,684,154.67,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610552,TRUE,2017-06-24T01:11:20Z,-5.113851,50.170315,936,154.67,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610553,TRUE,2017-06-24T02:58:16Z,-5.11373,50.169876,2340,81.35,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610554,TRUE,2017-06-24T03:01:26Z,-5.113774,50.169827,0,67.82,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610555,TRUE,2017-06-24T03:51:58Z,-5.114247,50.170139,4896,118.03,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610556,TRUE,2017-06-24T03:55:03Z,-5.114099,50.170235,504,123.07,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610557,TRUE,2017-06-24T05:24:17Z,-5.114242,50.169842,108,27.13,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610558,TRUE,2017-06-24T05:27:23Z,-5.114302,50.169815,504,36.31,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610559,TRUE,2017-06-24T09:14:37Z,-5.114786,50.169586,252,67.42,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610560,TRUE,2017-06-24T09:17:42Z,-5.114851,50.169476,4068,78.9,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610561,TRUE,2017-06-24T10:20:37Z,-5.114976,50.169918,1080,-21.73,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610562,TRUE,2017-06-24T10:23:46Z,-5.115106,50.170002,792,-69.74,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610563,TRUE,2017-06-24T11:43:04Z,-5.115317,50.170776,900,53.71,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610564,TRUE,2017-06-24T11:46:19Z,-5.115524,50.171623,360,76.49,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610565,TRUE,2017-06-24T11:52:53Z,-5.115473,50.171246,144,142.42,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610566,TRUE,2017-06-24T11:56:07Z,-5.1152,50.170731,1908,122.92,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610567,TRUE,2017-06-24T12:31:00Z,-5.114625,50.170361,972,164.37,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610568,TRUE,2017-06-24T12:34:08Z,-5.113945,50.170513,1188,206.63,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610569,TRUE,2017-06-24T12:46:27Z,-5.114438,50.170357,2880,8.82,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610570,TRUE,2017-06-24T12:49:39Z,-5.114226,50.169998,1620,47.75,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610571,TRUE,2017-06-24T14:40:11Z,-5.113976,50.170433,1908,139.57,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610572,TRUE,2017-06-24T14:43:16Z,-5.11434,50.170635,0,105.07,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610573,TRUE,2017-06-24T16:30:06Z,-5.114075,50.170246,1044,91.48,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610574,TRUE,2017-06-24T16:33:12Z,-5.114165,50.170193,936,66.35,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610575,TRUE,2017-06-24T19:04:13Z,-5.115798,50.170712,10512,17.49,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610576,TRUE,2017-06-24T19:04:28Z,-5.115926,50.170723,6660,0.43,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610577,TRUE,2017-06-24T19:07:34Z,-5.116042,50.170544,2736,-9.52,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610578,TRUE,2017-06-24T19:42:59Z,-5.115698,50.17083,936,-61.11,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610579,TRUE,2017-06-24T19:46:26Z,-5.114319,50.170555,252,63.8,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610580,TRUE,2017-06-24T20:08:46Z,-5.113991,50.170265,1944,72.55,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610581,TRUE,2017-06-24T20:11:54Z,-5.11397,50.170189,324,69.74,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610582,TRUE,2017-06-24T23:47:47Z,-5.113709,50.169815,5796,116.96,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610583,TRUE,2017-06-25T00:04:22Z,-5.113956,50.169964,1260,101.79,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610584,TRUE,2017-06-25T00:17:49Z,-5.113956,50.169964,1080,101.79,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610585,TRUE,2017-06-25T23:59:14Z,-5.114152,50.170353,792,92.14,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610586,TRUE,2017-06-26T00:02:33Z,-5.113891,50.169876,5724,107.73,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610587,TRUE,2017-06-26T00:05:37Z,-5.1141,50.170094,2772,109.41,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610588,TRUE,2017-06-26T00:18:22Z,-5.114121,50.17033,8028,89.22,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610589,TRUE,2017-06-26T00:21:43Z,-5.113878,50.169762,2700,113.33,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610590,TRUE,2017-06-26T00:28:46Z,-5.11354,50.169693,792,155.23,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610591,TRUE,2017-06-26T00:32:52Z,-5.114029,50.170155,1296,103.05,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610592,TRUE,2017-06-26T19:45:58Z,-5.114446,50.17028,5004,91.84,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610593,TRUE,2017-06-26T19:50:30Z,-5.115579,50.169136,1080,241.61,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610594,TRUE,2017-06-26T20:14:51Z,-5.115046,50.169388,252,222.45,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610595,TRUE,2017-06-26T20:27:33Z,-5.114799,50.169384,2916,197.68,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610596,TRUE,2017-06-26T20:47:15Z,-5.114219,50.169857,2700,145.99,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610597,TRUE,2017-06-26T20:55:56Z,-5.114263,50.17017,3132,112.69,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610598,TRUE,2017-06-26T23:56:56Z,-5.114133,50.17033,684,93.46,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610599,TRUE,2017-06-27T00:01:11Z,-5.114027,50.170132,4788,85,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610600,TRUE,2017-06-27T00:04:16Z,-5.114111,50.170155,3348,78.64,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610601,TRUE,2017-06-27T00:35:25Z,-5.11435,50.17041,144,72.17,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610602,TRUE,2017-06-27T00:51:32Z,-5.11448,50.170414,1980,35.81,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610603,TRUE,2017-06-27T01:03:19Z,-5.114129,50.170231,4104,81.23,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610604,TRUE,2017-06-27T01:06:26Z,-5.113997,50.170162,2232,92.71,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610605,TRUE,2017-06-27T22:45:20Z,-5.114323,50.170475,396,81.52,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610606,TRUE,2017-06-27T22:48:32Z,-5.114403,50.170589,144,72.99,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610607,TRUE,2017-06-27T23:58:35Z,-5.114468,50.170696,1296,76.62,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610608,TRUE,2017-06-28T00:01:52Z,-5.113807,50.170006,720,114.46,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610609,TRUE,2017-06-28T00:05:06Z,-5.114124,50.170101,1512,104.39,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610610,TRUE,2017-06-28T01:42:06Z,-5.113919,50.170429,1224,82.04,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610611,TRUE,2017-06-28T01:45:17Z,-5.113688,50.170391,1044,80.52,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610612,TRUE,2017-06-28T03:01:58Z,-5.113944,50.170101,3060,84.72,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610613,TRUE,2017-06-28T03:07:20Z,-5.114555,50.170448,2880,46.62,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610614,TRUE,2017-06-28T04:04:33Z,-5.114092,50.170273,504,103.83,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610615,TRUE,2017-06-28T04:10:18Z,-5.11386,50.170303,0,96.28,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610616,TRUE,2017-06-28T23:56:56Z,-5.114245,50.170616,2340,82.51,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610617,TRUE,2017-06-29T00:00:37Z,-5.113813,50.170013,3384,75.34,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610618,TRUE,2017-06-29T00:05:54Z,-5.11388,50.169815,2952,114.17,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610619,TRUE,2017-06-29T00:54:43Z,-5.114026,50.170151,2916,93.47,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610620,TRUE,2017-06-29T00:57:48Z,-5.112718,50.169945,12204,235.68,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610621,FALSE,2017-06-29T00:58:01Z,-5.114001,50.170353,3168,103.57,TRUE,FALSE,Pet Cats United Kingdom
Ares,3395610622,TRUE,2017-06-29T01:01:09Z,-5.114159,50.170341,1764,74.68,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610623,TRUE,2017-06-29T04:17:11Z,-5.113963,50.170139,1512,81.79,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610624,TRUE,2017-06-29T04:20:17Z,-5.113846,50.170124,1548,95.08,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610625,TRUE,2017-06-29T04:38:59Z,-5.114257,50.170158,1332,99.32,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610626,TRUE,2017-06-29T04:42:07Z,-5.114632,50.170132,1728,102.87,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610627,TRUE,2017-06-29T05:03:20Z,-5.114226,50.170212,1440,79.81,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610628,TRUE,2017-06-29T05:09:07Z,-5.113937,50.170135,1836,112.11,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610629,TRUE,2017-06-29T23:56:21Z,-5.114012,50.170349,1116,80.38,FALSE,FALSE,Pet Cats United Kingdom
Ares,3395610630,TRUE,2017-06-30T00:00:04Z,-5.114471,50.170738,8388,60.58,FALSE,FALSE,Pet Cats United Kingdom
