row_id,drink,date_modified,id_drink,alcoholic,category,drink_thumb,glass,iba,video,ingredient_number,ingredient,measure
0,'57 Chevy with a White License Plate,2016-07-18T22:49:04Z,14029,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/qyyvtu1468878544.jpg,Highball glass,NA,NA,1,Creme de Cacao,1 oz white
0,'57 Chevy with a White License Plate,2016-07-18T22:49:04Z,14029,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/qyyvtu1468878544.jpg,Highball glass,NA,NA,2,Vodka,1 oz
1,1-900-FUK-MEUP,2016-07-18T22:27:04Z,15395,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/uxywyw1468877224.jpg,Old-fashioned glass,NA,NA,1,Absolut Kurant,1/2 oz
1,1-900-FUK-MEUP,2016-07-18T22:27:04Z,15395,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/uxywyw1468877224.jpg,Old-fashioned glass,NA,NA,2,Grand Marnier,1/4 oz
1,1-900-FUK-MEUP,2016-07-18T22:27:04Z,15395,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/uxywyw1468877224.jpg,Old-fashioned glass,NA,NA,3,Chambord raspberry liqueur,1/4 oz
1,1-900-FUK-MEUP,2016-07-18T22:27:04Z,15395,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/uxywyw1468877224.jpg,Old-fashioned glass,NA,NA,4,Midori melon liqueur,1/4 oz
1,1-900-FUK-MEUP,2016-07-18T22:27:04Z,15395,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/uxywyw1468877224.jpg,Old-fashioned glass,NA,NA,5,Malibu rum,1/4 oz
1,1-900-FUK-MEUP,2016-07-18T22:27:04Z,15395,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/uxywyw1468877224.jpg,Old-fashioned glass,NA,NA,6,Amaretto,1/4 oz
1,1-900-FUK-MEUP,2016-07-18T22:27:04Z,15395,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/uxywyw1468877224.jpg,Old-fashioned glass,NA,NA,7,Cranberry juice,1/2 oz
1,1-900-FUK-MEUP,2016-07-18T22:27:04Z,15395,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/uxywyw1468877224.jpg,Old-fashioned glass,NA,NA,8,Pineapple juice,1/4 oz
2,110 in the shade,2016-02-03T14:51:57Z,15423,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/xxyywq1454511117.jpg,Beer Glass,NA,NA,1,Lager,16 oz
2,110 in the shade,2016-02-03T14:51:57Z,15423,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/xxyywq1454511117.jpg,Beer Glass,NA,NA,2,Tequila,1.5 oz
3,151 Florida Bushwacker,2016-07-18T22:28:43Z,14588,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg,Beer mug,NA,NA,1,Malibu rum,1/2 oz
3,151 Florida Bushwacker,2016-07-18T22:28:43Z,14588,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg,Beer mug,NA,NA,2,Light rum,1/2 oz
3,151 Florida Bushwacker,2016-07-18T22:28:43Z,14588,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg,Beer mug,NA,NA,3,151 proof rum,1/2 oz Bacardi
3,151 Florida Bushwacker,2016-07-18T22:28:43Z,14588,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg,Beer mug,NA,NA,4,Dark Creme de Cacao,1 oz
3,151 Florida Bushwacker,2016-07-18T22:28:43Z,14588,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg,Beer mug,NA,NA,5,Cointreau,1 oz
3,151 Florida Bushwacker,2016-07-18T22:28:43Z,14588,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg,Beer mug,NA,NA,6,Milk,3 oz
3,151 Florida Bushwacker,2016-07-18T22:28:43Z,14588,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg,Beer mug,NA,NA,7,Coconut liqueur,1 oz
3,151 Florida Bushwacker,2016-07-18T22:28:43Z,14588,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg,Beer mug,NA,NA,8,Vanilla ice-cream,1 cup
4,155 Belmont,2016-10-05T12:36:28Z,15346,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/yqvvqs1475667388.jpg,White wine glass,NA,NA,1,Dark rum,1 shot
4,155 Belmont,2016-10-05T12:36:28Z,15346,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/yqvvqs1475667388.jpg,White wine glass,NA,NA,2,Light rum,2 shots
4,155 Belmont,2016-10-05T12:36:28Z,15346,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/yqvvqs1475667388.jpg,White wine glass,NA,NA,3,Vodka,1 shot
4,155 Belmont,2016-10-05T12:36:28Z,15346,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/yqvvqs1475667388.jpg,White wine glass,NA,NA,4,Orange juice,1 shot
5,24k nightmare,2016-07-18T22:31:38Z,17060,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/yyrwty1468877498.jpg,Shot glass,NA,NA,1,Goldschlager,1/2 oz
5,24k nightmare,2016-07-18T22:31:38Z,17060,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/yyrwty1468877498.jpg,Shot glass,NA,NA,2,Jägermeister,1/2 oz
5,24k nightmare,2016-07-18T22:31:38Z,17060,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/yyrwty1468877498.jpg,Shot glass,NA,NA,3,Rumple Minze,1/2 oz
5,24k nightmare,2016-07-18T22:31:38Z,17060,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/yyrwty1468877498.jpg,Shot glass,NA,NA,4,151 proof rum,1/2 oz Bacardi
6,252,2016-07-18T22:32:42Z,15288,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/rtpxqw1468877562.jpg,Shot glass,NA,NA,1,151 proof rum,1/2 shot Bacardi
6,252,2016-07-18T22:32:42Z,15288,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/rtpxqw1468877562.jpg,Shot glass,NA,NA,2,Wild Turkey,1/2 shot
7,3 Wise Men,2016-07-18T22:34:37Z,13899,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/wxqpyw1468877677.jpg,Collins glass,NA,NA,1,Jack Daniels,1/3 oz
